angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,HIP,B-V,SHK,Act,Jitter,logRHK,dMag,Prot,Age,Obs,S,SimbadName,_RA,_DE
0.008326,191.9859372150000,9.7513977564900,0.002,0.001,90,3735000631158990976,191.98153095982,0.0531,9.74941808907,0.0388,123.8215,0.0623,-1008.602,0.138,-459.800,0.079,0,1.72887e+06,1.18791e+03,10.093957,2.98308e+05,3.27907e+02,11.664725,2.20734e+06,1.83910e+03,8.902246,2.762479,,,3588.46,,,,,191.9859394,9.7513986,GJ 486,62452,1.56,0.642,Act,2.421,,-0.7,,,K,S,GJ 486,191.98594,9.7514
0.009922,202.4991070350000,10.3771624506000,0.002,0.001,90,3738099879558957952,202.50404244970,0.0498,10.37253870882,0.0331,131.2428,0.0543,1127.507,0.102,-1073.879,0.066,0,9.83702e+06,6.44022e+03,8.206207,2.67128e+06,3.81243e+03,9.284590,1.06284e+07,2.37701e+04,7.195755,2.088835,14.05,0.21,4032.62,0.2203,0.1140,,,202.4991092,10.3771642,GJ 514,,1.5,1.231,Act,3.391,,0.43,,,K,S,GJ 514,202.49911,10.37716
0.220568,207.2668046940000,26.9789474300000,0.001,0.001,90,1451450048399313792,207.26456906598,0.0309,26.97863971636,0.0301,74.2043,0.0456,-462.735,0.074,-71.473,0.053,0,1.76446e+07,5.86430e+03,7.571839,7.05889e+06,3.72504e+04,8.229547,1.53791e+07,5.40470e+04,6.794596,1.434951,,,4439.53,0.1445,0.0885,0.69,0.167,207.2668708,26.9789306,GJ 528B,,1.2,0.872,Act,1.57,,-0.5,,,K,S,GJ 528B,207.26687,26.97893
3.664056,207.2666725410000,26.9799329407000,0.003,0.002,90,1451450048399313664,207.26466016765,0.0608,26.97945066382,0.0513,73.9239,0.0653,-416.522,0.187,-112.016,0.117,1,2.50599e+07,1.01072e+04,7.190918,1.06298e+07,2.91862e+04,7.785073,2.06329e+07,9.16098e+04,6.475518,1.309555,,,4707.50,,,0.70,0.216,207.2668708,26.9789306,GJ 528B,,1.2,0.872,Act,1.57,,-0.5,,,K,S,GJ 528B,207.26687,26.97893
0.014253,2.4652040449700,8.4531667187500,0.002,0.001,90,2752042939643758080,2.46545184607,0.0426,8.45311701250,0.0351,14.2068,0.0430,56.929,0.097,-11.545,0.070,0,3.90452e+06,2.03545e+03,9.209448,2.02094e+06,2.58842e+03,9.587507,2.65003e+06,3.54669e+03,8.703795,0.883713,14.58,0.45,5586.23,0.0500,0.0230,0.94,0.775,2.4652011,8.4531694,HD 531A,,0.9,0.46,Act,3.645,,1.2,,,K,S,HD 531A,2.4652,8.45317
0.723332,2.4637350750600,8.4533030369800,0.002,0.001,90,2752042939643757952,2.46399029513,0.0445,8.45326165204,0.0368,14.1007,0.0460,58.633,0.098,-9.612,0.072,1,3.82510e+06,2.89434e+03,9.231760,1.97738e+06,4.17346e+03,9.611160,2.59039e+06,5.00417e+03,8.728507,0.882653,13.20,0.32,5590.75,0.0430,0.0225,0.94,0.770,2.4638667,8.45315,HD 531B,,0.9,0.429,Act,5.381,,2.0,,,K,S,HD 531B,2.46387,8.45315
4.762520,2.4652040449700,8.4531667187500,0.002,0.001,90,2752042939643758080,2.46545184607,0.0426,8.45311701250,0.0351,14.2068,0.0430,56.929,0.097,-11.545,0.070,0,3.90452e+06,2.03545e+03,9.209448,2.02094e+06,2.58842e+03,9.587507,2.65003e+06,3.54669e+03,8.703795,0.883713,14.58,0.45,5586.23,0.0500,0.0230,0.94,0.775,2.4638667,8.45315,HD 531B,,0.9,0.429,Act,5.381,,2.0,,,K,S,HD 531B,2.46387,8.45315
0.011838,2.4528855078900,-6.8412129592900,0.002,0.001,90,2443273475830637312,2.45313125338,0.0518,-6.84130352809,0.0272,11.3338,0.0590,56.670,0.124,-21.035,0.050,1,9.87578e+06,2.98625e+03,8.201938,4.71135e+06,3.85902e+03,8.668525,7.19858e+06,1.20528e+04,7.618804,1.049721,24.20,0.14,5179.25,,,2.24,3.240,2.4528822,-6.8412128,HD 533,792,0.89,0.144,Act,4.264,-5.14,2.21,,,K,S,HD 533,2.45288,-6.84121
0.012271,215.4884010250000,29.6296158774000,0.001,0.001,0,1284721994948665216,215.48527243442,0.0245,29.62828767370,0.0344,68.8608,0.0398,-631.625,0.064,-308.495,0.082,0,1.17214e+07,6.87579e+03,8.015916,4.28598e+06,6.38794e+03,8.771263,1.05460e+07,1.72643e+04,7.204201,1.567062,-37.20,0.14,4215.03,0.5340,0.2460,0.71,0.143,215.4884019,29.6296192,GJ 546,70218,1.29,1.279,Act,1.57,,0.09,,,K,S,GJ 546,215.4884,29.62962
0.082629,223.6218164390000,16.1010552334000,0.001,0.001,0,1187851653287128576,223.62306823918,0.0431,16.10054736482,0.0430,100.6811,0.0528,279.340,0.080,-117.959,0.095,0,4.21793e+06,3.15519e+03,9.125617,1.00120e+06,2.87165e+03,10.350090,4.79892e+06,1.38314e+04,8.059062,2.291028,-8.00,0.17,3806.34,0.2287,0.1230,,,223.6218375,16.1010444,GJ 569A,,1.48,5.342,Act,13.17,,-0.4,,,K,S,GJ 569A,223.62184,16.10104
0.012485,2.5786317759000,-5.2485883145700,0.003,0.002,90,2443724589130400000,2.57879171745,0.1162,-5.24871440517,0.0615,17.3901,0.1339,36.992,0.206,-29.286,0.116,1,1.12992e+08,1.27829e+05,5.555750,5.06368e+07,8.66165e+04,6.090222,8.47529e+07,1.93958e+05,4.941534,1.148688,24.44,0.14,4859.60,,,5.79,16.845,2.5786283,-5.2485881,HD 587,840,0.973,0.122,Act,4.202,,4.34,,,L,S,HD 587,2.57863,-5.24859
0.656296,246.0388071440000,48.3530854371000,0.014,0.014,90,1411178510887026048,246.04626557541,0.4574,48.35093698880,0.4657,127.4785,0.4818,1151.232,0.932,-499.079,0.929,0,3.72901e+06,2.72499e+03,9.259383,8.38731e+05,1.32345e+03,10.542331,4.38089e+06,6.87189e+03,8.158014,2.384316,-28.06,0.59,4080.09,0.1730,0.0950,,,246.0388539,48.3529058,GJ 623,80346,1.475,0.533,Act,2.1,,-1.0,,,K,S,GJ 623,246.03885,48.35291
0.007211,246.3525971210000,54.3041015976000,0.001,0.001,90,1428427236986209024,246.35578541441,0.0248,54.30336251364,0.0270,154.4710,0.0273,432.073,0.064,-171.668,0.059,0,4.17387e+06,3.27113e+03,9.137018,9.83634e+05,2.00160e+03,10.369304,4.75469e+06,1.15967e+04,8.069114,2.300190,,,3763.10,0.0550,0.0395,,,246.3525972,54.3041036,GJ 625,80459,1.591,0.579,Act,2.636,,0.61,,,K,S,GJ 625,246.3526,54.3041
0.135722,259.7451131940000,-34.9968369147000,0.002,0.001,90,5975663354131618304,259.75106091777,0.0588,-34.99776511010,0.0593,138.0171,0.0918,1131.612,0.110,-215.545,0.082,0,3.33590e+06,2.17745e+03,9.380334,7.84673e+05,1.94853e+03,10.614667,3.80403e+06,5.66938e+03,8.311312,2.303355,5.68,0.25,3775.40,0.0550,0.0390,,,259.7451583,-34.9968444,GJ 667C,,1.57,0.616,Act,2.465,,0.25,,,K,S,GJ 667C,259.74516,-34.99684
2.392182,259.7443631650000,-34.9967129422000,0.002,0.001,90,5975663354126705280,259.74436316464,2.2922,-34.99671294222,1.1091,,,,,,,0,4.10491e+02,3.77362e+00,19.155106,2.76261e+02,3.40827e+01,19.248089,7.35082e+02,2.18666e+01,17.596080,1.652008,,,,,,,,259.7451583,-34.9968444,GJ 667C,,1.57,0.616,Act,2.465,,0.25,,,K,S,GJ 667C,259.74516,-34.99684
0.002763,264.4722780950000,18.5917113165000,0.001,0.001,0,4550763526539955712,264.47648783945,0.0245,18.59595094606,0.0340,122.5609,0.0346,926.741,0.050,984.697,0.071,0,6.02214e+06,3.51415e+03,8.738990,1.60183e+06,1.00383e+03,9.839849,6.54270e+06,5.45215e+03,7.722528,2.117321,-10.09,0.23,3990.82,0.0370,0.0290,,,264.4722789,18.5917114,GJ 686,86287,1.53,0.75,Act,2.417,,0.47,,,K,S,GJ 686,264.47228,18.59171
0.007419,264.1079132080000,68.3391400378000,0.001,0.001,90,1637645127018395776,264.10417311195,0.0337,68.33367405673,0.0346,219.7807,0.0324,-320.636,0.074,-1269.528,0.071,0,1.15965e+07,9.20478e+03,8.027544,2.37573e+06,8.29643e+03,9.411894,1.41380e+07,3.24984e+04,6.885951,2.525943,,,3825.53,0.1940,0.2085,,,264.1079156,68.3391419,GJ 687,86162,1.5,0.625,Act,2.1,,-0.8,,,K,S,GJ 687,264.10792,68.33914
0.010957,2.8434890545900,30.4495762017000,0.001,0.001,90,2861502032312723328,2.84453606527,0.0429,30.44972949794,0.0442,29.1743,0.0601,209.637,0.074,35.603,0.068,1,1.51122e+07,7.48570e+03,7.740048,7.62936e+06,1.43146e+04,8.145168,1.04803e+07,2.55263e+04,7.210983,0.934185,-3.07,0.17,5587.75,0.1310,0.0645,0.90,0.711,2.8434919,30.4495744,HD 691,919,0.75,0.583,Act,4.314,-4.232,0.09,4,0.07,K,S,HD 691,2.84349,30.44957
0.006110,265.9831796240000,43.3786113051000,0.001,0.001,0,1349047857580994560,265.98324035325,0.0259,43.37601406411,0.0312,104.9848,0.0296,10.252,0.056,-603.230,0.059,0,3.14602e+06,1.51592e+03,9.443963,6.93056e+05,1.15284e+03,10.749467,3.69323e+06,4.62946e+03,8.343406,2.406061,,,3760.00,0.2947,0.1587,,,265.9831775,43.3786106,GJ 694,86776,1.55,0.945,Act,3.05,,0.27,,,K,S,GJ 694,265.98318,43.37861
0.099242,269.4520824980000,4.6933642650600,0.010,0.006,90,4472832130942575872,269.44861435804,0.2229,4.73798076559,0.3042,547.4506,0.2899,-802.803,0.638,10362.542,0.360,0,9.93811e+06,1.82920e+04,8.195106,1.64589e+06,4.68522e+03,9.810388,1.30864e+07,2.24966e+04,6.969867,2.840520,,,3699.35,0.3010,0.1830,,,269.452075,4.6933908,GJ 699,87937,1.74,0.616,Act,0.0,,1.14,,,K,S,GJ 699,269.45207,4.69339
0.055382,273.8262345380000,18.4999965083000,0.001,0.001,0,4526375465285830656,273.82646192939,0.0243,18.50025339616,0.0383,34.2819,0.0371,50.084,0.061,59.664,0.095,0,2.97802e+06,9.83334e+02,9.503547,1.05386e+06,2.89350e+03,10.294435,2.74575e+06,4.49934e+03,8.665269,1.629166,1.92,0.32,4136.54,0.7935,0.3670,0.76,0.154,273.8262189,18.5000006,GJ 708,89449,1.323,1.078,Act,3.077,,0.39,,,K,S,GJ 708,273.82622,18.5
0.002206,2.9480439141100,9.1399625814700,0.002,0.001,90,2752230092842521088,2.94790036521,0.0544,9.13988417983,0.0379,8.2353,0.0570,-32.917,0.154,-18.209,0.075,0,2.47317e+07,4.15939e+03,7.205232,1.16836e+07,7.21573e+03,7.682449,1.81585e+07,1.94852e+04,6.614221,1.068228,-2.17,0.18,5145.70,,,4.95,15.456,2.9480444,9.1399622,HD 745,954,0.891,0.184,Act,4.423,-4.985,4.21,48,6.33,K,S,HD 745,2.94804,9.13996
0.056933,286.7731884950000,20.8880325623000,0.005,0.004,0,4519789321933481856,286.77098190785,0.1209,20.88653580862,0.2050,113.3401,0.1013,-478.816,0.280,-347.636,0.322,1,2.26136e+06,2.27980e+03,9.802440,5.33995e+05,5.92471e+02,11.032546,2.55865e+06,2.03174e+03,8.741893,2.290653,32.19,0.15,3807.63,0.0550,0.0380,,,286.7731803,20.8880464,GJ 745A,93873,1.55,0.266,Act,2.1,,-0.1,,,K,S,GJ 745A,286.77318,20.88805
4.970667,286.7735015310000,20.8866986711000,0.003,0.002,90,4519789321909485824,286.77350153061,2.9874,20.88669867109,2.2052,,,,,,,0,9.23030e+01,1.18403e+00,20.775326,5.88170e+01,4.42213e-01,20.927631,2.21477e+02,3.35055e+01,18.898602,2.029030,,,,,,,,286.7731803,20.8880464,GJ 745A,93873,1.55,0.266,Act,2.1,,-0.1,,,K,S,GJ 745A,286.77318,20.88805
0.018946,286.8050161570000,20.8770155201000,0.001,0.001,0,4519789081415296128,286.80280110673,0.0228,20.87558461062,0.0298,113.2063,0.0460,-480.688,0.053,-332.344,0.057,1,2.27847e+06,2.09188e+03,9.794256,5.36898e+05,4.66886e+02,11.026659,2.58032e+06,1.80262e+03,8.732737,2.293922,31.59,0.36,3800.02,0.0523,0.0310,,,286.8050131,20.8770111,GJ 745B,93899,1.55,0.27,Act,2.1,,-0.1,,,K,S,GJ 745B,286.80501,20.87701
0.004062,307.6335229410000,65.4495583622000,0.001,0.001,90,2246206567973292160,307.63811580985,0.0210,65.45077881123,0.0226,123.7545,0.0219,443.220,0.045,283.443,0.043,0,3.21179e+06,1.18183e+03,9.421499,6.68152e+05,8.48385e+02,10.789200,3.84725e+06,3.14589e+03,8.299046,2.490154,,,3600.11,0.2977,0.1630,,,307.6335203,65.4495581,GJ 793,101180,1.56,1.539,Act,4.573,,0.13,,,K,S,GJ 793,307.63352,65.44956
0.011761,311.2897182060000,-31.3409004752000,0.001,0.001,90,6794047652729201024,311.29113688310,0.0380,-31.34245001640,0.0271,102.8295,0.0486,281.424,0.075,-359.895,0.054,0,1.37783e+07,9.27498e+03,7.840377,3.68246e+06,8.98996e+03,8.936042,1.51340e+07,1.78278e+04,6.812033,2.124009,-6.31,0.29,3992.36,1.9280,0.9647,0.61,0.086,311.2897144,-31.3409008,GJ 803,102409,1.44,8.124,Act,35.53,,3.38,,,K,S,GJ 803,311.28971,-31.3409
0.009708,3.1180585792300,20.2343478404000,0.001,0.001,90,2798490743206783232,3.11906294344,0.0436,20.23425766842,0.0428,17.9128,0.0550,218.876,0.094,-20.944,0.078,0,1.15726e+07,4.06628e+03,8.029787,6.22218e+06,5.51482e+03,8.366531,7.52400e+06,1.04597e+04,7.570798,0.795733,-47.99,0.15,5860.00,0.2050,0.1013,1.16,1.418,3.1180567,20.2343458,HD 804,996,0.669,0.156,Act,2.693,-5.026,0.29,,7.1,K,S,HD 804,3.11806,20.23435
0.021455,311.2670799040000,44.4990676087000,0.001,0.001,0,2070115588901082368,311.26970018856,0.0244,44.50023505931,0.0296,82.9968,0.0296,434.079,0.047,271.143,0.059,0,2.21565e+06,1.54978e+03,9.824611,5.35030e+05,7.48622e+02,11.030442,2.49653e+06,3.25589e+03,8.768577,2.261866,-24.28,0.31,3758.00,0.2460,0.1325,,,311.2670758,44.4990728,GJ 806,102401,1.491,1.089,Act,3.011,,-0.3,,,K,S,GJ 806,311.26708,44.49907
0.015482,3.1621795178500,-26.8530600782000,0.001,0.001,90,2335153244727136384,3.16345745237,0.0387,-26.85255901539,0.0262,14.9076,0.0451,264.805,0.078,116.377,0.052,0,1.57386e+07,3.18310e+03,7.695950,7.26253e+06,9.02097e+03,8.198668,1.18075e+07,1.48730e+04,7.081526,1.117141,5.14,0.15,4972.25,,,2.38,3.107,3.1621842,-26.8530611,HD 834,1013,0.95,0.149,Act,4.302,,2.49,,,K,S,HD 834,3.16218,-26.85306
0.023708,343.3197179610000,-14.2636953916000,0.002,0.002,90,2603090003484152064,343.32397371222,0.0672,-14.26659581558,0.0523,213.8669,0.0758,957.961,0.117,-673.638,0.102,0,5.31162e+06,7.09562e+03,8.875299,8.90531e+05,3.06421e+03,10.477265,6.91882e+06,1.22413e+04,7.661840,2.815425,,,3837.21,0.4623,0.2645,,,343.3197231,-14.2636997,GJ 876,113020,1.6,0.975,Act,3.715,,0.01,,,K,S,GJ 876,343.31972,-14.2637
0.215827,3.3496373794700,26.9874948354000,0.018,0.018,90,2856713934053770240,3.34957981149,0.6433,26.98739658462,0.6353,18.6899,0.7533,-11.915,1.179,-22.820,1.161,1,6.81906e+07,1.13752e+05,6.104055,3.60756e+07,4.86478e+04,6.458353,4.75830e+07,6.17395e+04,5.568291,0.890062,-5.99,0.18,5555.08,,,3.02,7.841,3.3496717,26.9875464,HD 895,1076,0.68,0.203,Act,4.437,-4.801,4.2,23,3.22,L,S,HD 895,3.34967,26.98755
2.019327,355.4793171610000,44.1774514415000,0.002,0.002,90,1926461164913660160,355.47999369870,0.1018,44.17059676129,0.0522,316.9558,0.1260,112.692,0.153,-1592.055,0.112,0,1.34626e+06,9.66215e+02,10.365541,1.30838e+05,2.53939e+02,12.559549,1.96512e+06,1.92307e+03,9.028447,3.531102,,,3293.00,0.2448,0.1040,,,355.4791208,44.1779944,GJ 905,,1.91,5.58,Act,0.0,,-2.6,,,K,S,GJ 905,355.47912,44.17799
0.040920,357.3021880800000,2.4012230680300,0.002,0.001,90,2739689239311660672,357.30646580998,0.0535,2.39705250612,0.0254,169.3585,0.0595,992.665,0.109,-968.648,0.054,0,1.03639e+07,6.63450e+03,8.149554,2.78979e+06,3.05068e+03,9.237461,1.12659e+07,9.78664e+03,7.132508,2.104953,-71.79,0.17,4044.29,0.1130,0.0460,,,357.3021994,2.4012242,GJ 908,117473,1.48,0.567,Act,2.1,,-0.3,,,K,S,GJ 908,357.3022,2.40122
0.191286,2.8382075653300,58.3499201129000,0.011,0.009,90,422886126401496064,2.84007993484,0.3750,58.35001086669,0.3357,35.6385,0.4414,228.191,0.693,21.075,0.577,0,4.70879e+06,1.29670e+03,9.006091,1.77466e+06,1.93832e+03,9.728603,4.17372e+06,4.12478e+03,8.210611,1.517992,2.48,2.00,4343.46,0.7220,0.3880,0.79,0.201,2.8381064,58.3499178,HIP 916,916,1.254,1.055,Act,1.57,,0.27,,,K,S,HIP 916,2.83811,58.34992
0.033178,3.5427211346000,-7.1991150625100,0.002,0.001,90,2431157720981843200,3.54317480916,0.0508,-7.19940745620,0.0286,21.7806,0.0564,104.539,0.152,-67.911,0.062,0,2.50615e+07,1.12956e+04,7.190848,1.41516e+07,2.71976e+04,7.474374,1.53115e+07,3.00446e+04,6.799377,0.674997,0.55,0.50,6234.33,0.1775,0.0830,1.23,2.050,3.5427253,-7.1991233,HD 984,1134,0.48,0.327,Act,5.632,,-0.3,,,L,S,HD 984,3.54273,-7.19912
0.054294,3.2882085848200,20.3824401059000,0.003,0.003,0,2798587122272590080,3.28923727989,0.0939,20.38243000401,0.1202,24.0695,0.1164,223.963,0.185,-2.347,0.190,0,1.73558e+06,4.12865e+03,10.089754,7.57378e+05,1.73953e+03,10.653107,1.95884e+06,2.68315e+03,9.031922,1.621184,,,4460.00,,,0.66,0.154,3.2882231,20.3824336,HIP 1055,1055,1.36,0.805,Act,2.306,,0.86,,,K,S,HIP 1055,3.28822,20.38243
0.012997,3.8177819519100,-6.1382147321200,0.002,0.001,90,2443383774886310528,3.81762519819,0.0533,-6.13843315272,0.0327,6.3447,0.0642,-36.199,0.148,-50.730,0.077,0,1.95315e+07,4.34999e+03,7.461526,8.65307e+06,8.88028e+03,8.008463,1.52044e+07,1.91914e+04,6.806999,1.201464,22.97,0.15,4880.00,0.6650,0.3270,6.53,21.761,3.8177797,-6.1382119,HD 1100,1230,1.015,0.127,Act,4.234,,4.08,,,K,S,HD 1100,3.81778,-6.13821
0.175522,4.0977674033600,-22.5879787886000,0.025,0.022,0,2361098626765256064,4.09786050228,0.6736,-22.58816256473,0.7497,15.5720,0.8036,19.964,1.429,-42.683,1.601,0,1.49550e+07,4.74834e+03,7.751403,7.98093e+06,9.75175e+03,8.096254,9.85929e+06,2.00970e+04,7.277306,0.818948,6.79,0.41,5733.00,0.7300,0.3825,1.58,2.443,4.0977353,-22.5880175,HD 1205,1306,0.64,0.149,Act,2.576,-5.065,1.12,,7.82,K,S,HD 1205,4.09774,-22.58802
0.009423,4.2731254295400,-1.6530116046500,0.007,0.004,90,2541687192515862912,4.27321202162,0.1570,-1.65296678176,0.1063,5.1337,0.1889,20.103,0.440,10.410,0.236,0,1.02722e+07,2.34610e+03,8.159207,5.05027e+06,4.22388e+03,8.593102,7.40736e+06,8.44920e+03,7.587761,1.005340,45.71,0.27,5131.00,,,5.15,16.563,4.2731231,-1.6530128,HD 1293,1365,0.787,0.161,Act,4.302,-5.029,2.89,,7.15,K,S,HD 1293,4.27312,-1.65301
0.070491,4.0482832582500,30.5325787133000,0.003,0.003,90,2860850090635965312,4.04923243842,0.0975,30.53278468643,0.1075,25.4606,0.1191,189.887,0.170,47.838,0.163,0,7.44450e+06,4.39440e+03,8.508778,3.34361e+06,5.20465e+03,9.040850,6.14990e+06,6.92147e+03,7.789749,1.251101,,,4875.00,0.8440,0.4170,1.01,0.516,4.0482617,30.5325725,HIP 1294,1294,0.965,0.408,Act,3.245,,0.61,,,K,S,HIP 1294,4.04826,30.53257
0.461379,4.3522317850000,8.8765595255000,0.030,0.027,90,2752315446728243328,4.35261456046,0.8361,8.87684366339,0.7605,15.6291,0.9434,87.838,1.911,65.993,1.720,0,3.14103e+07,7.24154e+03,6.945684,1.61867e+07,1.85771e+04,7.328493,2.15338e+07,2.61123e+04,6.429120,0.899373,30.06,0.32,5416.93,,,2.60,5.240,4.3521789,8.8764425,HD 1317,1392,0.589,0.175,Act,4.303,-4.884,1.81,16,4.5,L,S,HD 1317,4.35218,8.87644
0.934074,4.3519813782300,8.8766134859400,0.028,0.026,0,2752315446728243456,4.35198137823,26.1576,8.87661348594,28.3282,,,,,,,0,2.06524e+05,6.39013e+04,12.400938,,,,,,,,,,,,,,,4.3521789,8.8764425,HD 1317,1392,0.589,0.175,Act,4.303,-4.884,1.81,16,4.5,L,S,HD 1317,4.35218,8.87644
3.555520,4.3513652899200,8.8758687052200,0.001,0.001,90,2752315442434066688,4.35171698703,0.0406,8.87620252255,0.0379,12.6577,0.0524,80.706,0.094,77.532,0.068,1,1.68005e+07,5.01790e+03,7.625061,9.74063e+06,1.26114e+04,7.879920,1.01800e+07,1.60356e+04,7.242546,0.637374,36.32,0.23,6502.09,0.7870,0.3900,1.59,4.056,4.3521789,8.8764425,HD 1317,1392,0.589,0.175,Act,4.303,-4.884,1.81,16,4.5,L,S,HD 1317,4.35218,8.87644
0.011043,4.5953531415000,44.0229547068000,0.001,0.001,90,385334230892516480,4.61266773699,0.0339,44.02472957785,0.0233,280.6902,0.0429,2891.525,0.061,411.903,0.034,0,2.44832e+07,1.14262e+04,7.216197,6.28691e+06,5.69838e+03,8.355295,2.70328e+07,2.88659e+04,6.182193,2.173102,11.51,0.14,3988.00,0.2487,0.1310,,,4.5953556,44.0229522,HD 1326,1475,1.56,0.535,Act,2.162,,0.76,,,K,S,HD 1326,4.59536,44.02295
3.549519,4.6076018685100,44.0272475665000,0.001,0.001,90,385334196532776576,4.62474771941,0.0386,44.02869779094,0.0262,280.7866,0.0519,2863.284,0.069,336.529,0.039,0,2.53746e+06,1.76051e+03,9.677366,4.11894e+05,7.01044e+02,11.314424,3.27983e+06,2.46326e+03,8.472292,2.842132,,,3636.07,0.3075,0.1880,,,4.6062417,44.0271222,HD 1326B,,1.8,0.83,Act,7.189,,1.54,,,K,S,HD 1326B,4.60624,44.02712
0.011371,4.2765577931900,40.9482969961000,0.001,0.000,90,383426372059603712,4.27979203779,0.0365,40.94865683188,0.0215,68.0351,0.0566,567.365,0.069,83.564,0.031,0,8.45861e+06,4.32958e+03,8.370118,2.81594e+06,2.96616e+03,9.227330,8.10225e+06,6.14156e+03,7.490406,1.736925,2.30,0.15,4098.00,,,0.67,0.113,4.2765619,40.9482964,HIP 1368,1368,1.42,1.855,Act,4.729,,0.93,,,K,S,HIP 1368,4.27656,40.9483
0.065195,4.5505653396600,52.4125651607000,0.003,0.003,90,419139506169426944,4.55044183804,0.0856,52.41233483538,0.1064,6.2426,0.1421,-17.497,0.202,-53.495,0.202,1,1.39086e+07,2.50330e+03,7.830155,6.29498e+06,2.69751e+03,8.353902,1.06900e+07,5.63991e+03,7.189477,1.164425,-35.28,0.13,4913.13,,,5.50,15.876,4.5505808,52.4125497,HD 1384,1460,1.03,0.146,Act,4.312,,4.5,,,K,S,HD 1384,4.55058,52.41255
0.019118,4.4952876645100,-13.4556413084000,0.002,0.001,90,2423292879948720000,4.49706390709,0.0494,-13.45564186822,0.0318,37.1144,0.0519,401.216,0.128,-0.129,0.051,0,5.42443e+07,1.21701e+04,6.352480,2.94121e+07,3.35022e+04,6.680073,3.47194e+07,4.18342e+04,5.910489,0.769585,29.10,0.16,5948.75,0.1475,0.0620,1.17,1.541,4.4952931,-13.4556408,HD 1388,1444,0.59,0.161,Act,2.803,-4.965,0.0,18,5.94,K,S,HD 1388,4.49529,-13.45564
0.010103,4.6651445266900,22.8797293456000,0.001,0.001,0,2800601118337219200,4.66514511689,0.0367,22.87987036472,0.0463,8.4350,0.0500,0.126,0.071,32.753,0.076,0,3.31282e+07,5.59856e+03,6.887870,1.55624e+07,1.18878e+04,7.371198,2.44952e+07,2.92410e+04,6.289216,1.081982,19.52,0.13,5037.00,,,5.89,20.147,4.6651417,22.8797283,HD 1449,1495,0.885,0.131,Act,4.211,-5.205,4.18,,,K,S,HD 1449,4.66514,22.87973
0.004004,4.6744473809100,-8.0530016050400,0.002,0.001,90,2430102808294101760,4.67626447120,0.0473,-8.05362060781,0.0273,42.6090,0.0557,417.875,0.098,-143.768,0.054,0,5.74473e+07,1.42701e+04,6.290191,3.01990e+07,4.80731e+04,6.651405,3.78098e+07,6.44841e+04,5.817908,0.833497,-10.16,0.18,5764.50,0.2218,0.0885,1.12,1.251,4.6744469,-8.0530006,HD 1461,1499,0.68,0.159,Act,2.755,-5.008,0.36,,6.76,K,S,HD 1461,4.67445,-8.053
0.007132,4.8032907625300,13.5770019463000,0.003,0.002,90,2756048391783447424,4.80333386881,0.0779,13.57652041013,0.0900,12.6402,0.1352,9.732,0.199,-111.841,0.107,0,1.15262e+07,4.84390e+03,8.034147,6.15821e+06,5.08492e+03,8.377752,7.54563e+06,7.48546e+03,7.567681,0.810071,-7.52,0.19,5834.00,,,1.65,2.840,4.8032911,13.5770039,HD 1497,1541,0.657,0.186,Act,3.222,-4.858,0.88,22,4.07,K,S,HD 1497,4.80329,13.577
0.008628,4.8211099056500,14.0547559348000,0.002,0.002,90,2768172019308167296,4.82143885106,0.0599,14.05468297777,0.0687,5.2095,0.0753,74.113,0.134,-16.945,0.116,0,1.08063e+07,3.59052e+03,8.104169,5.00710e+06,4.37111e+03,8.602423,8.11047e+06,9.19689e+03,7.489306,1.113117,-9.81,0.17,4924.95,,,5.77,17.662,4.8211086,14.0547539,HD 1502,1547,0.92,0.146,Act,4.281,,4.01,,,K,S,HD 1502,4.82111,14.05475
0.005725,4.7731778095000,-9.9648526357000,0.002,0.001,90,2428162410789155328,4.77301784570,0.0475,-9.96615046811,0.0288,49.5123,0.0563,-36.593,0.126,-301.435,0.062,0,3.55128e+06,1.49852e+03,9.312404,1.20869e+06,1.72395e+03,10.145597,3.36126e+06,4.75739e+03,8.445664,1.699932,-11.10,0.35,4182.06,0.2360,0.1330,0.56,0.086,4.7731781,-9.9648542,HIP 1532,1532,1.318,0.838,Act,2.519,,-0.4,,,K,S,HIP 1532,4.77318,-9.96485
0.006633,5.1313288176500,30.9748059368000,0.001,0.001,90,2862328869351558272,5.13175483589,0.0411,30.97506109184,0.0398,11.2320,0.0471,84.836,0.076,59.262,0.063,0,2.35828e+07,4.39467e+03,7.256875,1.07429e+07,1.42365e+04,7.773581,1.78093e+07,2.50569e+04,6.635302,1.138279,9.93,0.17,4909.50,,,3.99,8.323,5.1313281,30.9748042,HD 1605,1640,0.961,0.126,Act,4.213,,3.55,,,K,S,HD 1605,5.13133,30.9748
