angDist,_RAJ2000,_DEJ2000,HD,RAJ2000,DEJ2000,Smin,Smax,SMW,logRmin,logRmax,logRMW,Age,e_Age,Teff,[Fe/H],GCS,Simbad,Ref,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.125988,71.90125,-16.934444,30495,04 47 36.3,-16 56 04,0.252,0.316,0.297,-4.589,-4.448,-4.485,1.6,1.25,5857,-0.02,GCS,Simbad,233455789aabf,71.9012156698000,-16.9344560909000,0.002,0.002,0,2980492387558410112,71.90180173769,0.0498,-16.93372662439,0.0542,75.5213,0.0795,130.217,0.103,169.425,0.117,0,1.43926e+08,1.99936e+05,5.293017,7.53694e+07,1.52967e+05,5.658400,9.19412e+07,2.05390e+05,4.853144,0.805256,21.72,0.14,5867.00,0.0397,0.0275,0.96,0.992
0.221192,75.204167,-5.753611,32147,05 00 49.0,-05 45 13,0.155,0.376,0.286,-5.492,-4.915,-5.069,6.72,4.74,4831,0.44,GCS,Simbad,24556aaf,75.2041630609000,-5.7536723172100,0.001,0.001,90,3211461469444773376,75.20654095340,0.0246,-5.75844504184,0.0231,113.0236,0.0324,549.481,0.050,-1108.460,0.046,0,8.46403e+07,4.84845e+04,5.869422,3.62831e+07,6.23892e+04,6.452127,6.66941e+07,5.51310e+04,5.201701,1.250426,21.38,0.14,4702.50,0.3110,0.1520,0.84,0.313
0.888130,77.83,-2.490556,33608,05 11 19.2,-02 29 26,0.197,0.388,0.214,-4.836,-4.289,-4.748,1.49,0.58,6575,0.22,GCS,Simbad,2557aa,77.8299008428000,-2.4907819394200,0.003,0.002,90,3214665240169427072,77.83024875149,0.0799,-2.49077545278,0.0605,26.7251,0.1020,80.728,0.202,1.507,0.151,0,9.27387e+07,5.86637e+04,5.770213,5.37518e+07,9.06091e+04,6.025405,5.43839e+07,1.38790e+05,5.423245,0.602160,34.23,0.21,6450.00,,,1.80,5.024
0.872489,85.334583,53.480833,37394,05 41 20.3,+53 28 51,0.355,0.496,0.453,-4.602,-4.427,-4.474,9.93,2.81,5218,0.03,GCS,Simbad,23356aa,85.3347322016000,53.4810585083000,0.001,0.001,90,263916708025623680,85.33475234190,0.0437,53.47880410723,0.0414,81.4300,0.0487,2.784,0.075,-523.602,0.072,0,7.66929e+07,5.18661e+04,5.976478,3.70521e+07,1.00487e+05,6.429356,5.46043e+07,1.14988e+05,5.418853,1.010502,1.07,0.18,5303.00,0.0665,0.0350,0.82,0.478
0.270863,129.79875,65.020833,72905,08 39 11.7,+65 01 15,0.306,0.429,0.367,-4.452,-4.258,-4.345,3.48,2.65,5886,-0.2,GCS,Simbad,25aaiijj,129.7987680270000,65.0209078537000,0.002,0.001,0,1092545710514654464,129.79849112846,0.0293,65.02128478783,0.0608,69.2004,0.0652,-27.158,0.058,87.546,0.112,0,1.21206e+08,9.68561e+04,5.479553,6.41557e+07,9.15775e+04,5.833300,7.78602e+07,1.53542e+05,5.033631,0.799669,-13.01,0.16,5839.33,0.0325,0.0255,0.98,0.996
0.704384,133.574583,-5.434444,76151,08 54 17.9,-05 26 04,0.185,0.296,0.246,-4.818,-4.499,-4.615,5.12,3.32,5787,0.03,GCS,Simbad,2557899aa,133.5747790870000,-5.4344573577200,0.001,0.001,0,5760701787150565888,133.57299049391,0.0370,-5.43432771287,0.0372,59.3469,0.0447,-413.548,0.071,30.112,0.084,0,8.76519e+07,5.76402e+04,5.831462,4.59725e+07,1.04277e+05,6.195142,5.73345e+07,1.52190e+05,5.365881,0.829261,32.04,0.18,5737.33,0.0510,0.0313,1.00,0.985
1.055858,137.212917,33.881944,78366,09 08 51.1,+33 52 55,0.216,0.283,0.248,-4.683,-4.498,-4.585,2.39,1.55,5988,-0.05,GCS,Simbad,235568aa,137.2127939280000,33.8822189220000,0.002,0.002,90,714116137767540096,137.21180051582,0.0643,33.88172483151,0.0483,52.5197,0.0801,-191.547,0.128,-114.757,0.106,0,9.06673e+07,4.38776e+04,5.794738,4.95112e+07,6.00739e+04,6.114629,5.76240e+07,4.59544e+04,5.360411,0.754219,26.02,0.15,5951.50,0.0780,0.0340,1.07,1.287
0.731277,153.62375,21.168056,88737,10 14 29.7,+21 10 05,0.169,0.317,0.234,-4.921,-4.416,-4.628,1.91,0.13,6274,0.29,GCS,Simbad,255aa,153.6239676940000,21.1680488038000,0.003,0.002,90,628852004626257152,153.62330129813,0.0875,21.16772363820,0.0851,18.5090,0.1375,-144.332,0.177,-75.522,0.161,0,8.39502e+07,6.75050e+04,5.878311,4.62571e+07,1.41455e+05,6.188442,5.23122e+07,9.29251e+04,5.465414,0.723028,16.89,0.22,6106.00,,,2.76,9.539
0.527166,155.544167,41.229444,89744,10 22 10.6,+41 13 46,0.126,0.179,0.137,-5.331,-4.854,-5.18,2.37,0.59,6262,0.3,GCS,Simbad,23556aaf,155.5440096100000,41.2295302084000,0.002,0.002,0,804739952015901056,155.54331934471,0.0606,41.22893542309,0.0661,25.8537,0.0716,-120.573,0.111,-138.144,0.131,0,1.09841e+08,8.59631e+04,5.586450,6.08686e+07,1.25571e+05,5.890406,6.68882e+07,9.66953e+04,5.198547,0.691859,-5.30,0.18,6238.75,,,2.16,6.376
0.939294,173.59125,3.06,100563,11 34 21.9,+03 03 36,0.178,0.254,0.202,-4.962,-4.592,-4.808,0.95,0.5,6512,0.08,GCS,Simbad,235567f,173.5914526000000,3.0601647626400,0.003,0.002,90,3800758057928927872,173.59066104766,0.0870,3.05972170615,0.0630,36.9527,0.0817,-183.582,0.223,-102.903,0.120,0,1.05510e+08,1.54979e+05,5.630135,6.06608e+07,1.83968e+05,5.894119,6.15087e+07,2.80721e+05,5.289578,0.604540,4.85,0.26,6461.00,0.1413,0.1060,1.38,2.990
0.903923,175.2625,34.201389,101501,11 41 03.0,+34 12 05,0.272,0.365,0.311,-4.606,-4.438,-4.528,6.41,4.66,5532,-0.07,GCS,Simbad,235568aa,175.2625663990000,34.2016340106000,0.003,0.003,90,4025850731201819392,175.26250264260,0.1189,34.19999250349,0.0921,104.3904,0.1287,-12.247,0.222,-381.257,0.183,0,1.74735e+08,3.67713e+05,5.082415,8.66285e+07,2.21199e+05,5.507237,1.15479e+08,5.12743e+05,4.605666,0.901571,-5.60,0.41,5573.67,0.0188,0.0090,0.86,0.643
0.969583,184.872917,28.156667,107213,12 19 29.5,+28 09 24,0.124,0.164,0.135,-5.545,-4.991,-5.312,2.02,0.49,6367,0.27,GCS,Simbad,255aa,184.8730248420000,28.1569189876000,0.001,0.001,0,4010179460691154816,184.87202585724,0.0360,28.15637913965,0.0314,20.9477,0.0486,-204.565,0.064,-125.385,0.071,0,6.01557e+07,1.54887e+04,6.240174,3.38571e+07,5.20594e+04,6.527263,3.65922e+07,6.64622e+04,5.853450,0.673813,-9.32,0.18,6296.00,,,1.94,5.314
0.764244,198.404167,56.708056,115043,13 13 37.0,+56 42 29,0.317,0.327,0.327,-4.44,-4.422,-4.422,3.82,2.59,5845,-0.16,GCS,Simbad,25,198.4042006240000,56.7082674862000,0.001,0.001,90,1566224665609504128,198.40507560578,0.0213,56.70818670542,0.0187,39.7005,0.0240,111.549,0.041,-18.763,0.037,0,4.15508e+07,1.00196e+04,6.641918,2.22593e+07,4.52153e+04,6.982612,2.67611e+07,6.69707e+04,6.193159,0.789453,-8.58,0.14,5885.25,0.0962,0.0482,0.98,1.035
0.375748,199.60125,-18.311111,115617,13 18 24.3,-18 18 40,0.143,0.285,0.162,-5.058,-4.561,-4.949,6.53,4.62,5628,0.07,GCS,Simbad,23355799aaf,199.6013112300000,-18.3111976887000,0.006,0.006,0,3507879565090229888,199.59645497699,0.1790,-18.31577448920,0.1834,117.5731,0.2379,-1070.808,0.391,-1063.001,0.395,0,3.05108e+08,1.13155e+06,4.477233,1.48084e+08,3.83338e+05,4.925118,1.91909e+08,6.55420e+05,4.054181,0.870936,-8.16,0.19,5915.33,0.1137,0.0563,0.89,0.865
1.130419,214.00375,-6.000278,124850,14 16 00.9,-06 00 01,0.165,0.218,0.21,-4.97,-4.692,-4.724,2.22,0.14,6297,0.08,GCS,Simbad,23355ff,214.0036092000000,-6.0005590540300,0.013,0.010,90,3640828731549668608,214.00350279033,0.3887,-6.00233337317,0.3419,45.4888,0.4256,-24.579,0.834,-412.096,0.668,0,5.30609e+08,5.25160e+06,3.876429,2.81609e+08,5.91121e+05,4.227272,3.09999e+08,1.69432e+06,3.533520,0.693752,12.51,0.27,6168.00,,,2.76,9.965
0.680920,215.81375,1.241389,126053,14 23 15.3,+01 14 29,0.159,0.231,0.165,-4.943,-4.652,-4.91,4.32,2.87,5728,-0.33,GCS,Simbad,255689aajj,215.8136864730000,1.2415671623900,0.001,0.001,90,3654496279558010624,215.81464917684,0.0354,1.23950774557,0.0292,57.3445,0.0362,223.547,0.079,-478.325,0.064,0,6.99510e+07,3.52245e+04,6.076381,3.67752e+07,9.83515e+04,6.437501,4.57358e+07,1.47493e+05,5.611280,0.826222,-19.27,0.21,5715.50,0.0590,0.0275,0.94,0.843
0.219531,236.610833,7.353056,141004,15 46 26.6,+07 21 11,0.094,0.186,0.155,-6.072,-4.802,-4.968,6.4,0.72,5978,0.07,GCS,Simbad,23355689aafjj,236.6108934550000,7.3530671242900,0.007,0.006,0,4430238051199001216,236.60992054837,0.2079,7.35276839028,0.1961,84.6121,0.2559,-224.107,0.400,-69.384,0.468,0,3.92311e+08,1.62300e+06,4.204289,2.02292e+08,5.84484e+05,4.586442,2.40424e+08,1.62019e+06,3.809477,0.776965,-66.41,0.15,6017.00,0.3233,0.1538,1.35,2.139
0.354137,256.32,0.7025,154417,17 05 16.8,+00 42 09,0.217,0.304,0.269,-4.68,-4.446,-4.526,1.75,1.22,6064,-0.05,GCS,Simbad,233556aafi,256.3200776230000,0.7025604365880,0.002,0.001,90,4381502851133968128,256.32000427791,0.0550,0.70112177795,0.0406,48.3994,0.0641,-17.034,0.125,-334.144,0.082,0,8.62981e+07,4.43189e+04,5.848363,4.74116e+07,5.98073e+04,6.161676,5.43710e+07,4.55303e+04,5.423502,0.738174,-16.84,0.16,6021.00,0.1007,0.0453,1.10,1.438
0.516487,259.055833,-26.546111,156026,17 16 13.4,-26 32 46,0.506,1.208,0.77,-4.895,-4.473,-4.686,7.03,4.73,4452,-0.28,GCS,Simbad,23455799aafjj,259.0556780730000,-26.5461480810000,0.002,0.001,90,4109034455276324608,259.05336857342,0.0561,-26.55098988911,0.0437,168.0689,0.0758,-479.850,0.101,-1124.545,0.068,0,8.44587e+07,5.67509e+04,5.871755,3.30311e+07,7.21102e+04,6.554081,6.98998e+07,5.27300e+05,5.150731,1.403350,-0.04,0.22,4479.53,0.1660,0.1192,0.65,0.153
0.346467,263.345,19.256667,159332,17 33 22.8,+19 15 24,0.138,0.147,0.144,-5.266,-5.15,-5.185,2.68,0.59,6293,-0.03,GCS,Simbad,255,263.3451014360000,19.2566765991000,0.002,0.002,0,4553915070463303168,263.34497089353,0.0582,19.25628578102,0.0707,25.8676,0.0777,-28.623,0.130,-90.771,0.143,0,1.18615e+08,1.16653e+05,5.503015,6.65328e+07,1.47260e+05,5.793798,7.12990e+07,2.46119e+05,5.129211,0.664587,-57.22,0.17,6274.50,,,2.22,6.874
1.014294,272.405833,38.4575,166620,18 09 37.4,+38 27 27,0.15,0.265,0.19,-5.213,-4.823,-5.035,6.76,4.64,5072,-0.08,GCS,Simbad,23556aaejj,272.4059011710000,38.4577766449000,0.001,0.001,0,4610177733290768896,272.40416089179,0.0153,38.45576079260,0.0199,90.1264,0.0200,-316.520,0.032,-468.214,0.040,0,6.76536e+07,2.07166e+04,6.112638,3.14330e+07,7.24409e+04,6.607923,4.98534e+07,6.75740e+04,5.517683,1.090240,-19.36,0.17,5007.00,0.1010,0.0587,0.80,0.363
0.749214,284.59875,6.239722,176095,18 58 23.7,+06 14 23,0.184,0.21,0.202,-4.904,-4.758,-4.798,1.88,0.38,6465,0.08,GCS,Simbad,255,284.5987702650000,6.2399291376100,0.001,0.001,90,4282626038191613440,284.59872815380,0.0281,6.23946891096,0.0268,18.1372,0.0299,-9.723,0.064,-106.891,0.056,0,6.94299e+07,2.38589e+04,6.084499,3.95874e+07,5.17358e+04,6.357495,4.14251e+07,1.05829e+05,5.718760,0.638735,-3.98,0.29,6318.25,1.3832,0.6780,2.39,8.179
0.800220,290.701667,9.913056,182101,19 22 48.4,+09 54 47,0.204,0.222,0.216,-4.808,-4.72,-4.747,2.56,0.68,6464,-0.26,GCS,Simbad,255,290.7014623970000,9.9131497445000,0.001,0.001,90,4308654978827295360,290.70149843292,0.0306,9.91361154631,0.0257,27.5312,0.0406,8.245,0.062,107.258,0.050,0,6.13575e+07,1.66353e+04,6.218696,3.55292e+07,3.65289e+04,6.474926,3.64404e+07,5.14004e+04,5.857963,0.616962,-11.93,0.19,6344.00,0.2050,0.1115,1.47,3.136
0.741260,301.025833,17.07,190406,20 04 06.2,+17 04 12,0.174,0.224,0.194,-4.859,-4.661,-4.768,5.8,4.05,5910,-0.04,GCS,Simbad,233556789aajj,301.0259204430000,17.0701881747000,0.001,0.001,90,1821708351374312064,301.02417473954,0.0394,17.06838181175,0.0418,56.4256,0.0690,-387.590,0.083,-419.542,0.082,0,1.05605e+08,7.76309e+04,5.629154,5.70568e+07,4.51167e+04,5.960620,6.71266e+07,7.18973e+04,5.194683,0.765937,5.19,0.13,5956.50,0.0780,0.0380,1.07,1.298
1.047032,305.718333,14.550833,194012,20 22 52.4,+14 33 03,0.169,0.222,0.198,-4.968,-4.686,-4.792,1.59,1.12,6301,-0.17,GCS,Simbad,23556,305.7182055380000,14.5510963783000,0.001,0.001,90,1805044913356835328,305.71855650279,0.0231,14.55106684129,0.0246,38.4843,0.0323,78.900,0.047,-6.860,0.044,0,7.35721e+07,2.57918e+04,6.021583,4.17901e+07,4.86455e+04,6.298705,4.48242e+07,7.03549e+04,5.633138,0.665566,4.81,0.18,6224.00,0.0785,0.0377,1.19,1.928
1.072665,326.130417,14.771667,206860,21 44 31.3,+14 46 18,0.282,0.346,0.33,-4.5,-4.375,-4.403,3.23,2.46,5946,-0.15,GCS,Simbad,2355679aa,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149
0.784555,328.124583,28.793333,207978,21 52 29.9,+28 47 36,0.149,0.17,0.152,-5.315,-5.049,-5.266,3.58,0.72,6439,-0.51,GCS,Simbad,255aabf,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807
0.829809,344.366667,20.768611,217014,22 57 28.0,+20 46 07,0.108,0.194,0.149,-5.411,-4.784,-5.006,7.24,2.14,5814,0.2,GCS,Simbad,23355679aa,344.3665850700000,20.7688284002000,0.003,0.003,90,2835207319109249920,344.36753993246,0.0919,20.76909575220,0.1029,64.6488,0.1232,207.363,0.207,62.094,0.166,1,1.48918e+08,2.73444e+05,5.255996,7.69863e+07,1.03736e+05,5.635354,9.49379e+07,4.55230e+05,4.818321,0.817033,-33.24,0.43,5830.00,0.1990,0.0757,1.16,1.403
0.459544,1.653333,29.021389,166,00 06 36.8,+29 01 17,0.379,0.503,,-4.458,-4.31,,6.64,4.7,5452,0.01,GCS,Simbad,33556aa,1.6532670598400,29.0215028861000,0.001,0.001,90,2860924621205256704,1.65513854048,0.0368,29.02073835347,0.0237,72.5764,0.0498,380.092,0.060,-177.573,0.037,0,8.53046e+07,5.09635e+04,5.860935,4.30828e+07,9.90128e+04,6.265629,5.79683e+07,1.38214e+05,5.353943,0.911686,-6.59,0.13,5551.50,0.0250,0.0115,0.87,0.651
0.798248,2.170417,36.626944,400,00 08 40.9,+36 37 37,0.151,0.193,,-5.107,-4.809,,4.13,0.81,6241,-0.21,GCS,Simbad,355aa,2.1705771200700,36.6271247039000,0.001,0.001,90,2877522230262577024,2.16996515244,0.0377,36.62658952719,0.0223,30.6749,0.0522,-114.069,0.056,-124.300,0.034,0,7.05987e+07,2.11294e+04,6.066373,3.98594e+07,4.75069e+04,6.350061,4.31720e+07,5.95584e+04,5.673915,0.676146,-15.10,0.15,6221.50,0.3705,0.1855,1.47,2.912
0.557825,3.378333,41.035278,905,00 13 30.8,+41 02 07,0.173,0.267,,-5.337,-4.598,,1.2,0.28,6921,-0.2,GCS,Simbad,3f,3.3784984291300,41.0353698633000,0.002,0.001,90,383275940831929728,3.37779469872,0.0681,41.03474039084,0.0430,26.8161,0.0858,-123.289,0.114,-146.201,0.064,0,1.08179e+08,1.05878e+05,5.603004,6.59821e+07,1.36921e+05,5.802822,5.90620e+07,8.55967e+04,5.333650,0.469172,-27.23,0.43,7037.66,0.6090,0.2927,1.63,5.844
0.343695,5.017917,-64.874722,1581,00 20 04.3,-64 52 29,0.126,0.187,,-5.261,-4.801,,3.37,1.73,5999,-0.24,GCS,Simbad,33799,5.0178210513700,-64.8748083422000,0.017,0.013,90,4900108950847893376,5.03504984148,0.4496,-64.86977867723,0.3170,117.1679,0.3304,1699.008,1.117,1168.391,0.861,1,4.79159e+08,3.57639e+06,3.987166,2.42241e+08,1.05545e+06,4.390770,2.83457e+08,1.30660e+06,3.630701,0.760069,9.37,0.23,6028.33,0.0923,0.0480,1.07,1.362
0.369025,5.280417,37.968611,1671,00 21 07.3,+37 58 07,0.206,0.223,,-4.797,-4.715,,1.37,0.19,6596,0.14,GCS,Simbad,335,5.2802873195900,37.9686035153000,0.003,0.002,90,378821548641870336,5.28060189848,0.1020,37.96843827892,0.0961,20.1874,0.1179,57.599,0.176,-38.378,0.139,0,1.88836e+08,2.45087e+05,4.998152,1.06498e+08,1.02688e+05,5.283039,1.08058e+08,3.22681e+05,4.677780,0.605259,,,6471.00,,,3.37,17.928
0.925079,10.618333,-65.467778,4089,00 42 28.4,-65 28 04,0.175,0.175,,-4.925,-4.925,,2.08,0.22,6365,0.11,GCS,Simbad,3,10.6182160964000,-65.4680303405000,0.003,0.002,90,4707315118836465152,10.61877018050,0.0944,-65.46785228439,0.0711,24.0481,0.0998,53.432,0.168,41.355,0.143,1,1.52942e+08,1.94983e+05,5.227052,8.48267e+07,1.40835e+05,5.530057,9.11861e+07,1.23854e+05,4.862098,0.667960,0.70,5.75,6293.00,,,2.69,10.252
0.607698,12.531667,-10.644167,4813,00 50 07.6,-10 38 39,0.146,0.183,,-5.139,-4.854,,1.33,1.04,6245,-0.13,GCS,Simbad,36aaf,12.5316191217000,-10.6443291142000,0.006,0.003,90,2473608009504466688,12.53062157845,0.1435,-10.64531728525,0.0933,62.9723,0.1614,-227.699,0.396,-229.508,0.206,0,1.89191e+08,3.48734e+05,4.996117,1.03588e+08,1.22339e+05,5.313119,1.12700e+08,1.41337e+05,4.632107,0.681012,8.23,0.17,6222.00,0.1140,0.0560,1.17,1.852
0.302892,13.2675,61.123889,5015,00 53 04.2,+61 07 26,0.144,0.155,,-5.106,-5.01,,3.54,0.64,6201,0.12,GCS,Simbad,355,13.2674828544000,61.1239727284000,0.003,0.003,0,427322415301550208,13.26687644100,0.0885,61.12470154634,0.0964,53.1896,0.1273,-68.016,0.166,169.274,0.171,0,2.74606e+08,5.46055e+05,4.591589,1.45409e+08,2.02383e+05,4.944913,1.64702e+08,3.80965e+05,4.220173,0.724740,20.81,0.15,6105.00,0.8085,0.4252,1.74,3.778
0.237449,18.79625,-45.531667,7570,01 15 11.1,-45 31 54,0.151,0.177,,-5.021,-4.854,,4.13,2.62,6102,0.08,GCS,Simbad,379h,18.7963441220000,-45.5316687865000,0.005,0.004,0,4934923028038380032,18.80042699226,0.1554,-45.53089789532,0.1650,65.8894,0.1803,664.276,0.274,179.060,0.304,1,2.34325e+08,6.82540e+05,4.763820,1.23423e+08,1.60252e+05,5.122900,1.39893e+08,3.21371e+05,4.397431,0.725469,11.82,0.15,6083.50,0.1892,0.1067,1.31,2.102
0.697572,21.56375,19.172222,8723,01 26 15.3,+19 10 20,0.177,0.277,,-5.157,-4.552,,0.92,0.68,6817,-0.18,GCS,Simbad,35f,21.5635945987000,19.1723484982000,0.004,0.003,90,2786203082290674048,21.56347582546,0.1282,19.17239600706,0.1020,39.0724,0.1494,-26.056,0.243,11.034,0.223,1,1.54921e+08,3.18615e+05,5.213090,9.06196e+07,3.67615e+05,5.458333,8.71434e+07,4.18691e+05,4.911334,0.546999,-2.15,0.71,6621.33,0.2943,0.1682,1.51,3.925
0.817714,24.199167,41.405278,9826,01 36 47.8,+41 24 19,0.153,0.197,,-5.039,-4.77,,3.09,0.14,6235,0.13,GCS,Simbad,335aac,24.1993421325000,41.4054633075000,0.008,0.008,0,348020448377061376,24.19835336681,0.2815,41.40381472417,0.2832,74.5711,0.3491,-172.248,0.522,-382.898,0.543,0,5.19949e+08,3.09061e+06,3.898463,2.74813e+08,5.81112e+05,4.253797,3.05842e+08,1.38582e+06,3.548178,0.705619,-28.39,0.19,6105.00,,,1.71,3.640
0.719192,39.244167,-34.577778,16417,02 36 58.6,-34 34 40,0.143,0.161,,-5.046,-4.935,,7.52,0.55,5816,0.15,GCS,Simbad,37aah,39.2441997193000,-34.5779759508000,0.001,0.001,0,5062172841616745856,39.24410293879,0.0316,-34.57909053231,0.0399,39.3512,0.0543,-18.507,0.065,-258.869,0.089,0,1.09042e+08,7.65371e+04,5.594381,5.73046e+07,6.13374e+04,5.955915,7.09710e+07,2.58928e+05,5.134217,0.821697,11.15,0.14,5817.00,,,1.64,2.774
0.439235,41.05,49.228333,16895,02 44 12.0,+49 13 42,0.151,0.246,,-5.129,-4.601,,1.85,0.63,6316,-0.07,GCS,Simbad,35aa,41.0499506197000,49.2284506710000,0.011,0.008,90,438829629113960704,41.05215123914,0.2869,49.22806439016,0.2190,89.6955,0.3006,333.779,0.726,-89.722,0.525,0,5.23198e+08,1.94196e+06,3.891701,2.70034e+08,1.73429e+06,4.272840,2.95782e+08,1.14782e+06,3.584489,0.688351,25.09,0.66,6282.50,0.2280,0.1140,1.34,2.521
0.472610,43.29875,16.483333,17918,02 53 11.7,+16 29 00,0.168,0.168,,-5.046,-5.046,,0.98,0.09,6535,0.08,GCS,Simbad,3,43.2987288529000,16.4834627049000,0.003,0.003,90,35003163124358784,43.29901561563,0.0884,16.48319033181,0.0748,8.5255,0.1081,63.866,0.215,-63.261,0.195,0,6.35697e+07,4.23505e+04,6.180241,3.67360e+07,1.15284e+05,6.438658,3.75373e+07,1.58166e+05,5.825763,0.612895,17.11,2.78,6461.70,,,4.64,33.841
0.529555,44.521667,20.668611,18404,02 58 05.2,+20 40 07,0.204,0.217,,-4.831,-4.761,,1.31,0.27,6658,0.09,GCS,Simbad,35f,44.5217554919000,20.6687325843000,0.002,0.002,90,108421608959951488,44.52283212162,0.0742,20.66859784984,0.0616,30.6237,0.0906,233.962,0.150,-31.294,0.132,0,1.00816e+08,9.39025e+04,5.679542,5.92443e+07,2.26861e+05,5.919773,5.76201e+07,1.36405e+05,5.360486,0.559287,28.13,0.40,6649.33,0.4480,0.2140,1.54,4.158
0.816758,47.266667,49.613056,19373,03 09 04.0,+49 36 47,0.149,0.183,,-5.014,-4.816,,4.57,2.43,6044,0.17,GCS,Simbad,356aajj,47.2667507201000,49.6132762966000,0.010,0.010,0,436648129326142336,47.27513451169,0.2218,49.61288637135,0.2308,95.1587,0.3021,1261.678,0.629,-90.634,0.630,0,5.61349e+08,1.94030e+06,3.815284,2.82033e+08,6.80818e+05,4.225637,3.33586e+08,7.72363e+05,3.453899,0.771738,49.91,0.20,6005.25,0.4540,0.2260,1.44,2.421
0.585431,49.982083,-43.069722,20794,03 19 55.7,-43 04 11,0.154,0.169,,-4.997,-4.921,,7.57,4.18,5513,-0.27,GCS,Simbad,3799f,49.9818863915000,-43.0697982659000,0.010,0.008,0,4847957293277762560,49.99976659210,0.2019,-43.06665326558,0.2112,166.5610,0.2348,3033.728,0.505,730.775,0.621,1,4.81712e+08,1.63538e+06,3.981397,2.25194e+08,5.85036e+05,4.469997,3.04466e+08,1.36709e+06,3.553075,0.916922,87.90,0.43,5751.00,0.1237,0.0490,0.83,0.687
0.153872,56.712083,-23.249722,23754,03 46 50.9,-23 14 59,0.139,0.192,,-5.736,-4.908,,1.36,0.2,6685,0.16,GCS,Simbad,337f,56.7120364844000,-23.2497214163000,0.021,0.013,90,5087043652900059520,56.71128095799,0.6960,-23.25200342799,0.5103,56.6965,0.4873,-161.226,1.363,-530.012,0.859,1,4.54738e+08,2.16071e+06,4.043963,2.52923e+08,3.25834e+05,4.343919,2.51281e+08,9.65418e+05,3.761522,0.582398,7.19,0.29,6583.67,0.8370,0.4525,1.80,5.471
0.579577,61.334583,22.008889,25680,04 05 20.3,+22 00 32,0.253,0.376,,-4.591,-4.354,,3.32,1.96,5837,0.0,GCS,Simbad,356aae,61.3344101515000,22.0089044316000,0.002,0.001,90,53112944270520832,61.33520829696,0.0674,22.00834244995,0.0308,59.1895,0.0713,171.867,0.129,-130.525,0.076,0,9.51495e+07,6.60249e+04,5.742350,5.08973e+07,8.02920e+04,6.084651,6.19829e+07,9.05705e+04,5.281241,0.803410,24.11,0.13,5843.00,0.0743,0.0405,1.01,1.069
0.262972,62.834583,5.523056,26462,04 11 20.3,+05 31 23,0.176,0.176,,-5.204,-5.204,,1.19,0.14,6878,-0.05,GCS,Simbad,3,62.8345097165000,5.5230520933900,0.002,0.001,90,3284773915487855488,62.83514927156,0.0662,5.52308146716,0.0354,26.6636,0.0791,147.852,0.157,6.822,0.082,0,1.07828e+08,8.80489e+04,5.606534,6.53641e+07,8.86562e+04,5.813039,5.92256e+07,1.34687e+05,5.330646,0.482393,,,6898.00,0.6765,0.3220,1.70,5.878
0.553307,63.942917,15.400556,26911,04 15 46.3,+15 24 02,0.16,0.319,,-5.302,-4.428,,1.04,0.28,6765,0.17,GCS,Simbad,35,63.9428517196000,15.4006962199000,0.002,0.001,90,3312136499294830848,63.94336824264,0.0597,15.40060340644,0.0309,21.3157,0.0510,115.659,0.135,-21.557,0.078,0,6.22491e+07,2.52048e+04,6.203033,3.71193e+07,6.62969e+04,6.427390,3.53833e+07,5.50367e+04,5.889924,0.537466,41.05,0.55,6711.00,0.7510,0.3860,1.70,5.300
0.706090,65.054167,19.233333,27406,04 20 13.0,+19 14 00,0.288,0.362,,-4.479,-4.335,,1.68,1.3,6201,0.1,GCS,Simbad,355,65.0540278696000,19.2334786457000,0.003,0.002,90,48203487411427456,65.05455009342,0.0860,19.23332589282,0.0348,21.5992,0.1074,114.521,0.199,-35.478,0.111,0,2.24200e+07,4.71358e+03,7.311776,1.24582e+07,7.95012e+03,7.612746,1.40605e+07,1.36965e+04,6.891918,0.720828,38.36,0.16,6064.00,0.2010,0.1075,1.24,1.873
