angDist,_RAJ2000,_DEJ2000,SimbadName,B-V,VMAG,GSVal,log(R'HK),l_log(Age),log(Age),Svalues,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.003122,62.396001,69.541392,HIP 19422,0.952,6.37,0.284,,,,Svalues,62.396,69.5414,62.3959994205000,69.5413913311000,0.001,0.001,0,493935296471302784,62.39689991803,0.0234,69.54010601072,0.0293,53.2840,0.0347,73.104,0.046,-298.530,0.056,0,2.03542e+07,3.89355e+03,7.416729,9.29367e+06,8.49339e+03,7.930920,1.54081e+07,1.84864e+04,6.792545,1.138375,-13.58,0.14,4918.07,0.1970,0.1090,0.78,0.319
0.020871,62.4119,31.652127,HIP 19428,0.55,3.88,0.147,-5.03,,9.8,Svalues,62.4119,31.6521,62.4119008687000,31.6521327501000,0.001,0.001,90,169149766470219520,62.41222545974,0.0390,31.65243456620,0.0171,24.4134,0.0452,64.175,0.084,70.099,0.044,0,3.78674e+07,5.66504e+03,6.742701,2.10914e+07,1.78641e+04,7.041125,2.35773e+07,4.21383e+04,6.330685,0.710440,13.20,0.13,6128.33,0.0780,0.0413,1.39,2.472
0.040440,63.613567,12.435324,HIP 19786,0.64,4.78,0.314,-4.48,,8.9,Svalues,63.6136,12.4353,63.6135606314000,12.4353146455000,0.003,0.002,90,3304412601908736512,63.61406676319,0.0790,12.43525831852,0.0358,21.1305,0.0748,114.795,0.224,-13.082,0.107,0,1.33037e+07,1.09295e+04,7.878437,7.11995e+06,1.58289e+04,8.220196,8.69280e+06,1.30622e+04,7.414021,0.806175,38.32,0.22,5827.70,0.0620,0.0323,1.06,1.173
0.036736,63.626238,3.022058,HIP 19788,0.943,6.17,0.208,,,,Svalues,63.6262,3.0221,63.6262468414000,3.0220528837900,0.001,0.001,90,3259401379007760640,63.62672017234,0.0417,3.02321304248,0.0263,31.8751,0.0502,109.782,0.092,269.456,0.056,0,7.58262e+06,1.62724e+03,8.488818,3.42104e+06,4.43893e+03,9.015993,5.80772e+06,1.07668e+04,7.851906,1.164087,56.53,0.17,4974.00,0.1930,0.0960,0.77,0.327
0.011817,63.818001,-7.652871,HIP 19849,0.82,5.92,0.196,-4.9,,9.6,Svalues,63.818,-7.6529,63.8179987150000,-7.6528733763000,0.007,0.006,90,3195919528988725120,63.80826664930,0.3363,-7.66760265960,0.2160,198.5657,0.5101,-2240.519,0.452,-3421.429,0.356,1,4.29066e+08,1.46034e+06,4.107055,1.93763e+08,5.36551e+05,4.633211,2.90960e+08,8.16041e+05,3.602336,1.030875,-42.62,0.42,5196.00,0.1603,0.0820,0.83,0.457
0.520533,64.068724,7.159467,HIP 19911,0.661,4.79,0.247,-4.65,,9.2,Svalues,64.0687,7.1595,64.0688423249000,7.1593825979000,0.013,0.009,90,3297396274614449920,64.06836278985,0.3538,7.15921993984,0.3034,25.6175,0.4611,-110.508,0.833,-37.779,0.590,0,2.21350e+07,4.42013e+03,7.325669,1.16688e+07,1.45171e+04,7.683823,1.46722e+07,2.58169e+04,6.845680,0.838143,-16.96,0.62,5731.67,0.1970,0.0970,1.17,1.336
0.014968,64.987826,-4.438758,HIP 20218,0.65,5.05,0.25,-4.64,,9.18,Svalues,64.9878,-4.4388,64.9878237648000,-4.4387615100600,0.001,0.001,90,3203761005400205824,64.98756610309,0.0317,-4.43891767515,0.0197,26.9751,0.0459,-59.665,0.065,-36.271,0.034,1,1.61418e+07,3.60267e+03,7.668486,8.52765e+06,8.67045e+03,8.024315,1.06356e+07,1.35297e+04,7.195018,0.829297,18.27,0.14,5779.33,0.0510,0.0273,0.93,0.876
0.010209,66.349031,-35.675568,HIP 20638,0.629,4.69,0.162,-4.97,,9.71,Svalues,66.349,-35.6756,66.3490276216000,-35.6755672858000,0.001,0.001,0,4869186698146712320,66.34930792797,0.0232,-35.67584760440,0.0287,22.7781,0.0316,52.886,0.047,-65.106,0.057,0,1.66818e+07,4.21381e+03,7.632756,8.92460e+06,1.48094e+04,7.974917,1.08570e+07,2.13668e+04,7.172648,0.802268,18.22,0.15,5821.75,0.1550,0.0770,1.11,1.266
0.013416,66.852939,46.853154,HIP 20800,0.711,4.35,0.151,-5.07,,9.85,Svalues,66.8529,46.8532,66.8529335824000,46.8531535978000,0.001,0.001,90,257134507991047936,66.85344722388,0.0397,46.85185226977,0.0234,33.0288,0.0417,81.584,0.071,-302.244,0.035,0,4.50542e+07,6.33246e+03,6.554029,2.36812e+07,1.37132e+04,6.915380,2.96457e+07,3.00918e+04,6.082017,0.833363,34.85,0.12,5843.67,0.3047,0.1260,1.24,1.625
0.116813,66.860844,-29.196639,HIP 20802,0.752,2.76,0.156,-5.05,,9.82,Svalues,66.8608,-29.1966,66.8608624328000,-29.1966671772000,0.005,0.005,90,4891193148499627520,66.86103838124,0.1525,-29.19615865447,0.1496,10.7887,0.1821,35.673,0.333,118.108,0.318,0,1.82225e+07,3.30471e+03,7.536845,9.11768e+06,1.04387e+04,7.951677,1.27545e+07,1.45381e+04,6.997762,0.953915,27.53,0.28,5356.14,,,2.94,6.427
0.004308,66.941978,11.73642,HIP 20826,0.56,4.12,0.29,-4.48,,8.88,Svalues,66.942,11.7364,66.9419773433000,11.7364189907000,0.001,0.001,90,3306922958753764992,66.94246144056,0.0325,11.73636548611,0.0217,22.0226,0.0380,110.085,0.072,-12.427,0.048,0,2.15143e+07,1.42957e+04,7.356545,1.18807e+07,1.99632e+04,7.664281,1.34577e+07,2.51702e+04,6.939491,0.724791,39.09,0.18,6096.78,0.0765,0.0130,1.18,1.727
0.031635,67.201235,17.285464,HIP 20899,0.609,4.45,0.314,-4.46,,8.84,Svalues,67.2012,17.2855,67.2012429873000,17.2854683654000,0.002,0.001,90,3314109916508904064,67.20173342003,0.0454,17.28534582785,0.0215,21.4310,0.0470,108.762,0.099,-28.460,0.061,0,1.58858e+07,1.27986e+04,7.685845,8.59435e+06,2.60972e+04,8.015856,1.01843e+07,2.13145e+04,7.242095,0.773761,39.03,0.15,5903.50,0.0753,0.0430,1.11,1.357
0.019885,67.250521,21.922702,HIP 20917,1.363,8.0,1.534,,,,Svalues,67.2505,21.9227,67.2505155736000,21.9226997265000,0.002,0.001,90,145421309108301184,67.25020492181,0.0451,21.92345104735,0.0254,88.9622,0.0494,-66.934,0.109,174.500,0.076,0,1.56801e+07,5.63826e+03,7.699996,5.19774e+06,5.83132e+03,8.561852,1.51051e+07,1.83402e+04,6.814113,1.747738,-35.68,0.12,4154.96,0.8035,0.3925,0.67,0.119
0.093639,67.583569,28.131889,HIP 21010,0.722,3.52,0.142,-5.14,,9.95,Svalues,67.5836,28.1319,67.5835779067000,28.1318642033000,0.001,0.001,90,152668843080781184,67.58427368438,0.0385,28.13207761554,0.0293,24.6421,0.0412,142.509,0.095,49.566,0.076,1,5.54957e+07,1.47975e+04,6.327718,2.84238e+07,6.48105e+04,6.717184,3.76348e+07,1.38601e+05,5.822946,0.894239,20.66,0.15,5621.67,,,2.01,3.650
0.012501,68.032948,21.632358,HIP 21158,0.641,4.12,0.155,-5.03,,9.79,Svalues,68.0329,21.6324,68.0329446597000,21.6323564453000,0.002,0.001,90,144978858756826368,68.03293835498,0.0418,21.63234229966,0.0235,25.5983,0.0401,-1.361,0.099,-3.285,0.075,0,3.20827e+07,5.90327e+03,6.922690,1.73146e+07,1.31171e+04,7.255355,2.06769e+07,1.74665e+04,6.473208,0.782148,6.77,0.14,5879.25,0.3113,0.1663,1.34,1.923
0.045104,68.45999,5.385019,HIP 21272,0.779,5.78,0.235,-4.76,,9.37,Svalues,68.46,5.385,68.4599955046000,5.3850302668000,0.001,0.001,90,3282511876472022656,68.45961608494,0.0364,5.38384666732,0.0197,36.0384,0.0448,-87.734,0.076,-274.901,0.043,1,1.55126e+07,2.63642e+03,7.711652,7.74060e+06,4.17886e+03,8.129452,1.08782e+07,9.70138e+03,7.170528,0.958924,-46.36,0.12,5391.67,0.0250,0.0120,0.80,0.488
0.662087,68.476116,64.633236,HIP 21276,0.759,5.55,0.478,-4.34,,8.2,Svalues,68.4761,64.6332,68.4760091035000,64.6334141202000,0.010,0.005,0,476247246758218112,68.47534089115,0.1541,64.63335771621,0.1773,39.5161,0.2439,-66.488,0.335,-13.101,0.627,0,1.84671e+07,8.30222e+03,7.522368,9.08958e+06,1.45322e+04,7.955029,1.31814e+07,2.01213e+04,6.962020,0.993009,4.02,1.84,5270.33,0.0367,0.0258,0.84,0.491
0.039927,69.025876,55.412251,HIP 21433,0.902,5.99,0.159,,,,Svalues,69.0259,55.4123,69.0258936107000,55.4122461974000,0.003,0.003,90,277131944439543680,69.03000982462,0.1406,55.41094363990,0.1090,29.3479,0.1572,542.692,0.217,-302.539,0.189,0,1.11946e+07,3.01669e+03,8.065842,5.26336e+06,6.30046e+03,8.548231,8.26905e+06,1.18708e+04,7.468281,1.079950,46.19,1.83,5016.86,0.3015,0.1525,0.99,0.565
0.003473,69.058151,21.536545,HIP 21436,0.685,4.94,0.18,-4.9,,9.59,Svalues,69.0582,21.5365,69.0581518431000,21.5365444382000,0.002,0.001,90,144786577364287104,69.05823410271,0.0649,21.53636356816,0.0349,29.5376,0.0649,17.772,0.155,-42.009,0.081,0,2.04708e+07,5.49104e+03,7.410527,1.07574e+07,1.56150e+04,7.772118,1.35350e+07,3.75483e+04,6.933278,0.838840,-6.52,0.15,5776.67,0.0450,0.0270,0.96,0.927
0.004905,69.420547,52.893614,HIP 21553,1.423,8.58,1.705,,,,Svalues,69.4205,52.8936,69.4205447608000,52.8936141785000,0.003,0.002,90,272855565762295680,69.42271403538,0.1291,52.89156892007,0.0742,100.7797,0.0640,303.960,0.200,-475.032,0.130,1,1.24608e+07,7.30636e+03,7.949504,3.99287e+06,6.23620e+03,8.848175,1.22321e+07,2.55100e+04,7.043171,1.805004,33.75,0.15,4046.52,0.3403,0.1700,0.57,0.079
0.920353,69.420547,52.893614,HIP 21553,1.423,8.58,1.705,,,,Svalues,69.4205,52.8936,69.4208207887000,52.8934188703000,0.015,0.010,90,272855565763014272,69.42082078872,15.2889,52.89341887035,10.4128,,,,,,,0,2.47750e+02,3.04922e+00,19.703333,,,,,,,,,,,,,,
0.022825,69.424444,-11.038875,HIP 21556,1.505,10.12,0.677,,,,Svalues,69.4244,-11.0389,69.4244410576000,-11.0388806445000,0.001,0.000,90,3184351876391975808,69.42344532147,0.0191,-11.03972499106,0.0139,89.1708,0.0313,-226.991,0.040,-196.108,0.029,1,3.26932e+06,1.10624e+03,9.402222,7.96795e+05,8.03764e+02,10.598022,3.68643e+06,2.18696e+03,8.345406,2.252616,-7.13,0.23,3914.49,0.0490,0.0323,,
0.205040,69.738811,14.105579,HIP 21654,0.655,4.55,0.284,-4.55,,9.05,Svalues,69.7388,14.1056,69.7388663642000,14.1055600051000,0.005,0.003,90,3309170875916905856,69.73924477314,0.1766,14.10547993425,0.1201,22.1183,0.1977,85.239,0.297,-18.597,0.187,1,1.43569e+07,3.60215e+03,7.795711,7.65635e+06,5.11503e+03,8.141334,9.42792e+06,1.07288e+04,7.325880,0.815454,41.96,0.21,5857.67,0.1053,0.0595,1.04,1.154
0.009913,69.902103,13.123099,HIP 21703,0.83,5.16,0.155,-5.07,,9.86,Svalues,69.9021,13.1231,69.9021033750000,13.1230962706000,0.002,0.001,90,3308216770405335296,69.90314630675,0.0526,13.12248416459,0.0253,17.2412,0.0598,235.905,0.131,-142.168,0.052,1,5.94282e+06,1.15611e+03,8.753384,3.00921e+06,1.71912e+03,9.155256,4.12411e+06,2.52532e+03,8.223594,0.931663,-19.07,0.23,5389.70,0.1750,0.0718,1.04,0.817
0.072528,70.401324,42.11847,HIP 21832,0.633,5.03,0.186,-4.85,,9.51,Svalues,70.4013,42.1185,70.4013185506000,42.1184502631000,0.002,0.001,90,204358907633155840,70.40441818482,0.0687,42.11666449861,0.0577,36.3130,0.0697,534.004,0.134,-414.768,0.088,0,2.73450e+07,4.91108e+03,7.096170,1.44767e+07,1.79592e+04,7.449713,1.80450e+07,3.48432e+04,6.621030,0.828683,112.67,0.20,5748.50,0.0260,0.0130,0.91,0.820
0.010825,70.715444,18.720433,HIP 21923,0.677,3.95,0.142,-5.13,,9.94,Svalues,70.7154,18.7204,70.7154430048000,18.7204358553000,0.001,0.001,90,3409686510941439104,70.71591562552,0.0431,18.72004237233,0.0252,23.5084,0.0473,103.962,0.086,-91.389,0.041,1,3.14040e+07,4.29583e+03,6.945903,1.64994e+07,1.04270e+04,7.307718,2.07670e+07,2.06901e+04,6.468485,0.839233,13.32,0.12,5769.00,0.3925,0.2163,1.50,2.245
0.028854,70.732403,18.958171,HIP 21932,1.523,10.08,1.367,,,,Svalues,70.7324,18.9582,70.7323970396000,18.9581653023000,0.002,0.001,90,3409711211681795584,70.73538532922,0.0679,18.95335796044,0.0345,105.5627,0.0700,656.378,0.148,-1116.502,0.056,0,4.73723e+06,2.16106e+03,8.999554,1.11544e+06,1.61156e+03,10.232776,5.43822e+06,4.30334e+03,7.923277,2.309498,25.68,0.29,3897.93,0.2927,0.2050,,
0.009519,70.897649,27.6874,HIP 21988,0.907,6.25,0.215,,,,Svalues,70.8976,27.6874,70.8976488096000,27.6874026388000,0.002,0.001,90,154660191781205120,70.89791040754,0.0493,27.68626113332,0.0330,45.7505,0.0506,53.800,0.107,-265.120,0.054,1,1.54390e+07,3.64966e+03,7.716819,7.11395e+06,7.11136e+03,8.221111,1.15959e+07,1.17426e+04,7.101161,1.119950,17.82,0.15,5004.28,0.1917,0.0960,0.75,0.321
0.001183,71.901216,-16.934456,HIP 22263,0.632,4.87,0.259,-4.6,,9.12,Svalues,71.9012,-16.9345,71.9012156698000,-16.9344560909000,0.002,0.002,0,2980492387558410112,71.90180173769,0.0498,-16.93372662439,0.0542,75.5213,0.0795,130.217,0.103,169.425,0.117,0,1.43926e+08,1.99936e+05,5.293017,7.53694e+07,1.52967e+05,5.658400,9.19412e+07,2.05390e+05,4.853144,0.805256,21.72,0.14,5867.00,0.0397,0.0275,0.96,0.992
0.004749,72.115228,2.715335,HIP 22319,0.846,3.12,0.151,-5.1,,9.89,Svalues,72.1152,2.7153,72.1152289838000,2.7153341197800,0.001,0.001,90,3232728532586740480,72.11525250098,0.0398,2.71568169915,0.0265,19.8396,0.0426,5.456,0.086,80.728,0.050,0,5.77735e+07,9.31956e+03,6.284043,2.79981e+07,2.13993e+04,6.733569,4.13978e+07,4.38079e+04,5.719476,1.014093,38.90,0.13,5255.00,,,2.98,6.111
0.011970,72.151607,-5.674045,HIP 22336,0.631,3.65,0.152,-5.04,,9.81,Svalues,72.1516,-5.674,72.1516044435000,-5.6740428591100,0.002,0.002,90,3188395880157173120,72.15295188062,0.0585,-5.67511519044,0.0447,38.1981,0.0817,311.420,0.139,-249.057,0.120,0,1.08516e+08,8.85948e+04,5.599631,5.78432e+07,5.16085e+04,5.945758,6.93802e+07,1.14932e+05,5.158831,0.786927,77.29,0.15,5880.00,0.9970,0.4793,1.65,2.920
0.005936,72.388946,53.365709,HIP 22429,0.611,3.88,0.151,-5.04,,9.81,Svalues,72.3889,53.3657,72.3889442920000,53.3657102963000,0.001,0.001,90,273059284652294528,72.38939100865,0.0377,53.36543854151,0.0286,14.7448,0.0459,61.910,0.067,-63.117,0.055,1,1.12116e+07,3.25617e+03,8.064199,6.13005e+06,8.39789e+03,8.382728,7.11106e+06,9.43633e+03,7.632084,0.750643,11.03,3.58,5970.50,0.2735,0.1453,1.33,2.017
0.037099,72.460044,6.961276,HIP 22449,0.484,3.67,0.214,-4.65,,9.19,Svalues,72.46,6.9613,72.4600543506000,6.9612767991100,0.012,0.009,90,3288921720024442496,72.46205873890,0.3282,6.96132903948,0.2671,124.3489,0.3912,462.104,0.748,12.132,0.570,1,1.22794e+09,3.04841e+06,2.965426,5.50047e+08,7.62229e+06,3.500389,6.54749e+08,2.66856e+06,2.721733,0.778656,22.54,3.76,5980.00,,,1.64,3.105
0.004337,72.872679,35.815139,HIP 22576,0.717,4.2,0.153,-5.06,,9.83,Svalues,72.8727,35.8151,72.8726775214000,35.8151391157000,0.002,0.001,90,174156255225869440,72.87278900720,0.0522,35.81463248013,0.0477,33.1941,0.0486,20.997,0.102,-117.670,0.075,0,4.31102e+07,8.19346e+03,6.601915,2.25666e+07,2.54137e+04,6.967724,2.85837e+07,4.05729e+04,6.121623,0.846101,-55.68,0.14,5751.00,0.3660,0.1810,1.25,1.548
0.193678,72.931488,45.834157,HIP 22596,0.586,4.56,0.162,-4.95,,9.67,Svalues,72.9315,45.8342,72.9315476964000,45.8341228765000,0.008,0.006,90,254503750324186880,72.93386168202,0.1713,45.83173299530,0.1939,30.8822,0.3210,374.451,0.531,-555.066,0.401,1,3.59120e+07,3.12216e+04,6.800267,2.02588e+07,1.62473e+05,7.084854,2.33538e+07,1.54425e+05,6.341025,0.743829,30.04,1.04,6016.00,0.0340,0.0223,1.12,1.470
0.010156,73.043954,31.164169,HIP 22633,0.875,2.91,0.134,-5.19,,10.02,Svalues,73.044,31.1642,73.0439572815000,31.1641692722000,0.001,0.001,90,160014336668486400,73.04386538908,0.0379,31.16371416228,0.0231,16.4403,0.0382,-18.263,0.079,-105.703,0.039,0,4.84210e+07,1.04731e+04,6.475781,2.30351e+07,2.65641e+04,6.945413,3.52416e+07,4.87213e+04,5.894281,1.051132,-12.78,0.13,5150.95,,,3.46,7.586
0.014475,73.269712,22.235171,HIP 22715,1.019,6.63,0.642,,,,Svalues,73.2697,22.2352,73.2697121011000,22.2351669802000,0.002,0.001,90,3413174741644826112,73.27039448213,0.0527,22.23459456334,0.0312,37.8654,0.0499,146.703,0.104,-132.949,0.051,1,7.69213e+06,2.93043e+03,8.473249,3.35568e+06,3.46568e+03,9.036936,6.07644e+06,7.04984e+03,7.802797,1.234139,26.15,0.15,4879.53,0.1630,0.0870,0.69,0.241
3.904538,73.269712,22.235171,HIP 22715,1.019,6.63,0.642,,,,Svalues,73.2697,22.2352,73.2690803904000,22.2342574711000,0.035,0.023,90,3413174711580137728,73.26960955890,1.0538,22.23385342941,0.9328,27.4279,1.5766,113.765,2.241,-93.842,1.473,1,2.93873e+05,3.94387e+02,12.017968,1.08943e+05,1.09667e+04,12.758393,4.30551e+05,1.34839e+04,10.676859,2.081534,,,4153.00,,,,
0.004506,73.458251,-17.773419,HIP 22762,1.547,10.44,0.687,,,,Svalues,73.4583,-17.7734,73.4582497209000,-17.7734192887000,0.001,0.001,0,2979590513145784192,73.46009697901,0.0201,-17.77619401929,0.0208,83.7182,0.0313,408.571,0.040,-644.464,0.041,0,2.00340e+06,7.31226e+02,9.933948,4.76095e+05,5.31741e+02,11.157155,2.27822e+06,2.33527e+03,8.867929,2.289226,-15.07,0.23,3811.50,0.2688,0.1310,,
0.029083,73.681895,12.352201,HIP 22826,0.583,3.48,0.141,-5.11,,9.91,Svalues,73.6819,12.3522,73.6818902598000,12.3521943801000,0.001,0.001,90,3295354481521174656,73.68228772197,0.0406,12.35201032007,0.0268,17.1699,0.0441,90.177,0.072,-42.749,0.050,0,3.02992e+07,5.26503e+03,6.984788,1.66910e+07,1.00789e+04,7.295182,1.90247e+07,1.56907e+04,6.563624,0.731558,12.27,0.13,6024.67,1.2063,0.6055,1.84,4.011
0.006612,73.924626,-28.563914,HIP 22907,1.072,6.86,0.537,,,,Svalues,73.9246,-28.5639,73.9246267376000,-28.5639122813000,0.001,0.001,90,4879850208590379904,73.92554828693,0.0261,-28.56488718872,0.0296,54.8430,0.0342,187.985,0.065,-226.428,0.058,0,1.48250e+07,3.86853e+03,7.760877,6.24018e+06,6.50633e+03,8.363395,1.19551e+07,1.83045e+04,7.068034,1.295361,6.15,0.13,4703.35,0.2163,0.0940,0.73,0.232
0.126418,73.982839,4.670427,HIP 22919,0.561,4.24,0.173,-4.87,,9.54,Svalues,73.9828,4.6704,73.9828738294000,4.6704323006300,0.001,0.001,90,3239548665775613056,73.98345006057,0.0313,4.66960507329,0.0239,27.7441,0.0415,133.390,0.072,-192.130,0.048,0,3.35944e+07,5.99231e+03,6.872698,1.85900e+07,1.55551e+04,7.178187,2.10916e+07,1.89695e+04,6.451646,0.726541,44.06,0.13,6068.00,0.0718,0.0255,1.18,1.701
0.003878,75.140812,14.38381,HIP 23286,0.673,4.02,0.141,-5.14,,9.95,Svalues,75.1408,14.3838,75.1408121288000,14.3838110700000,0.003,0.002,90,3392510077730740480,75.14098917194,0.1123,14.38403731543,0.0701,26.5302,0.0751,39.831,0.211,52.547,0.107,0,4.42464e+07,9.96580e+03,6.573670,2.32444e+07,2.96649e+04,6.935593,2.91591e+07,5.96532e+04,6.099983,0.835610,-18.08,0.15,5755.00,0.7878,0.3762,1.59,2.486
0.701544,75.618423,-21.256645,HIP 23452,1.43,8.66,1.4,,,,Svalues,75.6184,-21.2566,75.6186289760000,-21.2566785552000,0.004,0.003,0,2974726131970829952,75.61785590281,0.1103,-21.25784077681,0.1168,119.3399,0.1539,-167.337,0.210,-269.935,0.250,0,1.49641e+07,3.28493e+04,7.750740,5.13246e+06,1.85165e+04,8.575575,1.74642e+07,2.76542e+04,6.656546,1.919029,,,4063.60,,,0.52,0.067
0.048643,75.966528,24.972816,HIP 23550,0.81,2.95,0.14,-5.15,,9.96,Svalues,75.9665,24.9728,75.9665242693000,24.9728290818000,0.001,0.001,90,3419935741727381760,75.96709353139,0.0455,24.97232016756,0.0297,13.6912,0.0497,119.855,0.086,-118.200,0.050,0,2.48285e+07,4.68565e+03,7.200991,1.19918e+07,1.21279e+04,7.654173,1.79245e+07,2.63745e+04,6.628301,1.025872,53.65,0.22,5185.00,,,2.93,5.576
0.159079,76.675907,14.446235,HIP 23786,0.804,5.84,0.317,-4.6,,9.13,Svalues,76.6759,14.4462,76.6759145371000,14.4461914182000,0.008,0.005,90,3392089755051027712,76.67715617297,0.3110,14.44519013158,0.2252,37.4370,0.2267,279.258,0.524,-232.554,0.335,0,1.86609e+07,1.03837e+04,7.511034,9.11113e+06,1.12612e+04,7.952458,1.33981e+07,1.67013e+04,6.944309,1.008149,24.76,1.86,5224.00,0.1770,0.0723,0.91,0.557
0.007282,76.862525,18.645052,HIP 23835,0.657,3.91,0.155,-5.03,,9.79,Svalues,76.8625,18.6451,76.8625251547000,18.6450499827000,0.006,0.004,90,3407611182744289152,76.86495274058,0.1881,18.64512936011,0.1449,62.9467,0.2361,534.224,0.374,18.432,0.278,0,2.52710e+08,8.40833e+05,4.681810,1.26243e+08,3.30104e+05,5.098367,1.58815e+08,5.07197e+05,4.259695,0.838673,20.58,0.15,5835.00,,,1.55,2.510
0.003468,76.909638,9.47178,HIP 23852,0.625,3.89,0.145,-5.1,,9.89,Svalues,76.9096,9.4718,76.9096381400000,9.4717809534000,0.001,0.001,90,3290765291786058496,76.90961627622,0.0452,9.47013605558,0.0379,36.2395,0.0557,-5.009,0.090,-382.046,0.062,0,7.54806e+07,4.51021e+04,5.993778,4.02446e+07,8.94150e+04,6.339619,4.92234e+07,9.79327e+04,5.531491,0.808128,-21.97,0.21,5821.00,0.4342,0.2420,1.48,2.264
0.011793,76.982352,26.327962,HIP 23884,0.664,4.87,0.156,-5.02,,9.78,Svalues,76.9824,26.328,76.9823500856000,26.3279647906000,0.002,0.001,90,3421680597955802624,76.98201460288,0.0676,26.32768054387,0.0461,26.2328,0.0689,-69.836,0.142,-66.019,0.077,0,2.01521e+07,5.62229e+03,7.427564,1.06392e+07,2.09572e+04,7.784118,1.32844e+07,3.04011e+04,6.953568,0.830550,-62.43,0.17,5746.67,0.1170,0.0617,1.09,1.159
0.020494,77.146023,-18.172048,HIP 23932,1.52,10.43,0.965,,,,Svalues,77.146,-18.172,77.1460184495000,-18.1720517031000,0.002,0.002,0,2976507997939000064,77.14830086440,0.0580,-18.17807867961,0.0703,108.7231,0.0942,503.670,0.117,-1399.811,0.142,0,4.54555e+06,1.84195e+03,9.044400,8.16056e+05,6.48794e+02,10.572088,5.78295e+06,4.58741e+03,7.856546,2.715542,,,3767.48,,,,
0.006110,77.74177,-2.254114,HIP 24130,0.984,2.82,0.123,,,,Svalues,77.7418,-2.2541,77.7417683482000,-2.2541143956200,0.001,0.001,90,3214685134457907840,77.74213308867,0.0343,-2.25476326041,0.0291,20.0742,0.0454,84.648,0.094,-150.704,0.066,0,7.88004e+07,3.75063e+04,5.947045,3.55244e+07,2.78088e+04,6.475071,6.00686e+07,6.34762e+04,5.315301,1.159770,63.43,0.16,4862.02,,,4.18,8.811
0.141204,77.919079,-45.018407,HIP 24186,1.543,10.89,0.325,,,,Svalues,77.9191,-45.0184,77.9191221564000,-45.0184316544000,0.001,0.001,0,4810594479417465600,77.95866129564,0.0225,-45.04301982784,0.0265,254.2263,0.0263,6491.474,0.049,-5709.218,0.051,0,1.12345e+07,6.08617e+03,8.061977,3.13538e+06,5.01781e+03,9.110662,1.18565e+07,1.92000e+04,7.077026,2.033636,244.99,0.18,3979.37,0.0920,0.0630,,
0.019412,77.943537,4.403539,HIP 24205,0.588,4.71,0.18,-4.85,,9.51,Svalues,77.9435,4.4035,77.9435373941000,4.4035443777700,0.002,0.001,90,3238810137558836352,77.94432192333,0.0486,4.40294450368,0.0446,33.7189,0.0610,181.675,0.097,-139.325,0.082,0,3.43620e+07,8.76035e+03,6.848170,1.87075e+07,3.40541e+04,7.171349,2.19421e+07,8.79012e+04,6.408726,0.762623,5.58,0.16,5977.67,0.0427,0.0210,1.01,1.182
0.025257,78.32269,37.337309,HIP 24332,0.542,4.41,0.171,-4.87,,9.54,Svalues,78.3227,37.3373,78.3226979346000,37.3373120698000,0.001,0.001,90,187247281185703296,78.32191422653,0.0484,37.33672243076,0.0399,37.6462,0.0643,-144.722,0.076,-136.949,0.063,0,5.52331e+07,1.18485e+04,6.332867,3.08256e+07,2.72797e+04,6.629109,3.42073e+07,3.68376e+04,5.926624,0.702485,-1.88,0.15,6128.67,0.0170,0.0110,1.09,1.516
0.311888,78.583571,-15.826631,HIP 24419,0.719,4.94,0.169,-4.97,,9.7,Svalues,78.5836,-15.8266,78.5836570982000,-15.8266056191000,0.007,0.007,0,2983397469077381632,78.58447008430,0.2013,-15.82758979452,0.2062,28.7805,0.2583,181.665,0.437,-228.582,0.454,0,2.39639e+07,5.29521e+03,7.239471,1.22513e+07,1.35967e+04,7.630930,1.63147e+07,1.55560e+04,6.730473,0.900457,35.47,0.84,5568.75,0.2030,0.1220,1.16,1.161
0.034319,79.420744,7.353343,HIP 24681,0.661,4.04,0.154,-5.04,,9.8,Svalues,79.4207,7.3533,79.4207518155000,7.3533485495400,0.001,0.001,90,3241295308714904960,79.42074829394,0.0438,7.35271564431,0.0373,21.6675,0.0464,-0.811,0.076,-146.997,0.061,0,2.60352e+07,6.16149e+03,7.149466,1.38140e+07,2.41925e+04,7.500594,1.70264e+07,5.58242e+04,6.684110,0.816484,-79.04,0.15,5818.00,0.4833,0.2410,1.45,2.185
