angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,Star,Nobs,Smin,Smax,Smean,e_Smean,sdS,Wmin,Wmean,Date1,Date2,SName,RAJ2000,DEJ2000,rPos,Bmag,Vmag,ASCC,HIP
1.434372,52.6268027440000,20.1032746538000,0.002,0.001,90,57890562810508160,52.62754572680,0.0506,20.10302490686,0.0344,26.6699,0.0551,162.050,0.097,-58.006,0.071,0,1.06213e+07,6.13920e+03,8.122920,5.39478e+06,7.22937e+03,8.521455,7.34516e+06,8.07993e+03,7.596917,0.924538,25.59,0.19,5534.33,0.0355,0.0190,0.84,0.601,Hya     3,2,0.1372,0.1926,0.1649,0.0392,23.76,598.5,819.8,1978-12-11,1978-12-13,Cl Melotte 25 3,52.6264,20.1034,A,9.103,8.301,747522,16329
1.576535,53.2086620908000,23.6921871797000,0.002,0.001,90,68001499939741440,53.20942466621,0.0555,23.69201715075,0.0324,23.7704,0.0552,162.187,0.125,-39.491,0.072,0,6.63020e+06,3.08114e+03,8.634549,3.20712e+06,6.15620e+03,9.086100,4.76687e+06,1.12577e+04,8.066338,1.019762,31.69,0.13,5185.55,0.0920,0.0460,0.87,0.494,Hya     4,2,0.2735,0.332,0.3027,0.0414,13.66,945.1,1079.5,1978-12-11,1978-12-13,Cl Melotte 25 4,53.2082,23.6923,A,9.719,8.87,747604,16529
1.144313,54.3957406284000,21.3431805178000,0.002,0.001,90,64266768177592448,54.39637332383,0.0547,21.34306334879,0.0336,21.7991,0.0624,136.870,0.104,-27.214,0.077,0,4.31615e+06,2.41236e+03,9.100624,1.99223e+06,4.41988e+03,9.603039,3.27580e+06,6.73372e+03,8.473625,1.129414,31.47,0.17,5016.10,0.1167,0.0590,0.83,0.395,Hya     5,2,0.416,0.4267,0.4214,0.0076,1.8,1168.9,1607.6,1978-12-11,1978-12-13,Cl Melotte 25 5,54.3954,21.3432,A,10.749,9.362,747805,16908
1.299255,58.2918587167000,17.3270860354000,0.002,0.001,90,43615122310787840,58.29250724231,0.0614,17.32695876339,0.0302,23.0897,0.0627,143.790,0.144,-29.560,0.085,0,8.47291e+07,3.86035e+04,5.868284,5.18116e+07,6.15407e+04,6.065320,4.66543e+07,6.52025e+04,5.589691,0.475629,,,6985.00,0.5855,0.2903,1.70,6.168,Hya     6,1,0.1912,0.1912,0.1912,0.0,0.0,1566.6,1566.6,1978-12-11,1978-12-11,Cl Melotte 25 6,58.2915,17.3272,A,6.321,5.957,837399,18170
1.338768,58.7770881685000,16.9984776945000,0.002,0.001,90,43538293935879680,58.77775368325,0.0409,16.99837227867,0.0212,24.3995,0.0416,147.818,0.104,-24.484,0.052,1,6.04538e+06,4.07857e+03,8.734807,2.85606e+06,6.83548e+03,9.211968,4.44368e+06,7.79856e+03,8.142562,1.069407,36.40,0.18,5087.00,0.1580,0.0780,0.85,0.435,Hya     7,1,0.2197,0.2197,0.2197,0.0,0.0,1617.3,1617.3,1978-12-11,1978-12-11,Cl Melotte 25 7,58.7767,16.9985,A,9.888,8.983,837466,18327
1.202400,59.9187359563000,10.3303518463000,0.004,0.002,90,3302220278803097472,59.91934943754,0.0959,10.33037842755,0.0517,23.9052,0.1033,140.176,0.231,6.174,0.132,0,6.02692e+07,1.62810e+04,6.238127,3.56165e+07,3.67108e+04,6.472261,3.48571e+07,6.64027e+04,5.906191,0.566070,,,6539.43,0.5250,0.2540,1.57,4.079,Hya     8,2,0.3063,0.3929,0.3496,0.0612,17.52,982.3,1506.2,1978-12-11,1978-12-14,Cl Melotte 25 8,59.9184,10.3304,A,6.772,6.343,920761,18658
1.304783,60.1647332940000,20.3804162883000,0.005,0.003,90,50652649563649536,60.16539932950,0.1687,20.38022046871,0.0838,14.2698,0.1933,145.009,0.327,-45.481,0.194,1,7.63950e+06,4.16935e+03,8.480703,3.93953e+06,7.63240e+03,8.862777,5.23339e+06,7.84149e+03,7.964962,0.897815,36.46,0.25,5439.28,0.5300,0.2623,1.39,1.525,Hya     9,2,0.3843,0.3887,0.3865,0.0031,0.81,866.6,1047.4,1978-12-11,1978-12-14,Cl Melotte 25 9,60.1644,20.3806,A,9.388,8.647,748964,18719
2.976667,60.1639167272000,20.3812917065000,0.002,0.001,90,50652649560841472,60.16391409676,0.0590,20.38128249598,0.0354,0.4976,0.0645,-0.573,0.120,-2.139,0.094,0,2.05811e+04,2.44808e+01,14.904696,1.13751e+04,7.21881e+01,15.211500,1.50417e+04,8.21676e+01,14.318674,0.892826,,,5458.31,,,2.05,3.371,Hya     9,2,0.3843,0.3887,0.3865,0.0031,0.81,866.6,1047.4,1978-12-11,1978-12-14,Cl Melotte 25 9,60.1644,20.3806,A,9.388,8.647,748964,18719
4.037889,60.1648752151000,20.3795706191000,0.001,0.000,90,50629181859541248,60.16487521508,1.0759,20.37957061912,0.4987,,,,,,,0,1.77240e+04,5.64938e+02,15.066958,,,,,,,,,,,,,,,Hya     9,2,0.3843,0.3887,0.3865,0.0031,0.81,866.6,1047.4,1978-12-11,1978-12-14,Cl Melotte 25 9,60.1644,20.3806,A,9.388,8.647,748964,18719
1.075153,61.5671990964000,15.6981207260000,0.001,0.001,90,45367056650753280,61.56773091538,0.0410,15.69803558149,0.0212,21.0257,0.0431,118.912,0.092,-19.776,0.051,0,1.57768e+07,9.95520e+03,7.693321,8.60072e+06,1.72359e+04,8.015052,1.00834e+07,1.66668e+04,7.252904,0.762148,37.55,0.15,5964.67,0.1045,0.0460,1.11,1.396,Hya    10,2,0.2112,0.2472,0.2292,0.0255,11.11,785.5,1642.1,1978-12-11,1978-12-14,Cl Melotte 25 10,61.5669,15.6982,A,8.442,7.828,837885,19148
1.075153,61.5671990964000,15.6981207260000,0.001,0.001,90,45367056650753280,61.56773091538,0.0410,15.69803558149,0.0212,21.0257,0.0431,118.912,0.092,-19.776,0.051,0,1.57768e+07,9.95520e+03,7.693321,8.60072e+06,1.72359e+04,8.015052,1.00834e+07,1.66668e+04,7.252904,0.762148,37.55,0.15,5964.67,0.1045,0.0460,1.11,1.396,Hya    10,1,0.3258,0.3258,0.3258,0.0,0.0,2174.9,2174.9,1979-10-24,1979-10-24,Cl Melotte 25 10,61.5669,15.6982,A,8.442,7.828,837885,19148
1.152622,61.9249315704000,15.1627903482000,0.002,0.002,90,45142206521351552,61.92550271687,0.0535,15.16268910871,0.0343,22.7308,0.0594,128.035,0.130,-23.514,0.097,0,7.70634e+07,3.68229e+04,5.971245,4.64838e+07,7.42577e+04,6.183135,4.29650e+07,5.08068e+04,5.679133,0.504002,37.93,0.47,6826.00,0.6497,0.3350,1.72,5.776,Hya    11,2,0.3939,0.4361,0.415,0.0298,7.19,1847.2,2059.6,1978-12-11,1978-12-11,Cl Melotte 25 11,61.9246,15.1628,A,6.452,6.043,837923,19261
3.086329,61.9242142221000,15.1620277674000,0.008,0.004,90,45142202225729024,61.92480771489,0.1313,15.16195132524,0.0554,22.7487,0.0783,133.045,0.509,-17.754,0.262,1,6.36845e+06,9.92916e+02,8.678281,3.52457e+06,1.83942e+06,8.983623,4.82119e+06,2.13876e+04,8.054035,0.929587,,,5448.00,0.1487,0.0655,0.79,0.500,Hya    11,2,0.3939,0.4361,0.415,0.0298,7.19,1847.2,2059.6,1978-12-11,1978-12-11,Cl Melotte 25 11,61.9246,15.1628,A,6.452,6.043,837923,19261
1.080052,62.6765124842000,18.4232540113000,0.002,0.001,90,46975436002187136,62.67706325492,0.0485,18.42312084704,0.0255,21.2076,0.0526,121.365,0.108,-30.929,0.077,0,4.79358e+07,1.12736e+04,6.486716,2.82800e+07,3.45803e+04,6.722688,2.76662e+07,6.53371e+04,6.157047,0.565641,37.84,0.31,6685.00,0.5130,0.2540,1.51,4.123,Hya    13,1,0.4715,0.4715,0.4715,0.0,0.0,825.4,825.4,1978-12-11,1978-12-11,Cl Melotte 25 13,62.6762,18.4233,A,7.017,6.589,838010,19504
1.264229,63.6346432161000,23.5749438938000,0.002,0.001,90,149005270337201792,63.63520669481,0.0482,23.57473657707,0.0251,21.8282,0.0508,119.950,0.101,-48.151,0.076,1,1.32537e+07,4.47483e+03,7.882526,7.03824e+06,7.61645e+03,8.232728,8.71437e+06,7.99223e+03,7.411330,0.821398,37.47,0.15,5750.00,0.0900,0.0495,1.06,1.100,Hya    15,12,0.3209,0.378,0.3472,0.0221,6.36,817.1,1045.6,1981-11-02,1981-12-23,Cl Melotte 25 15,63.6343,23.5751,A,8.729,8.056,749468,19793
1.264229,63.6346432161000,23.5749438938000,0.002,0.001,90,149005270337201792,63.63520669481,0.0482,23.57473657707,0.0251,21.8282,0.0508,119.950,0.101,-48.151,0.076,1,1.32537e+07,4.47483e+03,7.882526,7.03824e+06,7.61645e+03,8.232728,8.71437e+06,7.99223e+03,7.411330,0.821398,37.47,0.15,5750.00,0.0900,0.0495,1.06,1.100,Hya    15,12,0.3428,0.3998,0.3687,0.0177,4.81,686.6,1709.5,1982-12-19,1983-01-14,Cl Melotte 25 15,63.6343,23.5751,A,8.729,8.056,749468,19793
0.850223,63.6267460093000,22.4518360917000,0.002,0.002,90,52813464789648256,63.62717633618,0.0634,22.45172849933,0.0294,16.2831,0.0641,92.371,0.144,-24.989,0.100,1,3.16850e+07,6.08428e+03,6.936231,1.86760e+07,1.48965e+04,7.173181,1.84033e+07,2.68248e+04,6.599680,0.573500,34.14,0.50,6519.19,0.5655,0.3043,1.69,4.623,Hya    16,1,0.255,0.255,0.255,0.0,0.0,1132.9,1132.9,1978-12-11,1978-12-11,Cl Melotte 25 16,63.6265,22.4519,A,7.494,7.045,749467,19789
0.990733,63.6068759202000,14.6250332268000,0.002,0.001,90,3311514210073309056,63.60735566329,0.0500,14.62497288281,0.0301,20.3308,0.0555,107.814,0.117,-14.015,0.080,0,9.10680e+06,6.45593e+03,8.289951,4.73775e+06,1.44485e+04,8.662458,6.14707e+06,1.29303e+04,7.790249,0.872209,38.04,0.18,5631.13,0.0990,0.0420,0.99,0.879,Hya    17,21,0.2851,0.4082,0.3375,0.0317,9.39,360.7,581.9,1981-11-03,1982-01-26,Cl Melotte 25 17,63.6066,14.6251,A,9.17,8.441,921192,19781
0.990733,63.6068759202000,14.6250332268000,0.002,0.001,90,3311514210073309056,63.60735566329,0.0500,14.62497288281,0.0301,20.3308,0.0555,107.814,0.117,-14.015,0.080,0,9.10680e+06,6.45593e+03,8.289951,4.73775e+06,1.44485e+04,8.662458,6.14707e+06,1.29303e+04,7.790249,0.872209,38.04,0.18,5631.13,0.0990,0.0420,0.99,0.879,Hya    17,6,0.3429,0.3561,0.3493,0.0054,1.53,2075.1,2336.0,1983-01-13,1983-01-14,Cl Melotte 25 17,63.6066,14.6251,A,9.17,8.441,921192,19781
0.917777,63.6135606314000,12.4353146455000,0.003,0.002,90,3304412601908736512,63.61406676319,0.0790,12.43525831852,0.0358,21.1305,0.0748,114.795,0.224,-13.082,0.107,0,1.33037e+07,1.09295e+04,7.878437,7.11995e+06,1.58289e+04,8.220196,8.69280e+06,1.30622e+04,7.414021,0.806175,38.32,0.22,5827.70,0.0620,0.0323,1.06,1.173,Hya    18,1,0.3926,0.3926,0.3926,0.0,0.0,1500.4,1500.4,1978-12-11,1978-12-11,Cl Melotte 25 18,63.6133,12.4353,A,8.698,8.054,921193,19786
0.917777,63.6135606314000,12.4353146455000,0.003,0.002,90,3304412601908736512,63.61406676319,0.0790,12.43525831852,0.0358,21.1305,0.0748,114.795,0.224,-13.082,0.107,0,1.33037e+07,1.09295e+04,7.878437,7.11995e+06,1.58289e+04,8.220196,8.69280e+06,1.30622e+04,7.414021,0.806175,38.32,0.22,5827.70,0.0620,0.0323,1.06,1.173,Hya    18,1,0.3389,0.3389,0.3389,0.0,0.0,2434.9,2434.9,1979-10-24,1979-10-24,Cl Melotte 25 18,63.6133,12.4353,A,8.698,8.054,921193,19786
1.015027,63.6430866674000,10.7013876579000,0.001,0.001,90,3300934223858467072,63.64361119965,0.0386,10.70136279536,0.0318,22.2932,0.0444,119.708,0.087,-5.775,0.083,0,3.08397e+07,9.29698e+03,6.965591,1.73649e+07,3.36072e+04,7.252206,1.87360e+07,5.67306e+04,6.580230,0.671976,38.67,0.30,6292.50,0.1190,0.0660,1.30,2.406,Hya    19,1,0.2726,0.2726,0.2726,0.0,0.0,823.3,823.3,1978-12-11,1978-12-11,Cl Melotte 25 19,63.6428,10.7014,A,7.625,7.103,921200,19796
0.873757,63.9428517196000,15.4006962199000,0.002,0.001,90,3312136499294830848,63.94336824264,0.0597,15.40060340644,0.0309,21.3157,0.0510,115.659,0.135,-21.557,0.078,0,6.22491e+07,2.52048e+04,6.203033,3.71193e+07,6.62969e+04,6.427390,3.53833e+07,5.50367e+04,5.889924,0.537466,41.05,0.55,6711.00,0.7510,0.3860,1.70,5.300,Hya    20,1,0.3189,0.3189,0.3189,0.0,0.0,1108.5,1108.5,1978-12-13,1978-12-13,Cl Melotte 25 20,63.9426,15.4007,A,6.719,6.297,838112,19877
1.078073,64.1394894548000,21.9074674910000,0.001,0.001,90,52548241968465408,64.13997593960,0.0405,21.90730214312,0.0226,19.5708,0.0423,104.831,0.093,-38.404,0.071,1,5.08309e+06,1.69564e+03,8.923047,2.51579e+06,3.13508e+03,9.349703,3.60020e+06,2.94800e+03,8.371102,0.978601,38.12,0.17,5291.73,0.1260,0.0693,0.88,0.550,Hya    21,1,0.3087,0.3087,0.3087,0.0,0.0,2643.4,2643.4,1978-12-13,1978-12-13,Cl Melotte 25 21,64.1392,21.9076,A,9.944,9.125,749540,19934
1.078073,64.1394894548000,21.9074674910000,0.001,0.001,90,52548241968465408,64.13997593960,0.0405,21.90730214312,0.0226,19.5708,0.0423,104.831,0.093,-38.404,0.071,1,5.08309e+06,1.69564e+03,8.923047,2.51579e+06,3.13508e+03,9.349703,3.60020e+06,2.94800e+03,8.371102,0.978601,38.12,0.17,5291.73,0.1260,0.0693,0.88,0.550,Hya    21,3,0.3986,0.4488,0.4157,0.0287,6.9,279.9,313.8,1982-01-16,1982-01-16,Cl Melotte 25 21,64.1392,21.9076,A,9.944,9.125,749540,19934
1.078073,64.1394894548000,21.9074674910000,0.001,0.001,90,52548241968465408,64.13997593960,0.0405,21.90730214312,0.0226,19.5708,0.0423,104.831,0.093,-38.404,0.071,1,5.08309e+06,1.69564e+03,8.923047,2.51579e+06,3.13508e+03,9.349703,3.60020e+06,2.94800e+03,8.371102,0.978601,38.12,0.17,5291.73,0.1260,0.0693,0.88,0.550,Hya    21,6,0.4476,0.4862,0.4638,0.0144,3.11,1327.6,1389.4,1983-01-13,1983-01-14,Cl Melotte 25 21,64.1392,21.9076,A,9.944,9.125,749540,19934
0.972322,64.4122743402000,16.9478361164000,0.003,0.002,90,45788547559850496,64.41278197383,0.0649,16.94772728087,0.0344,21.3991,0.0687,112.782,0.177,-25.278,0.101,0,1.08670e+07,8.86738e+03,8.098096,5.40447e+06,1.93798e+04,8.519506,7.66626e+06,1.95961e+04,7.550461,0.969045,,,5317.00,0.5225,0.2465,1.17,0.979,Hya    22,66,0.3014,0.6175,0.4258,0.0933,21.91,339.6,705.2,1981-10-24,1982-02-02,Cl Melotte 25 22,64.412,16.9479,A,9.075,8.315,838157,20019
0.972322,64.4122743402000,16.9478361164000,0.003,0.002,90,45788547559850496,64.41278197383,0.0649,16.94772728087,0.0344,21.3991,0.0687,112.782,0.177,-25.278,0.101,0,1.08670e+07,8.86738e+03,8.098096,5.40447e+06,1.93798e+04,8.519506,7.66626e+06,1.95961e+04,7.550461,0.969045,,,5317.00,0.5225,0.2465,1.17,0.979,Hya    22,21,0.3252,0.5617,0.4132,0.0768,18.58,336.1,1236.6,1982-12-19,1983-01-21,Cl Melotte 25 22,64.412,16.9479,A,9.075,8.315,838157,20019
0.911931,64.5076488075000,18.2568086848000,0.003,0.001,90,47620265212420096,64.50816886804,0.0727,18.25666998531,0.0359,21.5608,0.0711,114.708,0.166,-32.214,0.091,0,2.15489e+07,1.02693e+04,7.354803,1.12567e+07,2.81285e+04,7.722865,1.43179e+07,3.01409e+04,6.872222,0.850643,,,5688.00,0.3945,0.1960,1.40,1.842,Hya    23,1,0.2291,0.2291,0.2291,0.0,0.0,2975.6,2975.6,1978-12-13,1978-12-13,Cl Melotte 25 23,64.5074,18.2569,A,8.229,7.521,838163,20056
1.199263,64.5967033778000,21.5792228376000,0.006,0.006,90,49510566218944768,64.59712604177,0.1767,21.57914847514,0.1140,17.2682,0.1859,91.287,0.411,-17.271,0.359,0,1.14830e+08,1.29545e+05,5.538228,7.09331e+07,6.27364e+04,5.724266,5.90801e+07,7.96387e+04,5.333316,0.390949,,,7212.00,0.7635,0.3810,2.48,15.025,Hya    24,1,0.2709,0.2709,0.2709,0.0,0.0,906.7,906.7,1978-12-13,1978-12-13,Cl Melotte 25 24,64.5964,21.5794,A,5.945,5.631,749607,20087
1.060078,64.5802980168000,16.0883313215000,0.001,0.001,90,3312281669189449472,64.58083132609,0.0385,16.08823086068,0.0246,22.1353,0.0421,119.014,0.088,-23.333,0.065,0,3.63508e+06,1.76427e+03,9.287080,1.64891e+06,2.59457e+03,9.808395,2.77266e+06,3.45849e+03,8.654677,1.153718,38.64,0.42,5007.11,0.1930,0.0960,0.76,0.323,Hya    25,1,0.2508,0.2508,0.2508,0.0,0.0,639.2,639.2,1978-12-13,1978-12-13,Cl Melotte 25 25,64.58,16.0884,A,10.562,9.569,838174,20082
0.949716,64.7415603280000,19.9067016030000,0.002,0.001,90,49005581144118784,64.74207749187,0.0512,19.90654391205,0.0265,21.2620,0.0535,112.938,0.099,-36.625,0.082,1,8.11658e+06,2.60561e+03,8.414933,4.15333e+06,5.63583e+03,8.805397,5.56279e+06,7.32170e+03,7.898687,0.906710,38.49,0.26,5566.00,0.0848,0.0447,0.91,0.720,Hya    26,12,0.3502,0.3878,0.3664,0.0131,3.58,852.0,1644.7,1983-01-12,1983-01-21,Cl Melotte 25 26,64.7413,19.9068,A,9.341,8.592,838185,20130
0.930490,64.7833669385000,17.5247551531000,0.002,0.001,90,47345009348203392,64.78387715273,0.0613,17.52463436883,0.0317,21.2944,0.0587,113.001,0.126,-28.053,0.087,0,9.27539e+06,4.24108e+03,8.270035,4.79969e+06,1.05790e+04,8.648356,6.30500e+06,8.40143e+03,7.762707,0.885649,37.85,0.29,5571.50,0.0595,0.0403,0.97,0.820,Hya    27,24,0.3089,0.4346,0.3754,0.0353,9.39,283.4,582.8,1981-11-03,1982-01-17,Cl Melotte 25 27,64.7831,17.5248,A,9.204,8.456,838189,20146
0.930490,64.7833669385000,17.5247551531000,0.002,0.001,90,47345009348203392,64.78387715273,0.0613,17.52463436883,0.0317,21.2944,0.0587,113.001,0.126,-28.053,0.087,0,9.27539e+06,4.24108e+03,8.270035,4.79969e+06,1.05790e+04,8.648356,6.30500e+06,8.40143e+03,7.762707,0.885649,37.85,0.29,5571.50,0.0595,0.0403,0.97,0.820,Hya    27,21,0.3227,0.3978,0.3564,0.0188,5.27,160.0,1120.8,1982-12-19,1983-01-21,Cl Melotte 25 27,64.7831,17.5248,A,9.204,8.456,838189,20146
0.929941,64.9483631638000,15.6276500179000,0.015,0.012,90,3312052249216467328,64.94886907388,0.3818,15.62754121767,0.3168,22.6234,0.4614,113.158,0.967,-25.270,0.759,0,9.10651e+08,7.30041e+05,3.289985,3.37753e+08,8.09160e+06,4.029892,6.04866e+08,3.37187e+06,2.807771,1.222120,,,4707.25,,,13.76,83.791,Hya    28,1,0.4851,0.4851,0.4851,0.0,0.0,1045.1,1045.1,1978-12-11,1978-12-11,Cl Melotte 25 28,64.9481,15.6277,A,4.627,3.642,838205,20205
2.810110,64.9790624142000,16.5224260427000,0.000,0.000,90,3312324545847190016,64.97906241424,0.4853,16.52242604269,0.4687,,,,,,,0,3.52431e+07,1.45336e+05,6.820680,2.14571e+07,3.08653e+04,7.022461,2.40655e+07,4.83829e+04,6.308431,0.714030,,,6316.70,,,,,Hya    29,18,0.2297,0.2813,0.2609,0.0129,4.94,547.0,1783.6,1981-10-24,1981-12-23,Cl Melotte 25 29,64.9783,16.5227,A,7.401,6.853,838209,20215
2.810110,64.9790624142000,16.5224260427000,0.000,0.000,90,3312324545847190016,64.97906241424,0.4853,16.52242604269,0.4687,,,,,,,0,3.52431e+07,1.45336e+05,6.820680,2.14571e+07,3.08653e+04,7.022461,2.40655e+07,4.83829e+04,6.308431,0.714030,,,6316.70,,,,,Hya    29,162,0.2417,0.2883,0.2685,0.0084,3.14,654.2,2210.4,1982-09-23,1983-02-22,Cl Melotte 25 29,64.9783,16.5227,A,7.401,6.853,838209,20215
1.197020,65.0540278696000,19.2334786457000,0.003,0.002,90,48203487411427456,65.05455009342,0.0860,19.23332589282,0.0348,21.5992,0.1074,114.521,0.199,-35.478,0.111,0,2.24200e+07,4.71358e+03,7.311776,1.24582e+07,7.95012e+03,7.612746,1.40605e+07,1.36965e+04,6.891918,0.720828,38.36,0.16,6064.00,0.2010,0.1075,1.24,1.873,Hya    31,60,0.2522,0.3454,0.2902,0.0162,5.58,429.8,1453.7,1981-10-24,1982-01-26,Cl Melotte 25 31,65.0537,19.2336,A,8.043,7.444,838217,20237
4.728275,65.0549301492000,19.2329868202000,0.039,0.020,90,48203487410201472,65.05493014921,39.1689,19.23298682017,20.2864,,,,,,,1,2.16364e+05,6.72991e+03,12.350402,,,,,,,,-192.52,1.51,,,,,,Hya    31,60,0.2522,0.3454,0.2902,0.0162,5.58,429.8,1453.7,1981-10-24,1982-01-26,Cl Melotte 25 31,65.0537,19.2336,A,8.043,7.444,838217,20237
1.197020,65.0540278696000,19.2334786457000,0.003,0.002,90,48203487411427456,65.05455009342,0.0860,19.23332589282,0.0348,21.5992,0.1074,114.521,0.199,-35.478,0.111,0,2.24200e+07,4.71358e+03,7.311776,1.24582e+07,7.95012e+03,7.612746,1.40605e+07,1.36965e+04,6.891918,0.720828,38.36,0.16,6064.00,0.2010,0.1075,1.24,1.873,Hya    31,101,0.2628,0.3091,0.2883,0.0105,3.65,259.4,1567.8,1982-09-23,1983-02-17,Cl Melotte 25 31,65.0537,19.2336,A,8.043,7.444,838217,20237
4.728275,65.0549301492000,19.2329868202000,0.039,0.020,90,48203487410201472,65.05493014921,39.1689,19.23298682017,20.2864,,,,,,,1,2.16364e+05,6.72991e+03,12.350402,,,,,,,,-192.52,1.51,,,,,,Hya    31,101,0.2628,0.3091,0.2883,0.0105,3.65,259.4,1567.8,1982-09-23,1983-02-17,Cl Melotte 25 31,65.0537,19.2336,A,8.043,7.444,838217,20237
0.997726,65.1045918609000,18.7426794600000,0.002,0.001,90,47752481485851136,65.10512460160,0.0494,18.74249452737,0.0246,21.8781,0.0515,117.172,0.104,-42.952,0.075,0,7.50698e+07,2.28511e+04,5.999703,4.52644e+07,5.55442e+04,6.211997,4.22464e+07,4.55290e+04,5.697445,0.514552,37.27,0.86,6784.00,0.8707,0.4153,1.78,6.071,Hya    32,2,1.1032,1.2148,1.159,0.0789,6.81,1618.3,2122.1,1978-12-11,1978-12-13,Cl Melotte 25 32,65.1043,18.7427,A,6.498,6.093,838222,20255
1.023625,65.1512905183000,15.0954533857000,0.008,0.005,90,3311883817778820480,65.15177676579,0.2105,15.09536164659,0.1204,21.3391,0.2464,109.038,0.529,-21.307,0.301,0,1.59758e+08,4.27125e+05,5.179711,1.02355e+08,1.63880e+05,5.326111,7.89648e+07,3.42022e+05,5.018337,0.307774,,,7664.50,0.6355,0.3070,2.12,13.978,Hya    33,1,0.6439,0.6439,0.6439,0.0,0.0,928.6,928.6,1978-12-11,1978-12-11,Cl Melotte 25 33,65.151,15.0955,A,5.507,5.252,838228,20261
1.010949,65.3818706495000,21.0398773221000,0.002,0.001,90,49231668222673920,65.38235449201,0.0512,21.03972209884,0.0277,20.4856,0.0547,104.884,0.100,-36.052,0.087,0,4.04608e+07,8.18315e+03,6.670779,2.37141e+07,2.05684e+04,6.913874,2.35835e+07,2.81821e+04,6.330401,0.583473,36.48,0.61,6530.03,0.4405,0.2095,1.51,3.729,Hya    35,1,0.3045,0.3045,0.3045,0.0,0.0,6247.1,6247.1,1978-12-12,1978-12-12,Cl Melotte 25 35,65.3816,21.04,A,7.234,6.783,749711,20349
1.010949,65.3818706495000,21.0398773221000,0.002,0.001,90,49231668222673920,65.38235449201,0.0512,21.03972209884,0.0277,20.4856,0.0547,104.884,0.100,-36.052,0.087,0,4.04608e+07,8.18315e+03,6.670779,2.37141e+07,2.05684e+04,6.913874,2.35835e+07,2.81821e+04,6.330401,0.583473,36.48,0.61,6530.03,0.4405,0.2095,1.51,3.729,Hya    35,123,0.2196,0.2618,0.2404,0.0072,2.97,912.1,2438.0,1982-11-01,1983-03-08,Cl Melotte 25 35,65.3816,21.04,A,7.234,6.783,749711,20349
0.955731,65.3844515256000,18.4175836815000,0.001,0.001,90,47541100375011968,65.38495322491,0.0382,18.41744468200,0.0209,20.6427,0.0388,110.555,0.089,-32.284,0.066,1,3.99768e+07,7.06464e+03,6.683846,2.33627e+07,1.90351e+04,6.930081,2.34212e+07,2.52217e+04,6.337896,0.592185,38.46,0.34,6551.60,0.1995,0.1020,1.48,3.629,Hya    36,66,0.1831,0.2297,0.2115,0.0086,4.04,583.4,1731.6,1981-10-30,1982-02-01,Cl Melotte 25 36,65.3842,18.4177,A,7.264,6.8,838249,20350
0.955731,65.3844515256000,18.4175836815000,0.001,0.001,90,47541100375011968,65.38495322491,0.0382,18.41744468200,0.0209,20.6427,0.0388,110.555,0.089,-32.284,0.066,1,3.99768e+07,7.06464e+03,6.683846,2.33627e+07,1.90351e+04,6.930081,2.34212e+07,2.52217e+04,6.337896,0.592185,38.46,0.34,6551.60,0.1995,0.1020,1.48,3.629,Hya    36,153,0.191,0.2321,0.21,0.0059,2.82,556.8,2391.8,1982-09-23,1983-03-09,Cl Melotte 25 36,65.3842,18.4177,A,7.264,6.8,838249,20350
0.974113,65.3949792057000,14.4097905552000,0.002,0.001,90,3311024789960504576,65.39544210986,0.0578,14.40970654606,0.0308,20.5199,0.0677,104.131,0.099,-19.512,0.079,0,4.81507e+07,1.37735e+04,6.481860,2.84903e+07,4.10417e+04,6.714645,2.75578e+07,6.17054e+04,6.161310,0.553336,39.02,0.31,6695.00,0.5222,0.2585,1.56,4.424,Hya    37,62,0.2198,0.2628,0.2467,0.0076,3.07,807.6,2099.4,1981-10-30,1982-02-02,Cl Melotte 25 37,65.3947,14.4098,A,7.018,6.584,921354,20357
0.974113,65.3949792057000,14.4097905552000,0.002,0.001,90,3311024789960504576,65.39544210986,0.0578,14.40970654606,0.0308,20.5199,0.0677,104.131,0.099,-19.512,0.079,0,4.81507e+07,1.37735e+04,6.481860,2.84903e+07,4.10417e+04,6.714645,2.75578e+07,6.17054e+04,6.161310,0.553336,39.02,0.31,6695.00,0.5222,0.2585,1.56,4.424,Hya    37,84,0.2335,0.2598,0.2471,0.0061,2.49,1366.0,2588.8,1982-09-23,1983-01-06,Cl Melotte 25 37,65.3947,14.4098,A,7.018,6.584,921354,20357
