angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,Star,Nobs,Smin,Smax,Smean,e_Smean,sdS,Wmin,Wmean,Date1,Date2,SName,RAJ2000,DEJ2000,rPos,Bmag,Vmag,ASCC,HIP
0.386813,297.2591815730000,-10.8707716072000,0.002,0.001,90,4190398831060540416,297.25931241587,0.0670,-10.87082667091,0.0331,10.9450,0.0644,29.844,0.133,-12.789,0.063,0,1.06920e+08,8.39574e+04,5.615722,4.28921e+07,4.37227e+04,6.270446,8.73756e+07,2.50365e+05,4.908445,1.362001,-31.22,0.23,4495.04,0.3210,0.1552,11.10,45.339,HD 187195,3,0.1166,0.1241,0.1192,0.0042,3.56,625.3,709.1,1982-08-05,1982-08-05,HD 187195,297.2591,-10.8707,A,7.237,5.99,1416337,97499
0.153446,297.1271432070000,10.6940962281000,0.001,0.001,90,4303545483874313472,297.12713749129,0.0436,10.69406619954,0.0290,1.2340,0.0495,-1.304,0.085,-6.974,0.059,0,6.49647e+07,2.64001e+04,6.156672,2.93889e+07,5.48114e+04,6.680932,4.95562e+07,1.08123e+05,5.524176,1.156756,-4.10,0.30,5231.33,,,51.40,1782.576,HD 187203,3,0.1068,0.1174,0.1138,0.006,5.3,235.7,313.4,1982-08-06,1982-08-06,HD 187203,297.1271,10.6941,A,7.368,6.455,980859,97454
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,8,0.1404,0.1567,0.1491,0.0052,3.51,0.0,0.0,1966-05-27,1966-09-23,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,11,0.1441,0.1491,0.1474,0.0015,1.04,0.0,0.0,1968-06-04,1968-10-11,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,14,0.1452,0.1538,0.1485,0.0023,1.57,0.0,0.0,1969-07-02,1969-10-26,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,9,0.1452,0.1598,0.1512,0.0044,2.89,0.0,0.0,1970-06-23,1970-10-22,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,13,0.1449,0.1529,0.1489,0.0029,1.92,0.0,0.0,1971-06-10,1971-09-08,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,9,0.1464,0.1528,0.1482,0.0022,1.5,0.0,0.0,1972-06-19,1972-10-02,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,11,0.141,0.1507,0.1453,0.0034,2.35,0.0,0.0,1973-07-21,1973-10-06,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,17,0.1438,0.1546,0.149,0.003,2.02,0.0,0.0,1974-06-10,1974-10-11,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,19,0.1442,0.1552,0.1477,0.0028,1.88,0.0,0.0,1975-05-25,1975-10-18,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,8,0.1445,0.1526,0.1489,0.0028,1.87,0.0,0.0,1976-06-11,1976-10-12,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,16,0.1466,0.1807,0.1537,0.0077,4.98,9199.3,13157.2,1977-04-04,1977-09-29,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,9,0.1414,0.1513,0.1451,0.0029,2.02,3012.4,13524.8,1978-05-02,1978-09-27,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,10,0.1429,0.1525,0.1487,0.0027,1.81,8932.9,14195.1,1979-05-04,1979-09-27,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,202,0.138,0.1589,0.1463,0.0033,2.28,458.3,3532.9,1980-06-21,1980-10-16,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,213,0.1349,0.1543,0.1425,0.0034,2.35,1420.1,3565.9,1981-05-09,1981-10-24,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,202,0.1358,0.1589,0.1459,0.0037,2.55,1423.3,3398.4,1982-05-19,1982-10-19,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
2.375076,297.7568489830000,10.4157208826000,0.004,0.003,90,4303294039306246656,297.75790699214,0.1282,10.41513166962,0.0994,51.1912,0.1634,241.682,0.259,-136.850,0.199,0,1.98765e+08,3.91343e+05,4.942517,1.06806e+08,1.58523e+05,5.279895,1.19675e+08,3.91792e+05,4.566911,0.712984,0.13,0.14,6150.00,0.4392,0.2230,1.51,2.949,HD 187691,30,0.1426,0.1542,0.1477,0.0029,1.99,2363.4,3857.7,1983-05-22,1983-06-03,HD 187691,297.7563,10.4161,A,5.685,5.118,981354,97675
0.734183,297.6571770780000,52.9879965277000,0.004,0.004,90,2137210017510711552,297.65710381358,0.1206,52.98769804165,0.1390,16.4002,0.1410,-10.243,0.274,-69.326,0.250,1,2.77291e+08,8.44329e+05,4.581026,1.05337e+08,1.42666e+05,5.294938,2.21156e+08,5.21120e+05,3.900176,1.394763,-22.04,0.15,4343.50,0.3113,0.1488,13.21,55.966,HD 188056,6,0.1034,0.1188,0.1102,0.0057,5.19,635.2,895.9,1982-07-23,1982-08-11,HD 188056,297.6572,52.9882,A,6.362,5.015,271861,97635
1.161630,298.5620087020000,8.4614519966200,0.005,0.004,90,4298361114750843904,298.56244912039,0.1452,8.46110507441,0.1139,17.7725,0.1760,101.177,0.317,-80.576,0.259,1,3.41042e+08,8.71200e+05,4.356348,1.43426e+08,1.53381e+05,4.959817,2.52552e+08,8.54547e+05,3.756045,1.203772,-41.66,0.14,4707.00,0.1423,0.0647,10.72,50.852,HD 188310,3,0.0998,0.1034,0.1022,0.0021,2.03,1698.5,1739.1,1982-08-04,1982-08-04,HD 188310,298.5618,8.4617,A,5.765,4.711,1075626,97938
2.347413,298.2557918210000,38.7723321607000,0.001,0.001,90,2072596018423783680,298.25575876942,0.0292,38.77230396622,0.0189,0.1915,0.0244,-5.985,0.055,-6.548,0.034,0,5.53064e+04,1.87850e+01,13.831428,2.04103e+04,6.21327e+01,14.576766,5.20051e+04,8.87828e+01,12.971806,1.604960,,,4322.20,0.7700,0.3420,,,HD 188326,1,0.1745,0.1745,0.1745,0.0,0.0,2401.5,2401.5,1979-05-29,1979-05-29,HD 188326,298.2566,38.7725,A,8.353,7.572,518441,97846
3.180661,298.2564214300000,38.7733724793000,0.001,0.001,90,2072596018435832960,298.25618144715,0.0251,38.77484100805,0.0288,18.5439,0.0323,-43.455,0.055,341.078,0.053,0,2.13021e+07,4.62860e+03,7.367310,1.06322e+07,1.05106e+04,7.784834,1.48692e+07,2.33230e+04,6.831203,0.953632,-72.76,0.15,5325.00,,,1.88,2.554,HD 188326,1,0.1745,0.1745,0.1745,0.0,0.0,2401.5,2401.5,1979-05-29,1979-05-29,HD 188326,298.2566,38.7725,A,8.353,7.572,518441,97846
2.141671,298.9598439580000,-26.2993592497000,0.013,0.011,90,6754990976785694336,298.96079411770,0.4119,-26.29915858602,0.3764,42.7159,0.5538,197.840,0.865,46.606,0.702,0,3.21231e+08,1.15172e+06,4.421323,1.52829e+08,2.25608e+05,4.890872,2.10114e+08,4.33734e+05,3.955784,0.935088,-16.22,0.43,5553.00,,,2.87,7.073,HD 188376,3,0.1586,0.1675,0.1633,0.0045,2.74,2379.3,2410.2,1982-07-25,1982-07-25,HD 188376,298.9593,-26.2997,A,5.431,4.684,1704008,98066
3.123719,298.7564457970000,4.0621281002100,0.004,0.002,90,4242106762670127488,298.75525118074,0.1116,4.06105621865,0.0752,29.3165,0.1589,-276.762,0.231,-248.953,0.156,0,4.39048e+06,7.59566e+02,9.082087,1.90204e+06,2.03094e+03,9.653338,3.51652e+06,2.97519e+03,8.396639,1.256699,51.66,2.56,4738.07,0.1095,0.0407,0.72,0.238,HD 188427,1,0.1854,0.1854,0.1854,0.0,0.0,100.9,100.9,1978-06-17,1978-06-17,HD 188427,298.7571,4.0627,A,10.401,9.423,1167320,98007
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,2,0.147,0.1487,0.1479,0.0012,0.81,0.0,0.0,1968-07-10,1968-07-11,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,1,0.1484,0.1484,0.1484,0.0,0.0,0.0,0.0,1969-08-04,1969-08-04,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,1,0.1465,0.1465,0.1465,0.0,0.0,0.0,0.0,1970-09-16,1970-09-16,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,2,0.15,0.1503,0.1502,2.0E-4,0.14,0.0,0.0,1972-06-19,1972-07-05,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,2,0.1431,0.146,0.1445,0.0021,1.42,0.0,0.0,1975-07-20,1975-07-21,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,4,0.1336,0.1395,0.1368,0.003,2.16,13843.9,17333.2,1978-06-04,1978-09-27,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,6,0.1338,0.1383,0.1357,0.0018,1.34,9047.2,16688.6,1979-05-10,1979-09-27,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,56,0.1274,0.138,0.1314,0.0023,1.72,904.6,7580.9,1981-05-09,1981-10-23,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,180,0.1279,0.1428,0.135,0.0027,2.03,2489.6,5821.4,1982-05-19,1982-10-19,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
4.079660,298.8283055210000,6.4067716230200,0.010,0.007,90,4296708789289486080,298.82850268697,0.3370,6.40469368757,0.2159,74.7633,0.3618,45.507,0.637,-482.617,0.471,1,8.49048e+08,2.59420e+06,3.366035,3.43899e+08,3.19545e+06,4.010312,5.51666e+08,4.05450e+06,2.907729,1.102583,,,4993.00,,,3.44,6.634,HD 188512,30,0.1328,0.1423,0.1379,0.0023,1.69,1186.9,7001.5,1983-05-22,1983-06-03,HD 188512,298.8282,6.4079,A,4.573,3.714,1075789,98036
0.524646,299.0765483280000,35.0834236193000,0.007,0.007,0,2059372363881617536,299.07636963187,0.2055,35.08330053722,0.2412,23.7564,0.2690,-33.963,0.452,-28.587,0.470,0,7.25939e+08,2.41248e+06,3.536116,2.89225e+08,1.71693e+06,4.198298,5.11269e+08,1.03882e+06,2.990297,1.208000,,,4736.00,0.1280,0.0620,11.51,60.041,HD 188947,3,0.101,0.1044,0.1029,0.0017,1.68,2792.2,2946.6,1982-07-22,1982-07-22,HD 188947,299.0767,35.0835,A,4.918,3.898,519149,98110
1.457292,299.3051722510000,29.8232382868000,0.016,0.014,90,2030317253745469056,299.30517225119,15.5330,29.82323828680,13.5094,,,,,,,0,2.62665e+02,8.15022e+00,19.639860,,,,,,,,,,,,,,,HD 189087,1,0.2903,0.2903,0.2903,0.0,0.0,662.4,662.4,1978-06-14,1978-06-14,HD 189087,299.3056,29.8234,A,8.7,7.897,716021,98192
1.534583,299.3051141230000,29.8234634237000,0.022,0.013,90,2030317253745469312,299.30511412274,22.2361,29.82346342374,12.8174,,,,,,,0,3.13652e+02,5.83568e+00,19.447245,,,,,,,,,,,,,,,HD 189087,1,0.2903,0.2903,0.2903,0.0,0.0,662.4,662.4,1978-06-14,1978-06-14,HD 189087,299.3056,29.8234,A,8.7,7.897,716021,98192
2.399434,299.3058953340000,29.8240152935000,0.001,0.001,0,2030317253745186432,299.30651077054,0.0252,29.82501386832,0.0355,36.9865,0.0382,124.009,0.056,231.927,0.071,0,1.61301e+07,7.28584e+03,7.669276,7.93981e+06,1.03513e+04,8.101863,1.16807e+07,2.16289e+04,7.093252,1.008611,-31.11,0.17,5296.00,0.0363,0.0283,0.83,0.488,HD 189087,1,0.2903,0.2903,0.2903,0.0,0.0,662.4,662.4,1978-06-14,1978-06-14,HD 189087,299.3056,29.8234,A,8.7,7.897,716021,98192
1.457292,299.3051722510000,29.8232382868000,0.016,0.014,90,2030317253745469056,299.30517225119,15.5330,29.82323828680,13.5094,,,,,,,0,2.62665e+02,8.15022e+00,19.639860,,,,,,,,,,,,,,,HD 189087,1,0.2999,0.2999,0.2999,0.0,0.0,2168.5,2168.5,1979-05-30,1979-05-30,HD 189087,299.3056,29.8234,A,8.7,7.897,716021,98192
1.534583,299.3051141230000,29.8234634237000,0.022,0.013,90,2030317253745469312,299.30511412274,22.2361,29.82346342374,12.8174,,,,,,,0,3.13652e+02,5.83568e+00,19.447245,,,,,,,,,,,,,,,HD 189087,1,0.2999,0.2999,0.2999,0.0,0.0,2168.5,2168.5,1979-05-30,1979-05-30,HD 189087,299.3056,29.8234,A,8.7,7.897,716021,98192
2.399434,299.3058953340000,29.8240152935000,0.001,0.001,0,2030317253745186432,299.30651077054,0.0252,29.82501386832,0.0355,36.9865,0.0382,124.009,0.056,231.927,0.071,0,1.61301e+07,7.28584e+03,7.669276,7.93981e+06,1.03513e+04,8.101863,1.16807e+07,2.16289e+04,7.093252,1.008611,-31.11,0.17,5296.00,0.0363,0.0283,0.83,0.488,HD 189087,1,0.2999,0.2999,0.2999,0.0,0.0,2168.5,2168.5,1979-05-30,1979-05-30,HD 189087,299.3056,29.8234,A,8.7,7.897,716021,98192
0.159541,298.9807466670000,58.8459653199000,0.003,0.003,0,2235649675799721088,298.98067215608,0.0969,58.84587832144,0.1164,3.9850,0.1065,-8.953,0.212,-20.206,0.214,0,3.55391e+08,1.09667e+06,4.311601,1.08937e+08,2.92499e+05,5.258452,3.22254e+08,1.24647e+06,3.491426,1.767026,3.85,0.44,3940.00,,,84.04,1533.433,HD 189276,3,0.2882,0.2964,0.2923,0.0041,1.4,892.6,1024.3,1982-07-23,1982-07-23,HD 189276,298.9808,58.846,A,6.551,4.97,206482,98073
0.647497,299.6892843140000,19.4921464806000,0.009,0.008,0,1823067317695767552,299.68958171275,0.2493,19.49224433032,0.2881,12.4192,0.3583,65.114,0.511,22.726,0.580,1,1.50374e+09,4.86357e+06,2.745437,3.45124e+08,6.92217e+06,4.006452,9.71672e+08,1.06478e+07,2.293121,1.713331,,,4543.50,,,,,HD 189319,3,0.2506,0.259,0.2543,0.0043,1.69,3211.6,3529.4,1982-07-22,1982-07-22,HD 189319,299.6891,19.4921,A,5.088,3.509,894392,98337
4.627015,299.9470011790000,-9.9582317875300,0.023,0.020,90,4191794317470513664,299.94593993474,0.7260,-9.95997473203,0.6926,46.9328,0.9290,-242.764,1.486,-404.804,1.272,0,9.76471e+07,5.58553e+04,5.714217,5.31848e+07,5.32948e+04,6.036919,6.21566e+07,1.11882e+05,5.278201,0.758718,28.12,0.58,5931.50,0.1575,0.0775,1.25,1.737,HD 189340,8,0.1622,0.1694,0.1651,0.0024,1.43,1133.6,1792.6,1981-06-09,1981-07-20,HD 189340,299.9479,-9.9573,A,6.462,5.863,1332510,98416
1.205623,300.6960232970000,3.3261846682700,0.001,0.001,90,4247023886053586304,300.69563389113,0.0476,3.32669920926,0.0234,78.6238,0.0617,-90.290,0.096,119.506,0.055,0,2.81828e+07,6.80783e+03,7.063406,1.15327e+07,1.30948e+04,7.696556,2.33083e+07,3.78243e+04,6.343143,1.353414,-30.47,0.13,4650.00,,,0.72,0.219,HD 190007,5,0.8188,0.8504,0.8381,0.012,1.44,0.0,0.0,1967-08-20,1967-10-26,HD 190007,300.6962,3.3259,A,8.59,7.468,1168182,98698
1.205623,300.6960232970000,3.3261846682700,0.001,0.001,90,4247023886053586304,300.69563389113,0.0476,3.32669920926,0.0234,78.6238,0.0617,-90.290,0.096,119.506,0.055,0,2.81828e+07,6.80783e+03,7.063406,1.15327e+07,1.30948e+04,7.696556,2.33083e+07,3.78243e+04,6.343143,1.353414,-30.47,0.13,4650.00,,,0.72,0.219,HD 190007,17,0.7256,0.9141,0.8213,0.0533,6.5,0.0,0.0,1968-07-08,1968-11-10,HD 190007,300.6962,3.3259,A,8.59,7.468,1168182,98698
1.205623,300.6960232970000,3.3261846682700,0.001,0.001,90,4247023886053586304,300.69563389113,0.0476,3.32669920926,0.0234,78.6238,0.0617,-90.290,0.096,119.506,0.055,0,2.81828e+07,6.80783e+03,7.063406,1.15327e+07,1.30948e+04,7.696556,2.33083e+07,3.78243e+04,6.343143,1.353414,-30.47,0.13,4650.00,,,0.72,0.219,HD 190007,14,0.8562,0.9824,0.9067,0.0382,4.22,0.0,0.0,1969-07-03,1969-10-26,HD 190007,300.6962,3.3259,A,8.59,7.468,1168182,98698
1.205623,300.6960232970000,3.3261846682700,0.001,0.001,90,4247023886053586304,300.69563389113,0.0476,3.32669920926,0.0234,78.6238,0.0617,-90.290,0.096,119.506,0.055,0,2.81828e+07,6.80783e+03,7.063406,1.15327e+07,1.30948e+04,7.696556,2.33083e+07,3.78243e+04,6.343143,1.353414,-30.47,0.13,4650.00,,,0.72,0.219,HD 190007,16,0.8023,0.9145,0.8413,0.0298,3.54,0.0,0.0,1970-05-21,1970-09-16,HD 190007,300.6962,3.3259,A,8.59,7.468,1168182,98698
1.205623,300.6960232970000,3.3261846682700,0.001,0.001,90,4247023886053586304,300.69563389113,0.0476,3.32669920926,0.0234,78.6238,0.0617,-90.290,0.096,119.506,0.055,0,2.81828e+07,6.80783e+03,7.063406,1.15327e+07,1.30948e+04,7.696556,2.33083e+07,3.78243e+04,6.343143,1.353414,-30.47,0.13,4650.00,,,0.72,0.219,HD 190007,14,0.7247,0.8407,0.7756,0.0372,4.79,0.0,0.0,1971-05-12,1971-10-26,HD 190007,300.6962,3.3259,A,8.59,7.468,1168182,98698
1.205623,300.6960232970000,3.3261846682700,0.001,0.001,90,4247023886053586304,300.69563389113,0.0476,3.32669920926,0.0234,78.6238,0.0617,-90.290,0.096,119.506,0.055,0,2.81828e+07,6.80783e+03,7.063406,1.15327e+07,1.30948e+04,7.696556,2.33083e+07,3.78243e+04,6.343143,1.353414,-30.47,0.13,4650.00,,,0.72,0.219,HD 190007,13,0.7414,0.8792,0.8148,0.0373,4.58,0.0,0.0,1972-05-23,1972-10-28,HD 190007,300.6962,3.3259,A,8.59,7.468,1168182,98698
