angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,SPOCS,Name,Teff,logg,[M/H],S,logRhk,Vbr,Vsini,Vmac,Vrad,SNR,Crms,Lrms,N,[Fe/H],RAJ2000,DEJ2000,Vmag,Dist,logL,Rstar,Mstar,Miso,logg2,Age,CCat,Simbad
0.442269,202.3379707530000,-35.5709961910000,0.001,0.001,0,6166183842771027328,202.33688058484,0.0431,-35.57130410571,0.0355,30.8785,0.0496,-205.954,0.079,-71.515,0.079,0,2.78228e+07,7.06899e+03,7.077365,1.43050e+07,2.79327e+04,7.462672,1.86429e+07,9.50955e+04,6.585636,0.877036,-17.53,0.14,5643.50,0.1713,0.0900,1.13,1.163,202.337917,-35.571111,569,HD 117207,5618,4.29,0.17,0.16,-5.03,3.6,1.9,2.9,-18.3,253,0.01,0.01,2,0.19,13 29 21.1,-35 34 16,7.26,33.05,0.07,1.14,0.92,1.03,4.34,6.8,1,Simbad
0.407394,208.6175096130000,20.6417798068000,0.001,0.001,90,1249969937088029056,208.61847721612,0.0288,20.64145219352,0.0264,31.6904,0.0381,210.307,0.073,-76.092,0.060,0,1.55108e+07,3.28130e+03,7.711780,8.08483e+06,1.18231e+04,8.082212,1.04302e+07,1.44340e+04,7.216186,0.866026,-11.87,0.19,5626.00,0.0113,0.0060,0.83,0.617,208.6175,20.641667,582,HD 121320,5593,4.58,-0.27,0.27,-4.61,3.1,0.9,2.9,-9.8,252,0.01,0.01,2,-0.28,13 54 28.2,+20 38 30,7.89,31.53,-0.21,0.83,0.96,0.89,4.54,4.1,1,Simbad
0.841876,210.8847968230000,10.7867888728000,0.003,0.003,90,3724242219117947904,210.88514024398,0.1017,10.78542922095,0.0899,60.8403,0.1243,78.354,0.186,-315.793,0.172,0,7.02923e+07,6.01252e+04,6.071096,3.54852e+07,1.20344e+05,6.476270,4.85889e+07,1.19201e+05,5.545577,0.930693,-8.30,0.22,5484.33,0.0930,0.0383,0.97,0.768,210.885,10.786667,588,HD 122742,5523,4.46,-0.02,0.15,-5.08,3.3,1.8,2.7,-9.1,257,0.01,0.01,1,-0.02,14 03 32.4,+10 47 12,6.27,16.98,-0.1,0.97,0.98,0.93,4.44,7.8,1,Simbad
0.533459,212.9423874390000,-12.6117664597000,0.001,0.001,90,6303961686341504512,212.94126629329,0.0449,-12.61254086354,0.0386,43.4399,0.0526,-254.112,0.085,-179.861,0.081,0,1.59598e+07,5.32162e+03,7.680795,7.56735e+06,1.53674e+04,8.154029,1.18415e+07,1.40858e+05,7.078400,1.075629,3.15,0.13,5045.81,0.0213,0.0130,0.79,0.365,212.9425,-12.611667,591,HD 124106,5085,4.56,-0.1,0.37,-4.58,2.6,1.5,1.9,2.5,259,0.01,0.01,2,-0.08,14 11 46.2,-12 36 42,7.93,23.39,-0.44,0.78,0.79,0.8,4.57,8.8,1,Simbad
0.651374,213.1884938910000,-3.3200833018000,0.001,0.001,0,3646061719703116032,213.18779221539,0.0457,-3.32147127945,0.0435,45.7941,0.0657,-162.696,0.087,-322.369,0.092,0,3.44877e+07,1.18266e+04,6.844207,1.73893e+07,3.91278e+04,7.250681,2.35341e+07,6.65748e+04,6.332678,0.918003,37.69,0.15,5513.50,0.0230,0.0107,0.89,0.663,213.188333,-3.32,592,HD 124292,5458,4.48,-0.11,0.16,-5.03,2.5,0.1,2.5,37.6,310,0.01,0.01,1,-0.13,14 12 45.2,-03 19 12,7.05,22.05,-0.18,0.91,0.91,0.88,4.47,8.6,1,Simbad
0.619955,214.8952642620000,-5.1511917179000,0.003,0.002,0,3642413746280598784,214.89252737474,0.0502,-5.15171142333,0.0828,48.8649,0.0949,-633.102,0.138,-120.705,0.188,0,2.18815e+07,6.06930e+03,7.338171,1.04408e+07,2.26162e+04,7.804551,1.59194e+07,2.23430e+04,6.757105,1.047446,-9.89,0.19,5175.00,0.0080,0.0050,0.77,0.386,214.895417,-5.151111,598,HD 125455,5103,4.54,-0.12,0.19,-4.96,2.0,0.3,1.9,-10.4,277,0.01,0.01,3,-0.14,14 19 34.9,-05 09 04,7.58,20.88,-0.4,0.81,0.83,0.8,4.55,11.3,1,Simbad
0.425978,215.8136864730000,1.2415671623900,0.001,0.001,90,3654496279558010624,215.81464917684,0.0354,1.23950774557,0.0292,57.3445,0.0362,223.547,0.079,-478.325,0.064,0,6.99510e+07,3.52245e+04,6.076381,3.67752e+07,9.83515e+04,6.437501,4.57358e+07,1.47493e+05,5.611280,0.826222,-19.27,0.21,5715.50,0.0590,0.0275,0.94,0.843,215.81375,1.241667,599,HD 126053,5714,4.54,-0.31,0.17,-4.96,3.0,0.1,3.3,-20.1,270,0.01,0.01,3,-0.35,14 23 15.3,+01 14 30,6.25,17.19,-0.09,0.92,1.05,0.91,4.47,6.5,1,Simbad
0.304569,216.7011651080000,-5.1777811039200,0.001,0.001,90,3641697998570813952,216.70051714215,0.0437,-5.17840934775,0.0313,13.6519,0.0454,-149.881,0.078,-145.915,0.062,0,6.72540e+06,1.78053e+03,8.619071,3.35916e+06,7.28357e+03,9.035813,4.67213e+06,1.82184e+04,8.088133,0.947681,,,5491.67,0.6110,0.3027,1.33,1.458,216.70125,-5.177778,601,HD 126614,5470,4.16,0.46,0.15,-5.11,3.6,2.4,2.5,-31.5,317,0.01,0.01,1,0.48,14 26 48.3,-05 10 40,8.81,72.62,0.14,1.31,0.9,1.05,4.26,7.4,1,Simbad
0.308042,217.4033712540000,41.7959136748000,0.001,0.001,0,1491593733326694912,217.40430182779,0.0199,41.79496385464,0.0230,42.7860,0.0283,161.132,0.041,-220.604,0.048,0,6.34796e+07,1.74497e+04,6.181781,3.29675e+07,5.30031e+04,6.556174,4.22704e+07,5.91047e+04,5.696829,0.859345,-0.55,0.14,5668.75,0.3910,0.1735,1.22,1.380,217.403333,41.795833,603,HD 127334,5671,4.27,0.19,0.04,,3.6,1.6,3.1,-3.1,255,0.01,0.01,7,0.2,14 29 36.8,+41 47 45,6.36,23.74,0.14,1.21,0.99,1.07,4.29,6.4,1,Simbad
0.736428,219.0023364010000,9.7465148909100,0.002,0.002,0,1176209886733406592,219.00322916123,0.0533,9.74543683490,0.0589,61.2111,0.0740,204.360,0.115,-250.390,0.116,0,2.56136e+07,1.26632e+04,7.167188,1.14778e+07,2.11255e+04,7.701737,1.96567e+07,4.61358e+04,6.528142,1.173595,-9.62,0.15,4863.47,0.1520,0.0760,0.78,0.308,219.0025,9.746389,606,HD 128311,4917,4.49,0.09,0.59,-4.49,4.1,3.6,1.7,-9.6,271,0.01,0.02,2,0.18,14 36 00.6,+09 44 47,7.48,16.5,-0.53,0.75,0.63,0.81,4.6,6.5,1,Simbad
0.075613,219.7508789520000,64.2916603811000,0.001,0.001,90,1668690628102524672,219.74952918772,0.0274,64.29150134512,0.0268,29.0274,0.0270,-135.991,0.066,-36.939,0.059,0,1.89046e+07,1.86872e+04,7.496946,9.84719e+06,3.59053e+04,7.868107,1.28093e+07,5.14376e+04,6.993104,0.875003,-21.46,0.26,5583.70,0.1423,0.0670,1.01,0.899,219.750833,64.291667,608,HD 129333,5647,4.35,-0.07,0.7,-4.03,20.6,17.4,3.0,-18.5,246,0.01,0.02,1,0.05,14 39 00.2,+64 17 30,7.6,34.13,-0.04,1.0,0.81,0.97,4.42,6.0,1,Simbad
0.544694,220.3174226560000,-4.9448697877100,0.001,0.001,90,6338012874258879744,220.31753683827,0.0423,-4.94552838969,0.0370,18.3884,0.0476,26.421,0.088,-152.965,0.084,1,1.15050e+07,6.39475e+03,8.036147,6.09632e+06,7.64270e+03,8.388719,7.54962e+06,1.23248e+04,7.567107,0.821611,12.21,0.11,5780.00,0.1553,0.0775,1.16,1.344,220.3175,-4.945,613,HD 129191,5770,4.32,0.22,0.16,-5.02,4.0,1.8,3.5,10.6,248,0.01,0.01,1,0.21,14 41 16.2,-04 56 42,8.19,53.73,0.11,1.13,0.99,1.09,4.4,3.2,1,Simbad
0.387350,221.0487225710000,18.4621175956000,0.001,0.001,0,1237374997031931392,221.04845322380,0.0476,18.46140681453,0.0464,23.8103,0.0623,-59.338,0.073,-165.084,0.085,0,2.14992e+07,6.09740e+03,7.357310,1.14620e+07,2.23727e+04,7.703239,1.39650e+07,3.49079e+04,6.899317,0.803923,6.41,0.15,5816.00,0.1537,0.0837,1.20,1.494,221.04875,18.462222,614,HD 129814,5853,4.38,0.01,0.17,-4.93,3.9,0.3,3.8,7.6,252,0.01,0.01,2,0.0,14 44 11.7,+18 27 44,7.52,41.12,0.14,1.15,1.14,1.06,4.35,5.1,1,Simbad
0.384566,221.8170881610000,2.7032263004400,0.002,0.002,0,3655492127855307136,221.81585082205,0.0511,2.70288685919,0.0618,51.5701,0.0785,-287.059,0.103,-78.837,0.121,0,1.87741e+07,8.64982e+03,7.504469,8.70667e+06,2.15886e+04,8.001759,1.39530e+07,3.99525e+04,6.900251,1.101507,12.62,0.16,5022.00,0.1685,0.0925,0.73,0.306,221.817083,2.703333,617,HD 130307,4984,4.56,-0.15,0.31,-4.71,2.5,1.6,1.8,13.0,271,0.01,0.02,1,-0.14,14 47 16.1,+02 42 12,7.76,19.37,-0.52,0.74,0.72,0.77,4.6,9.3,1,Simbad
0.502106,221.8863606790000,-0.2814738728680,0.002,0.002,0,3650718804281798912,221.88579751539,0.0474,-0.28207821910,0.0554,31.3423,0.0711,-130.798,0.106,-140.365,0.118,0,1.38534e+07,7.95187e+03,7.834477,6.92277e+06,6.96532e+03,8.250689,9.65995e+06,1.02582e+04,7.299483,0.951205,-12.43,0.21,5322.76,0.1090,0.0527,0.90,0.582,221.88625,-0.281389,618,HD 130322,5377,4.52,0.02,0.29,-4.64,3.0,1.8,2.3,-13.5,255,0.01,0.01,2,0.04,14 47 32.7,-00 16 53,8.04,31.71,-0.26,0.86,0.87,0.91,4.52,4.9,1,Simbad
0.394334,222.5658782040000,23.9118425567000,0.002,0.002,0,1265976524286377856,222.56655915906,0.0408,23.91197917625,0.0624,54.9068,0.0684,144.583,0.109,31.731,0.132,0,9.75442e+07,8.42930e+04,5.715363,5.26458e+07,2.42079e+05,6.047978,6.19057e+07,1.17900e+05,5.282594,0.765384,-2.51,0.23,6013.33,0.0770,0.0480,1.04,1.263,222.565833,23.911944,619,HD 130948,6030,4.5,0.06,0.26,-4.56,8.1,6.0,4.9,-4.7,255,0.01,0.01,2,0.09,14 50 15.8,+23 54 43,5.86,18.17,0.09,1.01,1.18,1.12,4.45,0.9,1,Simbad
0.493502,222.9186044600000,-24.3041323841000,0.001,0.001,90,6229442835525861120,222.91414235249,0.0408,-24.30599077834,0.0290,59.6682,0.0443,-944.563,0.073,-431.635,0.066,0,1.92571e+07,5.51183e+03,7.476891,8.35208e+06,1.94135e+04,8.046902,1.51147e+07,3.34394e+04,6.813421,1.233481,-57.09,0.18,4797.11,0.1630,0.0850,0.72,0.248,222.91875,-24.304167,622,HD 130992,4767,4.51,-0.03,0.41,-4.75,1.7,0.7,1.6,-57.7,98,0.02,0.03,5,0.01,14 51 40.5,-24 18 15,7.81,17.03,-0.61,0.73,0.62,0.75,4.61,10.2,1,Simbad
0.571188,223.3489990720000,19.1527811163000,0.014,0.013,90,1236929488664453376,223.34701242162,0.4760,19.15373085054,0.3822,87.9105,0.4728,-435.875,0.891,220.581,0.823,0,9.51015e+07,1.47957e+05,5.742897,4.48372e+07,1.89131e+05,6.222292,6.81282e+07,4.04607e+05,5.178604,1.043688,-25.08,2.50,5199.00,0.1865,0.0767,0.89,0.517,223.349167,19.152778,625,HD 131511,5258,4.47,0.06,0.44,-4.46,5.1,4.4,2.1,-58.3,265,0.01,0.01,1,0.12,14 53 23.8,+19 09 10,6.0,11.51,-0.31,0.84,0.77,0.89,4.53,5.6,1,Simbad
0.462946,223.7960168340000,53.6803464208000,0.001,0.001,0,1606148310770764288,223.78895675737,0.0207,53.68240528185,0.0262,42.4596,0.0257,-971.222,0.038,478.144,0.048,0,1.82310e+07,2.60763e+03,7.536342,8.89712e+06,6.50962e+03,7.978264,1.29917e+07,2.11049e+04,6.977752,1.000512,-14.84,0.14,5310.00,0.1447,0.0733,0.76,0.418,223.795833,53.680278,626,HD 132142,5145,4.55,-0.3,0.18,-4.95,2.2,0.4,2.0,-16.2,253,0.01,0.01,2,-0.41,14 55 11.0,+53 40 49,7.77,23.39,-0.38,0.81,0.85,0.78,4.54,12.5,1,Simbad
0.428273,224.6271723110000,-28.7095335362000,0.002,0.002,90,6224299285781594624,224.62667753601,0.0778,-28.70994491975,0.0529,20.3223,0.0805,-100.788,0.141,-95.547,0.105,0,1.83445e+07,7.44773e+03,7.529599,1.01401e+07,1.46903e+04,7.836283,1.15715e+07,1.93551e+04,7.103450,0.732833,-27.68,8.32,5972.85,0.0870,0.0472,1.23,1.737,224.627083,-28.709444,629,HD 132173,6170,4.42,0.03,0.3,-4.47,11.9,9.2,6.0,21.5,296,0.01,0.01,1,0.08,14 58 30.5,-28 42 34,7.66,46.86,0.18,1.08,1.11,1.17,4.41,1.0,1,Simbad
0.456139,226.1378341510000,-28.3001743995000,0.001,0.001,90,6224560144909475840,226.13803157076,0.0449,-28.30039820938,0.0299,28.5153,0.0478,40.372,0.085,-51.982,0.069,0,2.92115e+07,1.12442e+04,7.024479,1.61155e+07,2.27500e+04,7.333281,1.83620e+07,2.95101e+04,6.602120,0.731161,-2.18,0.21,6049.00,0.0667,0.0343,1.08,1.401,226.137917,-28.300278,632,HD 133295,6089,4.45,0.03,0.34,-4.4,12.1,9.7,5.3,-1.9,249,0.01,0.01,1,0.08,15 04 33.1,-28 18 01,7.18,34.11,0.1,1.01,1.06,1.12,4.44,1.1,1,Simbad
0.063838,226.4579342770000,64.0472059599000,0.001,0.001,90,1620024491110370688,226.45673079993,0.0328,64.04768210812,0.0277,21.7747,0.0305,-122.326,0.064,110.588,0.058,0,9.60407e+06,5.62718e+03,8.232227,5.06314e+06,1.11822e+04,8.590338,6.41807e+06,1.12000e+04,7.743409,0.846929,-6.64,0.24,5635.87,0.0250,0.0130,0.94,0.808,226.457917,64.047222,633,HD 134319,5733,4.54,-0.01,0.48,-4.27,12.4,10.7,3.3,-5.6,253,0.01,0.02,1,0.04,15 05 49.9,+64 02 50,8.4,44.74,-0.13,0.87,0.96,1.0,4.51,1.2,1,Simbad
0.375180,228.1811699110000,19.2860392601000,0.001,0.001,0,1212385193677160832,228.17845165765,0.0250,19.28730322385,0.0237,30.9012,0.0326,-595.918,0.052,293.567,0.058,0,4.75970e+07,1.25806e+04,6.494416,2.47839e+07,3.80342e+04,6.865965,3.17122e+07,5.96066e+04,6.008855,0.857110,-39.03,0.19,5680.75,0.4500,0.2100,1.45,1.981,228.18125,19.286111,641,HD 135101 A,5677,4.2,0.07,0.15,-5.07,3.8,1.9,3.1,-38.4,249,0.01,0.01,2,0.05,15 12 43.5,+19 17 10,6.69,27.24,0.13,1.2,0.83,1.02,4.31,7.3,2,Simbad
0.562199,228.3694462950000,-25.3093485265000,0.002,0.002,0,6226694571859532800,228.36753973609,0.0573,-25.30967214467,0.0541,38.1678,0.0747,-400.308,0.130,-75.160,0.138,0,5.76935e+07,1.63814e+04,6.285549,3.00871e+07,4.23185e+04,6.655436,3.85128e+07,1.80427e+05,5.797906,0.857530,5.21,0.15,5699.33,0.4130,0.1893,1.29,1.572,228.369583,-25.309444,642,HD 134987,5701,4.23,0.25,0.15,-5.08,4.0,2.3,3.2,6.1,317,0.01,0.01,1,0.24,15 13 28.7,-25 18 34,6.47,26.21,0.18,1.26,0.98,1.1,4.27,5.7,1,Simbad
0.506801,228.9965289360000,0.7963614233160,0.001,0.001,90,4419140645978987904,228.99729539740,0.0328,0.79577064384,0.0298,63.2318,0.0407,178.000,0.067,-137.214,0.063,0,3.98757e+07,1.54987e+04,6.686594,1.91861e+07,4.87826e+04,7.143921,2.85059e+07,5.82999e+04,6.124584,1.019337,-3.25,0.14,5308.00,,,0.76,0.412,228.996667,0.796389,644,HD 135599,5205,4.54,-0.07,0.38,-4.54,4.3,3.7,2.0,-5.7,266,0.01,0.01,2,-0.02,15 15 59.2,+00 47 47,6.92,15.85,-0.39,0.78,0.77,0.84,4.57,5.5,1,Simbad
0.686636,230.4506288760000,-48.3176285559000,0.003,0.002,90,5902750168276592256,230.44011474119,0.0681,-48.31881738216,0.0570,68.0818,0.0915,-1624.047,0.169,-276.024,0.133,0,1.23199e+08,1.27828e+05,5.461847,6.41465e+07,1.75252e+05,5.833456,8.00962e+07,2.09688e+05,5.002891,0.830565,-68.66,0.16,5826.25,0.1283,0.0625,1.00,1.047,230.450417,-48.3175,650,HD 136352,5739,4.51,-0.26,0.17,-4.93,3.4,0.1,3.4,-68.6,312,0.01,0.01,3,-0.33,15 21 48.1,-48 19 03,5.65,14.81,0.02,1.03,1.25,0.92,4.38,8.8,1,Simbad
0.975802,230.7169505540000,13.3664285319000,0.003,0.002,0,1170797781264303616,230.71575091628,0.0518,13.36631173678,0.0600,20.8602,0.1055,-271.078,0.111,-27.127,0.174,0,1.50507e+07,5.00848e+03,7.744474,8.01109e+06,1.05463e+04,8.092159,9.88682e+06,1.97116e+04,7.274279,0.817881,-49.00,0.17,5801.50,0.1565,0.0730,1.16,1.364,230.717083,13.366667,654,HD 136925,5779,4.45,-0.2,0.16,-5.02,3.3,0.1,3.5,-49.4,245,0.01,0.01,1,-0.28,15 22 52.1,+13 22 00,7.91,45.09,0.08,1.09,1.21,0.96,4.37,7.7,0,Simbad
0.644267,231.9181269630000,42.8812975841000,0.001,0.001,0,1391009653702531072,231.91776741153,0.0325,42.88019482895,0.0373,31.1276,0.0407,-61.193,0.070,-256.126,0.086,0,2.23578e+07,4.22583e+03,7.314795,1.17879e+07,1.58212e+04,7.672793,1.46711e+07,3.43299e+04,6.845765,0.827028,-14.37,0.13,5682.33,0.0483,0.0203,0.99,0.917,231.917917,42.881389,656,HD 138004,5748,4.36,-0.11,0.2,-4.79,3.9,1.7,3.4,-15.0,249,0.01,0.01,1,-0.12,15 27 40.3,+42 52 53,7.48,32.13,-0.05,0.96,0.76,0.98,4.47,4.0,1,Simbad
0.343721,232.0508786860000,-9.3578621667300,0.002,0.001,90,6317854118838346752,232.05123906472,0.0652,-9.35939814487,0.0404,48.3799,0.0747,82.587,0.098,-356.741,0.076,0,2.25599e+07,8.12090e+03,7.305022,1.05834e+07,2.56123e+04,7.789826,1.66361e+07,2.99213e+04,6.709294,1.080532,7.43,0.16,5101.67,0.1747,0.0810,0.82,0.412,232.050833,-9.357778,657,HD 137778,5127,4.52,0.2,0.49,-4.45,2.8,1.9,1.9,7.2,276,0.01,0.02,1,0.26,15 28 12.2,-09 21 28,7.57,20.49,-0.42,0.78,0.74,0.88,4.57,3.6,1,Simbad
0.038666,232.3483048300000,80.4502683294000,0.001,0.001,90,1720995598827436928,232.34265206535,0.0377,80.45072453134,0.0300,45.8038,0.0352,-217.817,0.067,105.947,0.058,0,2.65040e+07,2.11449e+04,7.130086,1.31047e+07,6.16135e+04,7.557819,1.86429e+07,5.31983e+04,6.585635,0.972184,-16.01,0.19,5341.25,0.1140,0.0570,0.84,0.520,232.348333,80.450278,659,HD 139813,5330,4.48,-0.01,0.48,-4.38,6.5,5.8,2.2,-14.6,267,0.01,0.02,1,0.05,15 29 23.6,+80 27 01,7.3,21.51,-0.29,0.84,0.78,0.9,4.54,4.6,1,Simbad
0.387307,233.9856932590000,39.8311186612000,0.001,0.001,0,1389522392427772288,233.98317530859,0.0168,39.83133733306,0.0243,44.5057,0.0233,-449.100,0.037,50.782,0.055,0,2.12388e+07,3.92511e+03,7.370543,9.81870e+06,1.13897e+04,7.871253,1.58311e+07,2.80726e+04,6.763142,1.108111,-67.24,0.16,5048.80,0.3183,0.1670,0.89,0.463,233.985833,39.831111,664,HD 139323,5057,4.45,0.32,0.02,,2.3,1.2,1.9,-70.0,285,0.01,0.02,6,0.37,15 35 56.6,+39 49 52,7.65,22.38,-0.36,0.86,0.75,0.86,4.51,9.5,1,Simbad
0.700003,236.2810387500000,28.4699286156000,0.001,0.001,0,1224551770875466496,236.28060749281,0.0262,28.47009095121,0.0338,20.6710,0.0456,-88.050,0.060,37.704,0.073,0,1.29711e+07,5.99618e+03,7.905921,7.06898e+06,9.80523e+03,8.227997,8.33018e+06,1.15089e+04,7.460284,0.767713,-20.50,0.35,5957.00,0.0427,0.0220,1.02,1.188,236.280833,28.47,668,HD 140913,5983,4.47,0.09,0.3,-4.49,9.9,8.0,4.6,-22.6,274,0.01,0.01,1,0.14,15 45 07.4,+28 28 12,8.06,44.9,-0.01,0.92,0.91,1.1,4.46,0.6,1,Simbad
0.219532,236.6108934550000,7.3530671242900,0.007,0.006,0,4430238051199001216,236.60992054837,0.2079,7.35276839028,0.1961,84.6121,0.2559,-224.107,0.400,-69.384,0.468,0,3.92311e+08,1.62300e+06,4.204289,2.02292e+08,5.84484e+05,4.586442,2.40424e+08,1.62019e+06,3.809477,0.776965,-66.41,0.15,6017.00,0.3233,0.1538,1.35,2.139,236.610833,7.353056,669,HD 141004,5901,4.22,0.04,0.16,-4.97,4.7,2.0,4.1,-65.6,324,0.01,0.01,5,0.05,15 46 26.6,+07 21 11,4.42,12.12,0.32,1.38,1.15,1.14,4.22,4.8,1,Simbad
0.714127,238.0731172360000,-18.4360538545000,0.002,0.002,90,6248534171318085376,238.07355851497,0.0628,-18.43597156440,0.0385,29.9453,0.0640,97.231,0.133,19.113,0.116,1,2.74631e+07,5.02826e+03,7.091493,1.47307e+07,1.50808e+04,7.430830,1.77587e+07,2.33334e+04,6.638394,0.792436,-3.36,0.17,5890.00,0.0860,0.0360,1.05,1.202,238.072917,-18.436111,673,HD 141937,5857,4.4,0.11,0.21,-4.76,4.3,1.7,3.9,-3.4,246,0.01,0.01,2,0.12,15 52 17.5,-18 26 10,7.25,32.3,0.04,1.02,0.93,1.09,4.45,1.6,1,Simbad
0.164856,238.3004040660000,13.1966229722000,0.004,0.003,90,1191518146611956096,238.29973881573,0.1647,13.19420989668,0.1200,57.5830,0.2430,-150.430,0.276,-560.456,0.216,0,8.14543e+07,2.61764e+04,5.911081,4.38406e+07,5.72564e+04,6.246696,5.26902e+07,7.25898e+04,5.457595,0.789101,40.18,0.93,5852.50,0.0173,0.0080,0.96,0.966,238.300417,13.196667,675,HD 142267,5829,4.53,-0.38,0.17,-4.93,3.4,0.1,3.7,38.0,248,0.01,0.01,2,-0.41,15 53 12.1,+13 11 48,6.07,17.35,-0.02,0.96,1.15,0.9,4.43,7.5,1,Simbad
0.337628,238.3333758380000,4.2532495092300,0.001,0.001,90,4426054581256895104,238.33322801609,0.0359,4.25328950892,0.0275,21.6161,0.0447,-34.238,0.077,9.290,0.065,0,1.30528e+07,3.22449e+03,7.899103,7.04863e+06,5.99042e+03,8.231127,8.49554e+06,7.57696e+03,7.438942,0.792184,-22.03,0.15,5803.50,0.0385,0.0340,1.04,1.101,238.333333,4.253333,676,HD 142229,5926,4.51,0.06,0.35,-4.41,6.8,4.9,4.2,-20.1,249,0.01,0.01,2,0.09,15 53 20.0,+04 15 12,8.08,40.78,-0.09,0.85,0.85,1.07,4.48,0.7,1,Simbad
0.282268,239.6538032390000,-22.9542281924000,0.002,0.001,90,6237190612936085120,239.65375235879,0.1266,-22.95431843954,0.0323,6.0207,0.1461,-10.882,0.115,-20.961,0.060,0,2.08890e+06,2.50491e+03,9.888572,9.80153e+05,3.51625e+03,10.373153,1.57504e+06,4.23257e+03,9.268689,1.104464,-3.26,0.68,5013.18,,,2.10,2.506,239.65375,-22.954167,680,HD 143006,5720,4.01,0.11,1.01,-4.0,13.5,11.5,3.3,-3.2,225,0.01,0.02,1,0.22,15 58 36.9,-22 57 15,,,,,,,,,1,Simbad
0.607419,240.2610867050000,33.3035117891000,0.002,0.002,0,1323427759184545536,240.26006391445,0.0525,33.30018606392,0.0686,57.2216,0.0782,-198.536,0.108,-772.415,0.152,0,1.55445e+08,2.24369e+05,5.209425,8.18671e+07,1.22091e+05,5.568615,9.87561e+07,2.18703e+05,4.775510,0.793105,17.98,0.14,5852.50,0.3433,0.1570,1.33,1.867,240.26125,33.303611,682,HD 143761,5833,4.29,-0.18,0.15,-5.06,3.8,0.1,3.8,16.9,262,0.01,0.01,2,-0.21,16 01 02.7,+33 18 13,5.39,17.24,0.25,1.3,1.19,1.0,4.2,8.4,1,Simbad
0.549430,241.7640411550000,-14.0712973928000,0.002,0.001,90,4341501106288171008,241.76287914481,0.0438,-14.07125582866,0.0228,36.3119,0.0440,-261.790,0.099,9.654,0.055,0,6.57557e+07,2.10777e+04,6.143532,3.48987e+07,6.40155e+04,6.494367,4.28417e+07,3.00060e+04,5.682253,0.812114,-13.96,0.13,5863.00,0.3590,0.1780,1.36,1.960,241.764167,-14.071389,684,HD 144585,5807,4.23,0.29,0.15,-5.07,4.1,1.7,3.6,-15.3,311,0.01,0.01,3,0.29,16 07 03.4,-14 04 17,6.32,27.11,0.26,1.33,1.09,1.17,4.25,4.2,1,Simbad
0.410251,242.3609484760000,11.5744577352000,0.001,0.001,90,4456798781792997888,242.36050862098,0.0261,11.57488741617,0.0210,29.6367,0.0409,-100.082,0.050,99.797,0.037,0,2.29346e+07,1.27787e+04,7.287139,1.24892e+07,2.48571e+04,7.610052,1.46672e+07,2.62556e+04,6.846050,0.764002,-36.28,0.15,5935.00,0.0687,0.0365,0.96,1.023,242.360833,11.574444,687,HD 145229,5954,4.49,-0.14,0.31,-4.47,5.7,3.4,4.4,-35.1,249,0.01,0.01,1,-0.11,16 09 26.6,+11 34 28,7.45,34.51,0.02,0.96,1.03,1.03,4.48,1.7,1,Simbad
0.528648,242.6013136570000,43.8176385216000,0.001,0.001,0,1385293808145621504,242.60210142184,0.0193,43.81636209828,0.0198,55.7363,0.0226,132.019,0.039,-296.464,0.043,0,5.29203e+07,1.21323e+04,6.379310,2.56156e+07,3.82241e+04,6.830125,3.75568e+07,7.39631e+04,5.825198,1.004928,-13.99,0.15,5282.00,0.2630,0.1245,1.00,0.706,242.60125,43.817778,690,HD 145675,5280,4.34,0.39,0.16,-5.05,3.1,2.0,2.2,-14.9,274,0.01,0.02,6,0.41,16 10 24.3,+43 49 04,6.61,17.57,-0.19,0.96,0.73,0.93,4.44,8.4,1,Simbad
1.077300,243.3267537140000,13.5280458717000,0.001,0.001,90,4464207428577214464,243.32761248899,0.0241,13.52622664942,0.0204,41.2592,0.0352,193.921,0.046,-422.524,0.037,0,2.37848e+07,4.02759e+03,7.247616,1.19357e+07,1.36905e+04,7.659267,1.65270e+07,3.20872e+04,6.716437,0.942830,18.51,0.17,5462.67,0.0945,0.0420,0.84,0.566,243.326667,13.528333,692,HD 145958 B,5343,4.46,-0.05,0.18,-4.94,2.9,1.7,2.3,18.8,353,0.01,0.01,1,-0.05,16 13 18.4,+13 31 42,6.68,23.58,0.04,1.21,1.55,0.9,4.27,14.7,1,Simbad
