angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,SPOCS,Name,Teff,logg,[M/H],S,logRhk,Vbr,Vsini,Vmac,Vrad,SNR,Crms,Lrms,N,[Fe/H],RAJ2000,DEJ2000,Vmag,Dist,logL,Rstar,Mstar,Miso,logg2,Age,CCat,Simbad
0.852144,248.2127117020000,2.0848281677500,0.002,0.001,90,4432401099808805888,248.21267151281,0.0589,2.08445470687,0.0380,13.6179,0.0666,-9.328,0.115,-86.739,0.069,1,1.51016e+07,4.03818e+03,7.740812,8.08049e+06,7.15772e+03,8.082793,9.84493e+06,1.62782e+04,7.278888,0.803905,12.16,0.15,5823.00,1.0627,0.4780,1.76,3.207,248.2125,2.084722,2934,HD 149143,5856,4.11,0.28,0.18,-4.91,5.6,3.9,3.9,7.9,244,0.01,0.01,2,0.29,16 32 51.0,+02 05 05,7.89,62.03,0.35,1.44,0.98,1.2,4.19,4.3,1,Simbad
0.613695,248.8110120530000,37.0221291358000,0.001,0.001,0,1327996504876043648,248.81067604165,0.0208,37.02246927634,0.0242,11.7043,0.0268,-62.308,0.043,79.000,0.048,0,8.05909e+06,2.16822e+03,8.422651,4.29477e+06,4.78470e+03,8.769039,5.27194e+06,6.86456e+03,7.956994,0.812046,15.58,0.20,5829.00,,,1.49,2.316,248.810833,37.022222,2935,HD 149750,5801,4.14,0.18,0.16,-4.99,4.6,2.8,3.6,12.8,303,0.01,0.01,1,0.19,16 35 14.6,+37 01 20,8.58,79.74,0.29,1.39,0.97,1.15,4.21,5.3,1,Simbad
0.536805,252.1343246020000,-19.2877676951000,0.001,0.001,90,4130605425932372992,252.13386265835,0.0443,-19.28925792814,0.0277,26.0472,0.0490,-101.268,0.089,-346.119,0.050,0,1.32765e+07,3.15158e+03,7.880661,6.71639e+06,6.42636e+03,8.283548,9.19768e+06,1.43711e+04,7.352724,0.930824,-75.59,0.17,5434.50,0.1443,0.0730,1.01,0.796,252.134167,-19.287778,2936,HD 151504,5444,4.4,0.07,0.17,-4.96,2.7,0.8,2.5,-75.7,314,0.01,0.01,1,0.06,16 48 32.2,-19 17 16,8.08,38.62,-0.11,0.99,0.9,0.93,4.42,9.1,1,Simbad
0.335869,252.1503343330000,55.1293635603000,0.001,0.001,0,1427134451830285568,252.15139839736,0.0246,55.12843192872,0.0249,15.1140,0.0247,141.296,0.058,-216.381,0.060,0,6.02174e+06,1.30704e+03,8.739061,3.14940e+06,4.92074e+03,9.105817,4.00207e+06,8.25461e+03,8.256207,0.849609,-26.19,0.34,5654.67,0.1683,0.0815,1.07,1.050,252.150417,55.129444,2937,HD 152125,5688,4.4,0.09,0.18,-4.92,3.9,2.1,3.2,-27.5,301,0.01,0.01,1,0.09,16 48 36.1,+55 07 46,8.92,64.31,-0.02,1.01,0.92,1.03,4.45,3.5,1,Simbad
0.583275,252.4260837990000,-19.5428194598000,0.002,0.001,90,4130539180358512768,252.42600796923,0.0477,-19.54305040738,0.0280,6.3137,0.0518,-16.597,0.098,-53.639,0.050,0,2.97781e+05,7.09670e+01,12.003624,1.31975e+05,1.25039e+02,12.550159,2.38091e+05,1.40862e+02,11.320061,1.230099,-1.67,0.71,5010.00,0.5160,0.2508,0.76,0.325,252.42625,-19.542778,2938,EPIC205071984,5274,4.49,-0.04,0.13,,2.4,0.7,2.1,-4.4,81,0.02,0.02,2,-0.03,16 49 42.3,-19 32 34,,,,,,,,,0,Simbad
3.254409,252.4257616180000,-19.5419999307000,0.012,0.007,90,4130539184653092352,252.42575989102,0.3939,-19.54204359494,0.2552,-0.4853,0.4549,-0.378,0.797,-10.141,0.467,0,5.60716e+02,2.60331e+00,18.816510,7.85109e+02,1.84520e+02,18.114063,1.48100e+03,1.14298e+02,16.835530,1.278534,,,,,,,,252.42625,-19.542778,2938,EPIC205071984,5274,4.49,-0.04,0.13,,2.4,0.7,2.1,-4.4,81,0.02,0.02,2,-0.03,16 49 42.3,-19 32 34,,,,,,,,,0,Simbad
0.402089,253.2383944960000,44.4023973129000,0.001,0.001,0,1359070215305084416,253.23832841948,0.0203,44.40269213947,0.0263,6.1756,0.0249,-10.964,0.044,68.476,0.072,0,1.39433e+07,4.12711e+03,7.827450,6.25453e+06,9.79833e+03,8.360901,1.06263e+07,2.00370e+04,7.195967,1.164934,-27.14,0.15,4917.83,,,5.55,16.245,253.238333,44.4025,2939,HD 152733,4834,3.1,0.11,0.14,-5.25,3.8,1.5,3.4,-28.9,269,0.01,0.02,1,0.15,16 52 57.2,+44 24 09,8.1,144.51,1.11,5.12,1.2,1.33,3.14,4.3,1,Simbad
0.555296,253.4315940620000,11.9737477542000,0.001,0.001,0,4448227641977175296,253.43164509927,0.0304,11.97368279883,0.0295,6.0044,0.0423,11.596,0.057,-15.086,0.061,1,1.05770e+07,3.21506e+03,8.127458,4.95486e+06,4.83316e+03,8.613810,7.87512e+06,9.37177e+03,7.521277,1.092533,3.97,0.15,5042.00,,,4.67,12.681,253.431667,11.973611,2940,HD 152581,5027,3.29,-0.23,0.15,-5.14,3.9,1.5,3.4,3.7,255,0.01,0.02,1,-0.22,16 53 43.6,+11 58 25,8.38,185.53,1.18,5.14,1.85,1.3,3.17,3.8,1,Simbad
0.245675,255.6749279880000,44.6368989292000,0.001,0.001,0,1358695384919869824,255.67425204922,0.0291,44.63712923983,0.0300,14.1824,0.0334,-111.712,0.055,53.491,0.063,0,8.59042e+06,2.86316e+03,8.353330,4.59792e+06,4.99297e+03,8.694984,5.60114e+06,8.33095e+03,7.891229,0.803755,-28.50,0.17,5824.00,0.3035,0.1480,1.27,1.682,255.675,44.636944,2942,HD 154325,5815,4.26,0.12,0.18,-4.89,4.5,2.4,3.7,-30.6,298,0.01,0.01,1,0.12,17 02 42.0,+44 38 13,8.51,64.27,0.14,1.15,0.88,1.09,4.37,4.0,1,Simbad
0.513639,255.8562888430000,9.0245814235500,0.009,0.008,90,4443306468450589184,255.85623690830,0.2758,9.02437280452,0.2418,11.1270,0.3115,-11.913,0.589,-48.453,0.542,0,1.14076e+07,3.08713e+03,8.045383,6.28222e+06,6.25741e+03,8.356105,7.26901e+06,1.18355e+04,7.608232,0.747873,-20.26,0.27,5858.55,,,1.85,3.622,255.85625,9.024444,2943,HD 154144,6079,4.23,0.32,0.19,-4.82,10.4,8.1,5.2,-20.1,338,0.01,0.01,1,0.36,17 03 25.5,+09 01 28,8.18,81.63,0.46,1.52,1.42,1.29,4.25,2.2,1,Simbad
0.263606,257.6567061330000,24.5324360130000,0.001,0.001,0,4571935477627652736,257.65574525168,0.0187,24.53345231514,0.0225,28.4548,0.0299,-203.026,0.041,236.044,0.050,0,1.08616e+07,2.71318e+03,8.098633,5.23522e+06,5.26810e+03,8.554050,7.78323e+06,1.00637e+04,7.534020,1.020030,-59.49,0.15,5270.00,0.1730,0.0760,0.90,0.557,257.656667,24.5325,2944,HD 155456,5224,4.43,0.23,0.16,-5.07,2.7,1.6,2.1,-61.3,370,0.01,0.01,1,0.25,17 10 37.6,+24 31 57,8.33,36.25,-0.24,0.93,0.83,0.89,4.47,9.6,1,Simbad
0.636286,257.9943160640000,-14.6203801508000,0.001,0.001,90,4139543497698320384,257.99423375689,0.0469,-14.62055159414,0.0396,11.8534,0.0546,-18.497,0.092,-39.819,0.069,0,2.77368e+07,6.51488e+03,7.080726,1.44645e+07,3.01063e+04,7.450633,1.84439e+07,5.27180e+04,6.597288,0.853345,-23.25,0.16,5698.00,,,2.87,7.837,257.994167,-14.620278,2945,HD 155413,5740,3.79,0.22,0.17,-4.98,6.5,4.6,4.4,-22.2,345,0.01,0.01,1,0.27,17 11 58.6,-14 37 13,7.25,81.3,0.84,2.67,1.58,1.46,3.74,3.5,1,Simbad
0.465702,258.0966880890000,63.3520929845000,0.001,0.001,0,1631084478574318976,258.09666863616,0.0238,63.35278276621,0.0323,27.5995,0.0273,-2.026,0.049,160.207,0.060,0,1.34608e+07,5.58722e+03,7.865686,6.72953e+06,7.08475e+03,8.281426,9.30681e+06,1.89039e+04,7.339918,0.941508,-20.69,0.24,5487.00,0.1462,0.0825,0.94,0.715,258.096667,63.352222,2946,HD 156279,5420,4.41,0.13,0.17,-4.98,3.1,1.8,2.4,-21.8,278,0.01,0.01,3,0.14,17 12 23.2,+63 21 08,8.07,36.6,-0.15,0.96,0.86,0.94,4.45,7.3,1,Simbad
0.439482,258.1567605940000,18.3511947353000,0.001,0.001,0,4548462729742343296,258.15722233419,0.0187,18.35069144534,0.0244,47.9743,0.0321,101.789,0.037,-116.893,0.045,1,1.61841e+07,3.04063e+03,7.665646,7.40498e+06,6.03609e+03,8.177578,1.22624e+07,6.95760e+03,7.040483,1.137095,19.72,0.14,5028.81,0.2350,0.1170,0.73,0.305,258.156667,18.351111,2947,HD 155712,4911,4.52,-0.07,0.21,-4.95,1.8,0.2,1.7,19.5,292,0.01,0.02,3,-0.07,17 12 37.6,+18 21 04,7.95,20.96,-0.51,0.77,0.71,0.77,4.59,11.1,1,Simbad
0.570276,259.1382404610000,14.6740196895000,0.002,0.002,0,4543391129276882176,259.13829981867,0.0699,14.67366595851,0.0830,11.4626,0.0876,13.337,0.150,-82.157,0.158,0,1.07349e+07,6.10493e+03,8.111374,5.74300e+06,6.11726e+03,8.453541,7.16673e+06,1.17554e+04,7.623618,0.829923,-63.30,0.21,5722.47,,,1.83,3.238,259.138333,14.673889,2948,HD 156342,5820,4.08,0.3,0.16,-4.98,5.2,3.5,3.7,-64.3,306,0.01,0.01,1,0.32,17 16 33.2,+14 40 26,8.28,83.82,0.45,1.66,1.2,1.25,4.07,4.7,1,Simbad
0.518062,260.1429621920000,-19.3337484428000,0.001,0.001,90,4122343906051101184,260.14233661090,0.0485,-19.33436501558,0.0420,20.9210,0.0508,-137.102,0.097,-143.204,0.074,0,5.39456e+07,1.95717e+04,6.358476,2.95444e+07,5.95617e+04,6.675200,3.40098e+07,8.91899e+04,5.932909,0.742291,-68.39,0.12,6082.00,,,1.97,4.801,260.142917,-19.333611,2949,HD 156846,5998,4.01,0.2,0.15,-5.08,6.6,4.3,4.7,-69.0,249,0.01,0.01,2,0.24,17 20 34.3,-19 20 01,6.5,47.62,0.66,1.98,1.46,1.36,3.97,3.8,1,Simbad
0.846818,262.2897761790000,6.1484688007000,0.002,0.001,90,4390696761208182400,262.28969390263,0.0484,6.14857221066,0.0442,7.2868,0.0559,-18.999,0.113,24.018,0.085,0,1.46673e+07,3.69396e+03,7.772492,6.77422e+06,1.11495e+04,8.274241,1.10557e+07,1.99100e+04,7.152958,1.121282,-26.62,0.16,4990.49,,,4.65,12.071,262.289583,6.148333,2950,HD 158449,4967,3.22,-0.14,0.15,-5.14,3.6,0.6,3.4,-27.0,256,0.01,0.01,1,-0.13,17 29 09.5,+06 08 54,8.03,158.48,1.2,5.34,1.73,1.33,3.12,3.7,1,Simbad
0.302075,262.5684501760000,47.4021946006000,0.001,0.001,90,1362295082910131200,262.56952996961,0.0248,47.40252683895,0.0285,46.1229,0.0239,169.747,0.061,77.164,0.058,0,2.95003e+07,7.37641e+03,7.013800,1.48170e+07,2.62851e+04,7.424485,2.03624e+07,4.35841e+04,6.489848,0.934637,-84.11,0.18,5466.00,0.0780,0.0415,0.84,0.562,262.568333,47.402222,2951,HD 159062,5350,4.54,-0.32,0.17,-4.98,2.6,0.7,2.3,-83.0,347,0.01,0.01,3,-0.41,17 30 16.4,+47 24 08,7.22,22.27,-0.23,0.89,1.01,0.82,4.47,13.0,1,Simbad
0.511429,263.5806556780000,46.9447963433000,0.016,0.009,90,1362034429935121280,263.58028375345,0.4284,46.94609597650,0.2617,30.8584,0.2418,-58.974,1.045,301.850,0.599,0,8.32700e+06,1.34755e+04,8.387144,3.86176e+06,6.30790e+03,8.884424,7.04479e+06,1.98024e+04,7.642250,1.242175,-94.67,0.27,4892.25,0.7133,0.3497,0.87,0.391,263.580833,46.944722,2952,HIP 85977,4911,4.37,0.29,0.19,-5.33,2.8,2.1,1.7,-96.2,173,0.01,0.02,1,0.33,17 34 19.4,+46 56 41,8.65,33.08,-0.4,0.88,0.66,0.82,4.52,12.6,1,Simbad
0.102243,264.1320725150000,44.7233604063000,0.001,0.001,90,1350307554308849024,264.13173890823,0.0227,44.72359977071,0.0240,9.0621,0.0239,-55.053,0.048,55.594,0.047,0,1.29956e+07,4.25813e+03,7.903872,5.86777e+06,4.30539e+03,8.430205,9.90837e+06,1.72119e+04,7.271914,1.158291,-59.06,0.14,4912.05,,,3.66,7.041,264.132083,44.723333,2953,HD 160215,4883,3.39,0.04,0.14,-5.2,3.4,0.1,3.4,-60.9,264,0.01,0.02,1,0.07,17 36 31.7,+44 43 24,8.18,110.13,0.84,3.65,1.19,1.15,3.37,6.8,1,Simbad
0.116459,264.9820596950000,65.0016361859000,0.001,0.001,0,1440964624481230464,264.98183705622,0.0247,65.00209623319,0.0332,36.6284,0.0271,-21.852,0.053,106.850,0.068,1,1.06846e+07,5.89595e+03,8.116471,4.91761e+06,1.21743e+04,8.622003,7.98041e+06,1.59568e+04,7.506857,1.115146,-7.71,0.18,4985.25,0.1605,0.0810,0.79,0.348,264.982083,65.001667,2954,HD 161284,5011,4.5,0.05,0.54,-4.48,3.0,2.4,1.8,-7.0,265,0.01,0.02,1,0.12,17 39 55.7,+65 00 06,8.39,26.34,-0.51,0.74,0.63,0.82,4.6,4.9,1,Simbad
1.407438,265.4837276380000,72.1488622088000,0.013,0.012,0,1651268660202647296,265.48483348243,0.4067,72.14769941073,0.4229,46.6809,0.4471,78.734,0.796,-270.071,0.820,0,3.33691e+08,1.02679e+06,4.380005,1.81298e+08,4.00236e+05,4.705407,1.85133e+08,6.31278e+05,4.093213,0.612194,-3.47,0.95,6478.00,,,1.93,5.925,265.485,72.148889,2955,HD 162003,6411,3.95,0.01,0.14,-5.12,14.9,9.6,10.2,-3.8,252,0.01,0.01,2,0.07,17 41 56.4,+72 08 56,4.57,22.84,0.79,2.0,1.3,1.46,3.97,2.6,0,Simbad
0.162954,265.4921006620000,72.1568990597000,0.002,0.001,0,1651268763281885952,265.49257539953,0.0474,72.15571135477,0.0509,43.9875,0.0496,33.786,0.094,-275.856,0.105,0,1.05530e+08,8.51205e+04,5.629929,5.84661e+07,1.52238e+05,5.934129,6.38079e+07,3.43776e+05,5.249734,0.684394,-10.85,0.36,6213.33,0.1910,0.0947,1.26,2.117,265.492083,72.156944,2956,HD 162004,6223,4.12,0.04,0.14,-5.07,10.8,7.3,7.1,-9.2,250,0.01,0.01,4,0.07,17 41 58.1,+72 09 25,5.81,23.06,0.31,1.22,0.72,1.21,4.34,1.8,0,Simbad
1.112910,265.8152997650000,21.6093007785000,0.005,0.003,0,4556066746008265344,265.81461665888,0.1079,21.60648661482,0.1540,39.5674,0.2168,-147.504,0.216,-653.604,0.322,0,2.30634e+07,2.65177e+03,7.281059,1.14034e+07,6.04711e+03,7.708800,1.63285e+07,1.90626e+04,6.729556,0.979245,21.04,0.71,5371.83,0.1203,0.0603,0.90,0.604,265.815,21.609167,2957,HD 161198,5254,4.58,-0.35,0.15,-5.09,1.9,0.1,2.1,21.2,255,0.01,0.01,1,-0.43,17 43 15.6,+21 36 33,7.51,22.65,-0.32,0.83,0.95,0.79,4.52,12.5,0,Simbad
0.527094,266.2621980880000,19.2904578284000,0.001,0.001,0,4552227182675443584,266.26291043064,0.0223,19.29066718158,0.0317,20.3533,0.0389,156.160,0.058,48.624,0.073,0,1.25450e+07,8.04700e+03,7.942191,6.42439e+06,1.39962e+04,8.331808,8.53153e+06,1.34874e+04,7.434352,0.897456,-23.23,3.90,5618.75,0.3120,0.1503,1.16,1.210,266.262083,19.290556,2958,HD 161479,5641,4.31,0.26,0.36,-4.5,5.6,4.5,3.0,-38.4,274,0.01,0.01,1,0.29,17 45 02.9,+19 17 26,8.14,47.57,0.03,1.08,0.88,1.06,4.41,3.9,1,Simbad
0.319873,267.0044790660000,32.6558484224000,0.001,0.001,0,4601174794643028736,267.00433108486,0.0216,32.65593395610,0.0257,6.1508,0.0275,-28.937,0.044,19.866,0.052,1,1.12893e+07,3.61022e+03,8.056693,5.02254e+06,5.25460e+03,8.599080,8.73595e+06,1.04973e+04,7.408645,1.190435,-65.62,0.13,4868.42,,,5.15,13.423,267.004583,32.655833,2959,HIP 87123,4792,3.15,-0.04,0.14,-5.23,3.6,1.1,3.4,-67.1,267,0.01,0.02,1,-0.08,17 48 01.1,+32 39 21,8.35,141.04,1.0,4.57,1.07,1.0,3.11,10.8,1,Simbad
0.393321,267.4878138640000,0.5119800647750,0.001,0.001,90,4372475272258881280,267.48781386371,1.0417,0.51198006477,0.9999,,,,,,,0,8.02621e+06,9.18182e+03,8.427089,4.20170e+06,1.01580e+04,8.792825,5.59985e+06,1.11297e+04,7.891480,0.901345,,,5523.67,,,,,267.487917,0.511944,2960,HD 162232,5491,4.35,0.13,0.2,-4.83,3.5,2.2,2.6,-73.1,312,0.01,0.01,1,0.14,17 49 57.1,+00 30 43,8.59,67.43,0.17,1.34,1.47,0.99,4.13,11.3,1,Simbad
0.323062,268.0292437650000,37.5461769449000,0.001,0.001,0,4609131509318715136,268.02911056193,0.0178,37.54632681636,0.0221,4.2939,0.0240,-24.529,0.037,34.809,0.041,0,2.48619e+05,1.36854e+02,12.199529,1.27911e+05,3.12408e+02,12.584121,1.72957e+05,2.76120e+02,11.667076,0.917045,10.84,1.47,5410.67,0.0715,0.0440,0.84,0.550,268.029167,37.546111,2961,TrES-3,5489,4.6,-0.24,0.31,-4.54,3.8,2.6,2.6,9.7,98,0.01,0.01,2,-0.24,17 52 07.0,+37 32 46,,,,,,,,,0,Simbad
0.843210,268.3043711590000,37.2118294739000,0.001,0.001,90,4609062308806929152,268.30433611788,0.0202,37.21173968005,0.0230,1.9095,0.0258,-6.482,0.044,-20.855,0.043,0,4.85411e+05,1.34781e+02,11.473092,2.77719e+05,4.11561e+02,11.742373,3.03478e+05,3.82025e+02,11.056602,0.685771,-15.56,0.82,6311.00,1.2257,0.5820,1.90,5.159,268.304583,37.211667,2962,TrES-4,6184,4.03,0.25,0.14,-5.09,11.2,8.4,6.1,-17.6,182,0.01,0.01,1,0.32,17 53 13.1,+37 12 42,,,,,,,,,0,Simbad
2.217561,268.3043681290000,37.2122587425000,0.006,0.005,90,4609062381822880384,268.30433939289,0.1831,37.21217289600,0.1442,2.0429,0.1994,-5.315,0.387,-19.939,0.296,0,7.03773e+03,5.73981e+01,16.069784,,,,,,,,,,,,,,,268.304583,37.211667,2962,TrES-4,6184,4.03,0.25,0.14,-5.09,11.2,8.4,6.1,-17.6,182,0.01,0.01,1,0.32,17 53 13.1,+37 12 42,,,,,,,,,0,Simbad
0.505094,268.3747329020000,21.3252916511000,0.001,0.001,0,4576863905365412736,268.37439426317,0.0159,21.32554083545,0.0328,40.7820,0.0412,-73.266,0.032,57.875,0.074,1,9.90262e+06,3.32740e+03,8.198990,4.48018e+06,3.57221e+03,8.723148,7.60690e+06,5.01967e+03,7.558901,1.164248,-13.34,0.16,4884.51,0.0980,0.0480,0.72,0.267,268.374583,21.325278,2963,HIP 87579,4893,4.52,-0.1,0.49,-4.54,3.8,3.3,1.7,-14.5,275,0.01,0.02,1,-0.04,17 53 29.9,+21 19 31,8.5,24.35,-0.6,0.7,0.59,0.76,4.63,7.1,0,Simbad
0.059290,268.4187282270000,56.3919552252000,0.001,0.001,90,1418519292895059840,268.41813831889,0.0335,56.39247006811,0.0370,14.7236,0.0353,-75.837,0.075,119.576,0.063,0,1.41304e+07,3.53014e+03,7.812979,7.13278e+06,1.06309e+04,8.218241,9.71768e+06,2.71744e+04,7.293014,0.925227,-9.97,0.14,5524.25,,,1.77,2.626,268.41875,56.391944,2964,HD 163607,5522,3.97,0.18,0.16,-5.01,3.9,0.3,3.9,-11.0,269,0.01,0.01,3,0.19,17 53 40.5,+56 23 31,8.0,68.82,0.42,1.76,1.05,1.12,3.99,7.8,1,Simbad
0.432921,268.6669183860000,45.5541327266000,0.001,0.001,0,1349885513642697344,268.66716268127,0.0291,45.55424124448,0.0321,15.6883,0.0343,39.731,0.059,25.204,0.065,0,1.85681e+07,4.36263e+03,7.516448,9.65959e+06,1.19071e+04,7.888991,1.25172e+07,1.89473e+04,7.018154,0.870837,-35.51,0.16,5626.50,,,1.83,3.011,268.667083,45.554167,2965,HD 163589,5621,3.99,0.19,0.15,-5.06,4.1,0.5,4.1,-39.8,303,0.01,0.01,1,0.21,17 54 40.1,+45 33 15,7.68,60.61,0.43,1.72,1.04,1.14,4.01,7.1,1,Simbad
2.377144,268.6661439290000,45.5541068285000,0.005,0.002,0,1349885513642697472,268.66637871743,0.0744,45.55417553107,0.1368,15.7509,0.1032,38.185,0.159,15.957,0.303,0,4.62340e+05,3.06740e+03,11.525962,,,,,,,,,,,,,,,268.667083,45.554167,2965,HD 163589,5621,3.99,0.19,0.15,-5.06,4.1,0.5,4.1,-39.8,303,0.01,0.01,1,0.21,17 54 40.1,+45 33 15,7.68,60.61,0.43,1.72,1.04,1.14,4.01,7.1,1,Simbad
0.233043,269.0837594090000,62.6100645894000,0.002,0.002,0,1436561046051723648,269.08324767295,0.0580,62.61049314327,0.0680,12.3799,0.0650,-54.679,0.132,99.535,0.136,0,1.77028e+07,4.13183e+03,7.568261,9.32545e+06,9.68441e+03,7.927214,1.16410e+07,1.78532e+04,7.096941,0.830273,-12.51,0.71,5725.33,,,2.17,4.577,269.08375,62.61,2966,HD 164330,5783,4.19,0.26,0.18,-4.93,7.7,6.4,3.5,-17.2,301,0.01,0.01,1,0.26,17 56 20.1,+62 36 36,7.72,76.57,0.6,1.99,2.22,1.28,3.94,4.8,1,Simbad
0.578489,270.3801149570000,0.1045562793540,0.001,0.001,90,4275421969292868224,270.38008109724,0.0444,0.10446853146,0.0462,18.7994,0.0503,-7.864,0.087,-20.380,0.086,0,1.23871e+07,4.61162e+03,7.955941,6.65773e+06,1.64612e+04,8.293073,8.07672e+06,1.83440e+04,7.493833,0.799240,13.68,0.16,5929.15,0.1890,0.1055,1.11,1.373,270.38,0.104444,2967,HD 164509,5859,4.36,0.18,0.18,-4.89,4.8,2.6,3.9,13.7,263,0.01,0.01,3,0.19,18 01 31.2,+00 06 16,8.1,52.44,0.12,1.11,1.02,1.12,4.41,2.3,1,Simbad
0.741235,271.1097928110000,6.4363915241600,0.001,0.001,0,4474963057485435520,271.10951699404,0.0400,6.43669459358,0.0479,28.8609,0.0522,-63.657,0.078,70.390,0.079,0,1.47490e+07,4.05410e+03,7.766458,7.48350e+06,9.68565e+03,8.166126,1.01601e+07,1.94064e+04,7.244677,0.921449,0.00,0.21,5474.50,0.1283,0.0597,0.94,0.717,271.11,6.436389,2968,HD 165173,5459,4.46,0.0,0.16,-5.03,3.0,1.4,2.5,-0.9,358,0.01,0.01,1,-0.01,18 04 26.4,+06 26 11,7.96,31.92,-0.23,0.86,0.78,0.93,4.52,4.0,1,Simbad
2.202552,271.3638245000000,2.5005071889100,0.012,0.011,0,4468557989937892096,271.36382449988,10.5282,2.50050718891,11.8524,,,,,,,0,9.83557e+02,1.11820e+01,18.206366,1.60234e+03,1.34998e+02,17.339504,1.80178e+03,1.23733e+02,16.622665,0.716839,,,,,,,,271.364167,2.5,2969,GJ 702 A,5307,4.52,0.04,0.34,-4.59,3.4,2.6,2.2,-6.6,312,0.01,0.01,4,0.07,18 05 27.4,+02 30 00,,,,,,,,,0,Simbad
3.889557,271.3644259510000,2.4989509975200,0.006,0.005,90,4468557611977674496,271.36586567988,0.2167,2.49434713367,0.1900,195.2166,0.1012,334.071,0.383,-1069.285,0.305,0,1.18608e+08,2.03348e+05,5.503080,4.45032e+07,1.21721e+05,6.230410,1.00819e+08,4.41151e+05,4.753059,1.477351,,,4442.50,0.3740,0.1673,0.68,0.162,271.364167,2.5,2969,GJ 702 A,5307,4.52,0.04,0.34,-4.59,3.4,2.6,2.2,-6.6,312,0.01,0.01,4,0.07,18 05 27.4,+02 30 00,,,,,,,,,0,Simbad
0.710249,271.4060601550000,4.6571661394900,0.001,0.001,90,4471087175915086080,271.40599967334,0.0430,4.65579225771,0.0610,41.4012,0.0723,-14.001,0.087,-319.095,0.075,0,4.19636e+07,1.51938e+04,6.631184,2.24502e+07,4.18931e+04,6.973339,2.72623e+07,5.89559e+04,6.173013,0.800326,-118.23,0.17,5857.00,0.0210,0.0097,0.95,0.962,271.40625,4.657222,2970,HD 165401,5947,4.83,-0.29,0.23,-4.66,3.9,0.1,4.4,-113.9,344,0.02,0.02,1,-0.36,18 05 37.5,+04 39 26,6.8,23.91,-0.04,0.9,1.99,0.99,4.5,1.9,1,Simbad
0.255233,271.8726034690000,56.8019013740000,0.001,0.001,0,2151879534144256640,271.87277881997,0.0216,56.80217865591,0.0231,8.7438,0.0225,22.299,0.043,64.401,0.045,0,1.89764e+07,3.54613e+03,7.492828,9.73914e+06,1.39701e+04,7.880086,1.27751e+07,2.11911e+04,6.996010,0.884076,-29.96,0.14,5613.00,,,3.33,9.919,271.8725,56.801944,2971,HD 166494,5679,3.76,0.22,0.22,-4.78,8.4,6.6,4.2,-32.1,251,0.01,0.01,1,0.27,18 07 29.4,+56 48 07,7.67,114.68,0.98,3.18,2.13,1.59,3.63,2.8,1,Simbad
0.309933,273.4743032850000,64.3972847978000,0.005,0.004,90,2161275788716592256,273.47781925167,0.1358,64.39743824425,0.1247,43.7672,0.1423,352.881,0.295,35.629,0.235,0,2.19605e+08,5.03191e+05,4.834262,1.24066e+08,2.61591e+05,5.117257,1.26513e+08,4.71686e+05,4.506586,0.610672,-35.93,0.19,6469.50,0.9230,0.4537,1.68,4.436,273.474167,64.397222,2972,HD 168151,6474,4.14,-0.19,0.14,-5.12,10.3,3.8,9.6,-36.5,255,0.01,0.01,2,-0.18,18 13 53.8,+64 23 50,4.99,22.92,0.63,1.64,1.35,1.28,4.1,2.7,0,Simbad
0.227114,274.4054698240000,36.6214357180000,0.001,0.001,0,4606030169272920320,274.40553347889,0.0152,36.62146168347,0.0197,3.2679,0.0194,11.866,0.033,6.031,0.039,0,3.51885e+05,6.08702e+01,11.822363,1.90161e+05,1.91491e+02,12.153586,2.31819e+05,1.69715e+02,11.349048,0.804539,7.73,0.57,5865.00,0.1290,0.0595,1.10,1.295,274.405417,36.621389,2973,HAT-P-5,5833,4.34,0.11,0.15,,4.5,2.3,3.8,7.0,107,0.01,0.01,1,0.11,18 17 37.3,+36 37 17,,,,,,,,,0,Simbad
3.951617,274.4040511170000,36.6214448358000,0.035,0.021,0,4606030134911830272,274.40402992022,0.5953,36.62141033146,1.0329,-2.1081,0.8151,-3.951,1.347,-8.014,2.265,0,1.80167e+02,2.76928e+00,20.049177,2.19466e+02,3.77176e+01,19.497972,3.97822e+02,1.88499e+01,18.262697,1.235275,,,,,,,,274.405417,36.621389,2973,HAT-P-5,5833,4.34,0.11,0.15,,4.5,2.3,3.8,7.0,107,0.01,0.01,1,0.11,18 17 37.3,+36 37 17,,,,,,,,,0,Simbad
